WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
The                      1     1     3     3     1     1   354     1     1     1    3511
case                     1     1     4     4     7     2   241     3     3     2      26
of                     -99     0     0     0     0     3     0     0     0     0       0
Ms                     -99     0     0     0     0     4     0     0     0     0       0
Susan                    1     1     5     5    15     5   244     0     0     3       3
Susan                    1     1     5     5    20     5   378     5     5     4       3
Wallace,                 1     1     8     7    26     6   136     5     5     5       4
who                      1     1     3     3    33     7   313     3     3     7     157
went                   -99     0     0     0     0     8     0     0     0     0       0
down                     1     1     4     4    40     9   217     1     1     8      38
to                     -99     0     0     0     0    10     0     0     0     0       0
her                      1     1     3     3    49    11   228     2     2     9     107
local                    1     1     5     5    55    12   242     4     4    10      15
with                   -99     0     0     0     0    13     0     0     0     0       0
Igwig                    1     1     5     5    62    14   315     0     0    11       1
Igwig                    1     1     5     5    67    14   514     5     5    12       1
the                    -99     0     0     0     0    15     0     0     0     0       0
iguana,                  1     1     7     6    74    16   325     2     2    13       4
iguana,                  1     1     7     6    79    16   376     7     7    14       4
has                      1     2     3     3     1    17    63     1     1    16     239
has                      1     2     3     3     1    17   183     1     1    17     239
lessons                  1     2     7     7     4    18   203     0     0    18       7
for                      1     2     3     3    14    19   290     2     2    19     519
us                     -99     0     0     0     0    20     0     0     0     0       0
all                      1     2     3     3    22    21   255     3     3    20     167
that                   -99     0     0     0     0    22     0     0     0     0       0
go                     -99     0     0     0     0    23     0     0     0     0       0
well                     1     2     4     4    32    24   339     1     1    21      48
well                     1     2     4     4    35    24   146     4     4    22      48
beyond                   1     2     6     6    40    25   246     4     4    23      11
the                    -99     0     0     0     0    26     0     0     0     0       0
blindingly               1     2    10    10    49    27   169     2     2    24       1
blindingly               1     2    10    10    52    27   350     5     5    25       1
obvious                  1     2     7     7    64    28   333     6     6    26      12
'do                    -99     0     0     0     0    29     0     0     0     0       0
not                      1     2     3     3    72    30   216     2     2    27     277
take                     1     2     4     4    77    31   185     3     3    28      42
your                   -99     0     0     0     0    32     0     0     0     0       0
iguana                   1     3     6     6     5    33   236     0     0    29       4
to                     -99     0     0     0     0    34     0     0     0     0       0
the                      1     3     3     3    15    35   238     0     0    30    3511
