WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
After                  -99     0     0     0     0     1     0     0     0     0       0
England's                1     1     9     9    14     2   169     8     8     1     -99
England's                1     1     9     9    13     2    64     7     7     2     -99
overwhelming             1     1    12    12    23     3    59     7     7     3       2
overwhelming             1     1    12    12    27     3   213    11    11     4       2
defeat                   1     1     6     6    33     4   154     4     4     5       1
of                       1     1     2     2    37     5    96     1     1     6    1757
the                    -99     0     0     0     0     6     0     0     0     0       0
admired                  1     1     7     7    48     7   186     5     5     7       1
admired                  1     1     7     7    50     7    64     7     7     8       1
admired                  1     1     7     7    43     7   295     0     0    10       1
admired                  1     1     7     7    48     7   236     5     5    11       1
Ireland                  1     1     7     7    55     8   152     4     4     9      12
Ireland                  1     1     7     7    58     8   189     7     7    12      12
-                      -99     0     0     0     0     9     0     0     0     0       0
how                    -99     0     0     0     0    10     0     0     0     0       0
long                   -99     0     0     0     0    11     0     0     0     0       0
ago                      1     1     3     3    71    12   213     1     1    13      29
it                     -99     0     0     0     0    13     0     0     0     0       0
now                      1     1     3     3    78    14    84     1     1    14     107
seems                  -99     0     0     0     0    15     0     0     0     0       0
-                      -99     0     0     0     0    16     0     0     0     0       0
the                      1     2     3     3    10    17   184     2     2    16    3511
London                 -99     0     0     0     0    18     0     0     0     0       0
press,                   1     2     6     5    20    19   230     1     1    17      14
sober                  -99     0     0     0     0    20     0     0     0     0       0
broadsheets              1     2    11    11    32    21    92     0     0    18       1
broadsheets              1     2    11    11    35    21   228     3     3    20       1
broadsheets              1     2    11    11    34    21    93     2     2    21       1
broadsheets              1     2    11    11    39    21   211     7     7    22       1
broadsheets              1     2    11    11    40    21   158     8     8    23       1
as                     -99     0     0     0     0    22     0     0     0     0       0
much                     1     2     4     4    50    23   198     3     3    24      97
as                     -99     0     0     0     0    24     0     0     0     0       0
xenophobic               1     2    10    10    60    25   265     5     5    25       2
xenophobic               1     2    10    10    63    25   105     8     8    26       2
tabloids,                1     2     9     8    72    26   216     6     6    27       1
outdid                 -99     0     0     0     0    27     0     0     0     0       0
even                     1     3     4     4    11    28   265     4     4    35      84
Welsh                    1     3     5     5    17    29   186     5     5    29       3
Welsh                    1     3     5     5    17    29   526     5     5    36       3
supporters               1     3    10    10    20    30   239     2     2    28       2
supporters               1     3    10    10    27    30   247     9     9    30       2
of                     -99     0     0     0     0    31     0     0     0     0       0
the                      1     3     3     3    34    32   244     2     2    34    3511
1970s                    1     3     5     5    36    33    92     0     0    31       5
1970s                    1     3     5     5    41    33   345     5     5    32       5
in                       1     3     2     2    42    34    89     0     0    37    1091
lack                     1     3     4     4    48    35   143     3     3    33       7
lack                     1     3     4     4    48    35    84     3     3    38       7
of                       1     3     2     2    52    36   166     2     2    39    1757
realism                  1     3     7     7    57    37   199     4     4    40       2
and                    -99     0     0     0     0    38     0     0     0     0       0
sheer                    1     3     5     5    69    39   290     4     4    41       2
conceit;                 1     3     8     7    71    40   108     0     0    42       1
conceit;                 1     3     8     7    77    40   155     6     6    43       1
which                  -99     0     0     0     0    41     0     0     0     0       0
is                     -99     0     0     0     0    42     0     0     0     0       0
saying                   1     4     6     6    11    43   206     2     2    44       9
something.               1     4    10     9    17    44   209     1     1    45      29
something.               1     4    10     9    24    44   204     8     8    46      29
I                      -99     0     0     0     0    45     0     0     0     0       0
did                    -99     0     0     0     0    46     0     0     0     0       0
not                      1     4     3     3    39    47   192     2     2    47     277
undervalue               1     4    10    10    42    48   121     1     1    48       1
undervalue               1     4    10    10    46    48   216     5     5    49       1
undervalue               1     4    10    10    50    48   180     9     9    50       1
the                    -99     0     0     0     0    49     0     0     0     0       0
victory                  1     4     7     7    62    50   214     6     6    51       4
over                   -99     0     0     0     0    51     0     0     0     0       0
an                       1     4     2     2    70    52   363     1     1    52     195
Ireland                  1     4     7     7    72    53   162     0     0    53      12
side                   -99     0     0     0     0    54     0     0     0     0       0
who,                   -99     0     0     0     0    55     0     0     0     0       0
as                       1     5     2     2    11    56   210     1     1    54     422
they                   -99     0     0     0     0    57     0     0     0     0       0
showed                   1     5     6     6    21    58   228     3     3    55       2
against                  1     5     7     7    25    59   211     0     0    56      36
Scotland                 1     5     8     8    33    60   229     0     0    57       1
on                       1     5     2     2    43    61    95     1     1    58     417
Saturday,                1     5     9     8    47    62   162     2     2    59       2
Saturday,                1     5     9     8    49    62   146     4     4    60       2
can                    -99     0     0     0     0    63     0     0     0     0       0
pile                     1     5     4     4    60    64   233     1     1    61       1
pile                     1     5     4     4    62    64    84     3     3    62       1
up                     -99     0     0     0     0    65     0     0     0     0       0
points                   1     5     6     6    69    66   106     2     2    63       5
points                   1     5     6     6    72    66   374     5     5    64       5
even                     1     5     4     4    77    67   503     3     3    65      84
though                 -99     0     0     0     0    68     0     0     0     0       0
they                   -99     0     0     0     0    69     0     0     0     0       0
may                      2     1     3     3    12    70   182     0     0    67      67
be                       2     1     2     2    17    71   129     1     1    66     423
losing                   2     1     6     6    19    72   135     0     0    68       4
losing                   2     1     6     6    22    72   162     3     3    69       4
the                      2     1     3     3    27    73   300     1     1    70    3511
set                      2     1     3     3    33    74   184     3     3    71      26
pieces.                  2     1     7     6    36    75    82     2     2    72       5
What                   -99     0     0     0     0    76     0     0     0     0       0
I                      -99     0     0     0     0    77     0     0     0     0       0
did                      2     1     3     3    49    78   345     0     0    73      43
