WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
*Off-screen              1   -99     0     0   -99   -99   159   -99   -99   -99     -99
Rather                   1     1     6     6     6     1   221     6     6   -99      42
Basil                    1     1     5     5    15     3   163     5     5    -9       1
couldn't                 1     1     8     8    26     5   187     3     3   -11     -99
stop                     1     1     4     4    32     6   115     0     0    -6      10
talking                  1     1     7     7    38     7   200     1     1    -6       5
about                    1     1     5     5    49     8   163     4     4   -11     164
war                      1     1     3     3    56    10   152     1     1    -7      28
German                   1     1     6     6    68    13   113     2     2   -12       7
guests,                  1     1     7     6    78    14   176     5     5   -10       3
so                       1     2     2     2     2    15   182     2     2   -99     154
Peter                    1     2     5     5     8    16   157     5     5    -6      11
Minister                 1     2     8     8    21    19   225     2     2   -13      24
Europe,                  1     2     7     6    33    21   189     1     1   -12      18
finds                    1     2     5     5    43    22   198     3     3   -10       4
almost                   1     2     6     6    52    24   151     3     3    -9      16
impossible               1     2    10    10    62    25   143     6     6   -10      11
stop                     1     2     4     4    74    27   140     4     4   -12      10
about                    1     3     5     5    11    29    69     3     3   -99     164
euro,                    1     3     5     4    20    31   197     2     2    -9       7
even                     1     3     4     4    26    32   249     2     2    -6      84
though                   1     3     6     6    31    33   155     2     2    -5      37
knows                    1     3     5     5    39    35   180     0     0    -8       8
shouldn't.               1     3    10     9    49    37    99     1     1   -10     -99
*Blink                   1   -99    10     9   -99   -99   176   -99   -99   -99     -99
conversation             1     3    12    12    68    40   112     0     0   -99       2
conversation             1     3    12    12    75    40    95     7     7    -7       2
conversation             1     3    12    12    79    40    86    11    11    -4       2
Figaro                   1     4     6     6    12    43   255     4     4   -99       2
that                     1     4     4     4    19    44   206     4     4    -7     871
can                      1     4     3     3    23    45   151     3     3    -4     123
hardly                   1     4     6     6    27    46   146     3     3    -4      11
fail                     1     4     4     4    33    47   171     2     2    -6       3
inflame                  1     4     7     7    39    49   156     0     0    -6       1
inflame                  1     4     7     7    43    49   159     4     4    -4       1
Treasury,                1     4     9     8    54    51   228     3     3   -11       2
Hain                     1     4     4     4    64    53   174     0     0   -10       6
has                      1     4     3     3    69    54   122     0     0    -5     239
*Off-screen              1   -99     3     3   -99   -99   135   -99   -99   -99     -99
floated                  1     5     7     7     5    56   194     5     5   -99       3
detailed                 1     5     8     8    14    58   311     4     4    -9       3
timetable                1     5     9     9    23    59   154     4     4    -9       2
detailed                 1     5     8     8    15    58   282     5     5     8       3
detailed                 1     5     8     8    16    58    90     6     6    -1       3
timetable                1     5     9     9    24    59   219     5     5    -8       2
potential                1     5     9     9    33    61   132     0     0    -9      11
potential                1     5     9     9    36    61   173     3     3    -3      11
British                  1     5     7     7    46    62   188     3     3   -10      77
entry                    1     5     5     5    53    63   214     2     2    -7      11
into                     1     5     4     4    60    64   126     3     3    -7      82
single                   1     5     6     6    69    66   172     3     3    -9       9
single                   1     5     6     6    72    66   129     6     6    -3       9
currency,                2     1     9     8     9    67   160     9     9     0       4
currency,                2     1     9     8     3    67   173     3     3     6       4
pointing                 2     1     8     8    16    68   204     6     6   -13       3
referendum               2     1    10    10    27    71   203     3     3   -11       8
referendum               2     1    10    10    32    71   182     8     8    -5       8
the                      2     1     3     3    41    73   181     3     3    -9    3511
spring                   2     1     6     6    47    74   173     5     5    -6       4
autumn                   2     1     6     6    57    76   206     4     4   -10       5
2003.                    2     1     5     4    67    78   253     4     4   -10     -99
*Off-screen              2   -99     5     4   -99   -99   116   -99   -99   -99     -99
happens,                 2     2     8     7     5    81    84     5     5   -99       5
Hain's                   2     2     6     6    16    83   184     4     4   -11     -99
remarks                  2     2     7     7    24    84   286     5     5    -8       2
