WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Tony                     1     1     4     4     1     1   325     1     1     1      11
Blair                    1     1     5     5     7     2    59     2     2     2      34
is                     -99     0     0     0     0     3     0     0     0     0       0
engaged                  1     1     7     7    19     4   131     5     5     3       4
in                       1     1     2     2    22     5   152     0     0     4    1091
low                    -99     0     0     0     0     6     0     0     0     0       0
politics                 1     1     8     8    29     7   241     0     0     5      19
politics                 1     1     8     8    33     7   143     4     4     6      19
politics                 1     1     8     8    34     7   247     5     5     7      19
on                     -99     0     0     0     0     8     0     0     0     0       0
fox-hunting.             1     1    12    11    41     9   158     0     0     8     -99
fox-hunting.             1     1    12    11    45     9   200     4     4     9     -99
fox-hunting.             1     1    12    11    48     9   196     7     7    10     -99
The                    -99     0     0     0     0    10     0     0     0     0       0
timing                   1     1     6     6    58    11   205     0     0    11       3
timing                   1     1     6     6    60    11   142     2     2    12       3
of                     -99     0     0     0     0    12     0     0     0     0       0
this,                    1     1     5     4    70    13   180     2     2    13     293
this,                    1     1     5     4    72    13    94     4     4    14     293
his                    -99     0     0     0     0    14     0     0     0     0       0
third                    1     2     5     5     1    15   243     1     1    16       7
third                    1     2     5     5     3    15   147     3     3    17       7
initiative,              1     2    11    10     7    16   163     1     1    18       3
seems                    1     2     5     5    21    17   227     3     3    19      30
to                     -99     0     0     0     0    18     0     0     0     0       0
have                     1     2     4     4    27    19   125     0     0    20     361
have                     1     2     4     4    30    19   164     3     3    21     361
been                     1     2     4     4    33    20    81     1     1    22     178
influenced               1     2    10    10    38    21   116     1     1    23       1
influenced               1     2    10    10    41    21   156     4     4    24       1
by                       1     2     2     2    48    22   128     0     0    25     252
the                      1     2     3     3    52    23   154     1     1    26    3511
need                     1     2     4     4    57    24   201     2     2    27      36
to                     -99     0     0     0     0    25     0     0     0     0       0
get                      1     2     3     3    65    26   177     2     2    28      48
Stephen                  1     2     7     7    71    27   248     4     4    29       5
Stephen                  1     2     7     7    72    27   214     5     5    32       5
Byers                    1     2     5     5    80    28   138     5     5    30       2
through                -99     0     0     0     0    29     0     0     0     0       0
his                      1     3     3     3     9    30   307     1     1    35     161
his                      1     3     3     3     9    30   212     1     1    37     161
trial                    1     3     5     5    14    31   281     2     2    33       5
by                     -99     0     0     0     0    32     0     0     0     0       0
ordeal                   1     3     6     6    24    33   207     3     3    34       1
ordeal                   1     3     6     6    22    33   206     1     1    36       1
