WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Decisions                1     1     9     9     4     1   153     4     4     2       2
Decisions                1     1     9     9     3     1   171     3     3     3       2
Decisions                1     1     9     9     6     1   151     6     6     4       2
on                       1     1     2     2    12     2   161     2     2     5     417
the                    -99     0     0     0     0     3     0     0     0     0       0
next                     1     1     4     4    19     4   147     2     2     6      35
phase                    1     1     5     5    24     5   133     2     2     7       4
of                       1     1     2     2    30     6   251     2     2     8    1757
the                    -99     0     0     0     0     7     0     0     0     0       0
unwisely                 1     1     8     8    37     8   268     2     2     9       2
named                    1     1     5     5    45     9   235     1     1    10       3
war                      1     1     3     3    53    10   304     3     3    11      28
war                      1     1     3     3    51    10   241     1     1    12      28
against                  1     1     7     7    60    11   174     6     6    13      36
terrorism                1     1     9     9    67    12   117     5     5    14       5
are                      1     1     3     3    74    13   309     2     2    15     351
creeping                 1     2     8     8     2    14   254     2     2    16       1
closer,                  1     2     7     6    11    15   189     2     2    17       6
and                    -99     0     0     0     0    16     0     0     0     0       0
most                     1     2     4     4    21    17   272     0     0    18      93
of                       1     2     2     2    27    18   195     1     1    19    1757
the                    -99     0     0     0     0    19     0     0     0     0       0
signs                    1     2     5     5    35    20   193     2     2    20       9
are                    -99     0     0     0     0    21     0     0     0     0       0
that                     1     2     4     4    43    22   258     0     0    21     871
George                   1     2     6     6    51    23   166     3     3    22       6
Bush                     1     2     4     4    58    24   118     3     3    23       4
will                   -99     0     0     0     0    25     0     0     0     0       0
get                      1     2     3     3    66    26   404     1     1    24      48
them                   -99     0     0     0     0    27     0     0     0     0       0
wrong.                   1     2     6     5    75    28   354     1     1    25      16
After                    1     3     5     5     4    29   130     4     4    26      62
he                     -99     0     0     0     0    30     0     0     0     0       0
used                     1     3     4     4     9    31   176     0     0    27      32
his                      1     3     3     3    17    32   267     3     3    28     161
State                  -99     0     0     0     0    33     0     0     0     0       0
of                       1     3     2     2    24    34   158     0     0    29    1757
the                    -99     0     0     0     0    35     0     0     0     0       0
Union                    1     3     5     5    33    36   180     2     2    30      13
address                  1     3     7     7    42    37   154     5     5    31       2
address                  1     3     7     7    40    37   296     3     3    32       2
to                     -99     0     0     0     0    38     0     0     0     0       0
identify                 1     3     8     8    49    39   190     1     1    33       1
the                    -99     0     0     0     0    40     0     0     0     0       0
equally                  1     3     7     7    62    41   235     1     1    34       5
equally                  1     3     7     7    63    41   685     2     2    36       5
unwisely                 1     3     8     8    72    42   230     3     3    35       2
unwisely                 1     3     8     8    71    42   158     2     2    37       2
named                    1     4     5     5     3    43   242     3     3    38       3
axis                     1     4     4     4     8    44   190     2     2    39       1
of                     -99     0     0     0     0    45     0     0     0     0       0
evil,                    1     4     5     4    15    46   268     1     1    40       5
the                    -99     0     0     0     0    47     0     0     0     0       0
pressing                 1     4     8     8    26    48   278     2     2    41       1
pressing                 1     4     8     8    27    48   290     3     3    43       1
question                 1     4     8     8    37    49   188     4     4    42      12
question                 1     4     8     8    39    49   275     6     6    44      12
is:                    -99     0     0     0     0    50     0     0     0     0       0
what                     1     4     4     4    47    51   223     1     1    45     125
is                     -99     0     0     0     0    52     0     0     0     0       0
to                       1     4     2     2    56    53   332     2     2    46    1597
be                     -99     0     0     0     0    54     0     0     0     0       0
done                     1     4     4     4    62    55   280     2     2    47      25
about                    1     4     5     5    66    56   375     1     1    50     164
