WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
At                       1     1     2     2     2     1   213     2     2     0     269
I                        1     1     1     1    12     3   156     1     1   -10     327
write                    1     1     5     5    26     7   199     0     0   -14      10
my                       1     1     2     2    33     8   146     1     1    -7      91
serious                  1     1     7     7    42    10   173     1     1    -9      11
novel,                   1     1     6     5    50    11   145     1     1    -8       7
process                  1     1     7     7    62    13   210     4     4   -12       7
seems                    1     1     5     5    73    15   179     2     2   -11      30
displacement             1     2    12    12    16    19   248     0     0   -99       1
activity,                1     2     9     8    32    20   267     3     3   -16       9
that                     1     2     4     4    51    24   167     1     1   -19     871
switch                   1     2     6     6    62    27   268     2     2   -11       2
Bill                     1     2     4     4    72    29   164     1     1   -10       4
on                       1     2     2     2    76    30   164     0     0    -4     417
that                     1     2     4     4    53    24   196     3     3    23     871
find                     1     2     4     4    47    23   173     2     2     6      27
I                        1     2     1     1    43    22   243     0     0     4     327
9am                      1     3     3     3     4    32   210     1     1   -99      18
at                       1     3     2     2     2    31   249     2     2     2     269
on                       1     3     2     2     9    33   170     2     2    -7     417
too                      1     3     3     3    28    39   180     0     0   -19      56
likely                   1     3     6     6    38    40   167     6     6   -10      16
still                    1     3     5     5    50    43   170     5     5   -12      52
hours                    1     3     5     5    60    45   159     0     0   -10       9
as                       1     3     2     2    72    47   200     0     0   -12     422
later                    1     3     5     5    67    46   192     1     1     5      23
the                      1     3     3     3    75    48   125     0     0    -8    3511
its                      1     4     3     3    17    51   253     1     1   -99     152
through                  1     4     7     7    29    53    63     5     5   -12      40
emergency                1     4     9     9    42    55    69     1     1   -13       4
*Blink                   1   -99     9     9   -99   -99    90   -99   -99   -99     -99
emergency                1     4     9     9    46    55   164     5     5   -99       4
emergency                1     4     9     9    46    55   148     5     5     0       4
rooms                    1     4     5     5    53    56   226     2     2    -7       5
Australian               1     4    10    10    63    58   233     2     2   -10       2
Australian               1     4    10    10    71    58   236    10    10    -8       2
would                    1     5     5     5     5    61   114     0     0   -99     146
me                       1     5     2     2    22    64   267     1     1   -17      55
from                     1     5     4     4    35    66   138     1     1   -13     248
sent                     1     5     4     4    19    63   168     3     3    16       3
have                     1     5     4     4    14    62   160     3     3     5     361
