WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Tony                     1     1     4     4     3     1   131     3     3     1      11
Blair                    1     1     5     5    10     2   183     5     5     2      34
is                     -99     0     0     0     0     3     0     0     0     0       0
engaged                  1     1     7     7    15     4   153     1     1     3       4
in                       1     1     2     2    22     5   177     0     0     4    1091
low                    -99     0     0     0     0     6     0     0     0     0       0
politics                 1     1     8     8    31     7   231     2     2     5      19
politics                 1     1     8     8    33     7   115     4     4     6      19
politics                 1     1     8     8    37     7   196     8     8     7      19
on                     -99     0     0     0     0     8     0     0     0     0       0
fox-hunting.             1     1    12    11    47     9   223     6     6     8     -99
fox-hunting.             1     1    12    11    43     9   243     2     2     9     -99
fox-hunting.             1     1    12    11    51     9   342    10    10    10     -99
The                    -99     0     0     0     0    10     0     0     0     0       0
timing                   1     1     6     6    60    11   432     2     2    11       3
of                     -99     0     0     0     0    12     0     0     0     0       0
this,                    1     1     5     4    69    13   131     1     1    12     293
this,                    1     1     5     4    72    13   173     4     4    13     293
his                    -99     0     0     0     0    14     0     0     0     0       0
third                  -99     0     0     0     0    15     0     0     0     0       0
initiative,              1     2    11    10    10    16   299     4     4    14       3
seems                    1     2     5     5    19    17   135     1     1    18      30
to                     -99     0     0     0     0    18     0     0     0     0       0
have                     1     2     4     4    28    19   227     1     1    15     361
have                     1     2     4     4    27    19    92     0     0    20     361
have                     1     2     4     4    31    19   182     4     4    21     361
been                     1     2     4     4    34    20   232     2     2    16     178
influenced               1     2    10    10    37    21   121     0     0    17       1
influenced               1     2    10    10    39    21   127     2     2    22       1
influenced               1     2    10    10    45    21   204     8     8    23       1
by                     -99     0     0     0     0    22     0     0     0     0       0
the                    -99     0     0     0     0    23     0     0     0     0       0
need                     1     2     4     4    56    24   231     1     1    24      36
need                     1     2     4     4    58    24    99     3     3    25      36
to                       1     2     2     2    62    25   206     2     2    26    1597
get                      1     2     3     3    66    26   125     3     3    27      48
Stephen                  1     2     7     7    70    27   248     3     3    28       5
Byers                    1     2     5     5    76    28   192     1     1    29       2
through                -99     0     0     0     0    29     0     0     0     0       0
his                      1     3     3     3     8    30   159     0     0    30     161
trial                    1     3     5     5    16    31   169     4     4    33       5
by                       1     3     2     2    18    32   130     0     0    31     252
