WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
was                      1     1     3     3     6     2   244     2     2     0     383
best-selling             1     1    12    12    13     4   137     1     1    -7     -99
best-selling             1     1    12    12    17     4    75     5     5    -4     -99
best-selling             1     1    12    12    23     4   151    11    11    -6     -99
queen                    1     1     5     5    30     5   196     5     5    -7       7
romantic                 1     1     8     8    41     8   190     3     3   -11       4
Aga                      1     1     3     3    48     9   164     1     1    -7       1
saga.                    1     1     5     4    52    10    76     1     1    -4       2
saga.                    1     1     5     4    55    10   138     4     4    -3       2
was                      1     1     3     3    60    12   181     0     0    -5     383
enfant                   1     1     6     6    68    14   171     0     0    -8       1
enfant                   1     1     6     6    70    14    68     2     2    -2       1
enfant                   1     1     6     6    72    14    59     4     4    -2       1
terrible                 1     2     8     8     7    15   120     7     7   -99       6
right-on                 1     2     8     8    22    18   192     6     6   -15     -99
urban                    1     2     5     5    28    19   159     3     3    -6       3
urban                    1     2     5     5    29    19   133     4     4    -1       3
phenomenon,              1     5    11    10    32    56    67     7     7   -99       2
literati.                1     2     9     8    32    20   178     1     1   -99       1
literati.                1     2     9     8    37    20   274     6     6    -5       1
literati.                1     2     9     8    40    20   121     9     9    -3       1
Would                    1     2     5     5    45    21   212     4     4    -5     146
earth                    1     2     5     5    53    23   212     2     2    -8       8
move                     1     2     4     4    61    24   178     4     4    -8      10
when                     1     2     4     4    66    25    61     4     4    -5     144
their                    1     2     5     5    72    26   165     5     5    -6     225
paths                    1     2     5     5    78    27    98     5     5    -6       1
like                     1     3     4     4    22    31   196     1     1   -99      99
Joanna                   1     3     6     6    28    32   191     2     2    -6      18
Joanna                   1     3     6     6    31    32   181     5     5    -3      18
Trollope;                1     3     9     8    39    33   187     6     6    -8       3
she's                    1     3     5     5    48    34   169     5     5    -9     -99
warm,                    1     3     5     4    52    35   147     3     3    -4       6
engaged                  1     3     7     7    58    36   167     3     3    -6       4
responsive,              1     3    11    10    73    38    70     6     6   -15       1
*Blink                   1   -99    11    10   -99   -99   180   -99   -99   -99     -99
has                      1     4     3     3    14    41   144     2     2   -99     239
has                      1     4     3     3    12    41   132     0     0     2     239
heart                    1     4     5     5    22    43   186     2     2   -10       8
in                       1     4     2     2    26    44   213     0     0    -4    1091
approximately            1     4    13    13    33    45   233     4     4    -7       1
right                    1     4     5     5    50    47   288     3     3   -17      38
place.                   1     4     6     5    59    48   144     6     6    -9      22
me,                      1     4     3     2    64    50   200     1     1    -5      55
is                       1     4     2     2    72    52   166     1     1    -8     717
a                        1     4     1     1    74    53   213     0     0    -2    1434
quintessentially         1     5    16    16    12    54   186    12    12   -99       2
English                  1     5     7     7    21    55    84     4     4    -9      14
phenomenon,              1     5    11    10    26    56   123     1     1    -5       2
phenomenon,              1     5    11    10    31    56   198     6     6    -5       2
lower-middlebrow         1     5    16    16    43    58   203     2     2   -12     -99
lower-middlebrow         1     5    16    16    50    58   121     9     9    -7     -99
novelist                 1     5     8     8    62    59   236     4     4   -12       4
has                      1     5     3     3    72    61   177     1     1   -10     239
just                     1     5     4     4    77    62   462     2     2    -5      75
enough                   2     1     6     6     3    63   161     3     3     0      32
sophistication           2     1    14    14    12    64   104     5     5    -9       1
sophistication           2     1    14    14    19    64   154    12    12    -7       1
able                     2     1     4     4    30    67    63     2     2   -11      14
*Blink                   2   -99     4     4   -99   -99    57   -99   -99   -99     -99
convince                 2     1     8     8    42    69   357     6     6   -99       3
readership               2     1    10    10    53    71   270     4     4   -11       3
readership               2     1    10    10    56    71    67     7     7    -3       3
they                     2     1     4     4    68    73   140     3     3   -12     258
be                       2     1     2     2    74    75    52     0     0    -6     423
be                       2     1     2     2    76    75    65     2     2    -2     423
upper-middlebrow         2     2    16    16    21    78   187    10    10   -99     -99
upper-middlebrow         2     2    16    16    25    78   235    14    14    -4     -99
upper-middlebrow         2     2    16    16    27    78   144    16    16    -2     -99
product.                 2     2     8     7    29    79   103     1     1    -2       5
product.                 2     2     8     7    34    79   186     6     6    -5       5
also                     2     2     4     4    47    81   158     0     0   -13      58
also                     2     2     4     4    51    81    63     4     4    -4      58
quite                    2     2     5     5    55    82   174     3     3    -4      48
vulnerable,              2     2    11    10    64    83   272     6     6    -9       5
Joanna,                  2     2     7     6    72    84   118     2     2    -8      18
Joanna,                  2     2     7     6    76    84   107     6     6    -4      18
quite                    2     3     5     5    15    88    93     3     3   -99      48
monstering               2     3    10    10    22    90   179     2     2    -7       1
monstering               2     3    10    10    28    90   187     8     8    -6       1
the                      2     3     3     3    37    92   159     1     1    -9    3511
Daily                    2     3     5     5    45    93   187     5     5    -8       8
from                     2     3     4     4    31    91   331     0     0    14     248
monstering               2     3    10    10    27    90   219     7     7     4       1
Daily                    2     3     5     5    41    93   172     1     1   -14       8
Daily                    2     3     5     5    43    93    68     3     3    -2       8
paper                    2     3     5     5    57    96   146     0     0   -14      10
bastion                  2     3     7     7    63    97    77     0     0    -6       1
bastion                  2     3     7     7    68    97   221     5     5    -5       1
bastion                  2     3     7     7    67    97   130     4     4     1       1
of                       2     3     2     2    73    98    86     2     2    -6    1757
which                    2     4     5     5    10   100   508     0     0   -99     152
which                    2     4     5     5    11   100   203     1     1    -1     152
is,                      2     4     3     2    19   101   234     3     3    -8     717
course,                  2     4     7     6    23   103   178     0     0    -4      32
course,                  2     4     7     6    28   103   253     5     5    -5      32
her                      2     4     3     3    31   104    82     0     0    -3     107
proper                   2     4     6     6    36   105   156     1     1    -5       8
proper                   2     4     6     6    39   105   173     4     4    -3       8
province.                2     4     9     8    46   106    53     4     4    -7       2
province.                2     4     9     8    47   106   135     5     5    -1       2
an                       2     4     2     2    57   108   517     2     2   -10     195
interview                2     4     9     9    63   109   517     5     5    -6       1
interview                2     4     9     9    66   109    70     8     8    -3       1
another                  2     4     7     7    72   111   188     1     1    -6      33
another                  2     4     7     7    75   111   175     4     4    -3      33
week,                    2     5     5     4    18   114   189     3     3   -99      42
Joanna                   2     5     6     6    24   115    73     3     3    -6      18
seemingly                2     5     9     9    29   116   185     1     1    -5       1
seemingly                2     5     9     9    34   116   222     6     6    -5       1
admitted                 2     5     8     8    43   117   260     5     5    -9       2
leading                  2     5     7     7    54   119   240     4     4   -11       5
rather                   2     5     6     6    62   121   222     2     2    -8      42
unseemly                 2     5     8     8    71   122   272     4     4    -9       1
life                     2     5     4     4    79   123   416     3     3    -8      56
unseemly                 2     5     8     8    75   122   275     8     8     4       1
nowadays,                3     1     9     8     7   124   206     7     7     0       3
cruising                 3     1     8     8    16   125   211     6     6    -9       1
cruising                 3     1     8     8    18   125    61     8     8    -2       1
London                   3     1     6     6    28   127   209     5     5   -10      27
streets                  3     1     7     7    31   128   132     1     1    -3       5
streets                  3     1     7     7    35   128   114     5     5    -4       5
lookout                  3     1     7     7    45   131   153     0     0   -10       1
lookout                  3     1     7     7    49   131   167     4     4    -4       1
thirtysomething          3     1    15    15    61   133   207     4     4   -12       1
thirtysomething          3     1    15    15    67   133    71    10    10    -6       1
men                      3     1     3     3    75   134   152     2     2    -8      20
to                       3     1     2     2    78   135   112     1     1    -3    1597
*Off-screen              3   -99     2     2   -99   -99    51   -99   -99   -99     -99
uncommitted              3     2    11    11     9   137   154     4     4   -99       1
sex                      3     2     3     3    20   138   166     3     3   -11      11
with.                    3     2     5     4    23   139   165     2     2    -3     393
She                      3     2     3     3    28   140    91     1     1    -5      91
also                     3     2     4     4    34   141   177     3     3    -6      58
posed                    3     2     5     5    41   142   191     5     5    -7       2
photographer,            3     2    13    12    51   145   205     3     3   -10       2
photographer,            3     2    13    12    53   145   168     5     5    -2       2
exhibiting               3     2    10    10    67   146   208     5     5   -14       1
her                      3     2     3     3    75   147    80     2     2    -8     107
legs                     3     3     4     4    15   150   139     4     4   -99       4
in                       3     3     2     2    21   152    69     0     0    -6    1091
fishnet                  3     3     7     7    27   153   188     3     3    -6       1
fishnet                  3     3     7     7    30   153   241     6     6    -3       1
in                       3     3     2     2    23   152   200     2     2     7    1091
stockings.               3     3    10     9    40   154   130     8     8   -17       2
Predictably,             3     3    12    11    49   155   234     6     6    -9       2
envious                  3     3     7     7    62   157    88     2     2   -13       1
*Blink                   3   -99     7     7   -99   -99    94   -99   -99   -99     -99
wrath                    3     3     5     5    70   158   373     2     2   -99       3
wrath                    3     3     5     5    73   158   106     5     5    -3       3
Middle                   3     4     6     6    15   161   140     3     3   -99      12
England                  3     4     7     7    20   162   165     1     1    -5      12
descended                3     4     9     9    28   163   202     1     1    -8       2
descended                3     4     9     9    32   163   674     5     5    -4       2
her,                     3     4     4     3    42   165   186     2     2   -10     107
scion                    3     4     5     5    51   167   179     1     1    -9       1
the                      3     4     3     3    62   169   202     3     3   -11    3511
scion                    3     4     5     5    53   167   263     3     3     9       1
sleeveless               3     4    10    10    66   170   171     3     3   -13       1
sleeveless               3     4    10    10    72   170   227     9     9    -6       1
anorak                   3     4     6     6    80   171   192     6     6    -8       1
Liberty                  3     5     7     7     9   174   142     1     1   -99       2
Liberty                  3     5     7     7    15   174   165     7     7    -6       2
headscarf.               3     5    10     9    23   175   261     7     7    -8       1
was                      3     5     3     3    32   177   239     2     2    -9     383
miserable,               3     5    10     9    38   178   226     4     4    -6       3
then                     3     5     4     4    53   181   188     2     2   -15      71
stringers                3     5     9     9    60   183   147     0     0    -7       1
stringers                3     5     9     9    63   183   224     3     3    -3       1
from                     3     5     4     4    72   184   297     2     2    -9     248
stringers                3     5     9     9    67   183   274     7     7     5       1
the                      3     5     3     3    75   185   273     0     0    -8    3511
the                      3     5     3     3    77   185   135     2     2    -2    3511
Daily                    4     1     5     5     1   186   149     1     1     0       8
Daily                    4     1     5     5     5   186    63     5     5    -4       8
Mail                     4     1     4     4     9   187   103     3     3    -4       5
over                     4     1     4     4    16   189   188     1     1    -7      76
my                       4     1     2     2    22   190   114     2     2    -6      91
patch                    4     1     5     5    27   191   149     4     4    -5       1
country,                 4     1     8     7    38   194   200     2     2   -11      32
country,                 4     1     8     7    41   194   109     5     5    -3      32
mother...                4     1     9     6    50   196   254     2     2    -9      11
everyone                 4     1     8     8    63   197   315     5     5   -13       7
you                      4     1     3     3    68   198   118     1     1    -5     179
can                      4     1     3     3    74   199    58     3     3    -6     123
think                    4     1     5     5    79   200   175     4     4    -5      52
think                    4     1     5     5    80   200    84     5     5    -1      52
to                       4     2     2     2    11   203   221     0     0   -99    1597
people                   4     2     6     6    20   205   195     2     2    -9      90
to                       4     2     2     2    25   206   223     0     0    -5    1597
rubbish                  4     2     7     7    32   207   216     4     4    -7       5
me.                      4     2     3     2    37   208   330     1     1    -5      55
you                      4     2     3     3    45   210   190     1     1    -8     179
do                       4     2     2     2    49   211   186     1     1    -4      75
then                     4     2     4     4    55   212   131     4     4    -6      71
feel                     4     2     4     4    60   213   143     4     4    -5      23
like                     4     2     4     4    65   214   114     4     4    -5      99
cornered                 4     2     8     8    72   216   171     4     4    -7       1
animal...                4     3     9     6     9   217   268     9     9   -99       3
so                       4     3     2     2    19   220   156     0     0   -10     154
conscious                4     3     9     9    24   221   153     2     2    -5       2
conscious                4     3     9     9    30   221   223     8     8    -6       2
lot                      4     3     3     3    36   223   144     2     2    -6      15
of                       4     3     2     2    39   224   196     1     1    -3    1757
*Blink                   4   -99     2     2   -99   -99   188   -99   -99   -99     -99
that                     4     3     4     4    52   227   142     2     2   -99     871
horrible                 4     3     8     8    65   229   187     5     5   -13       1
my                       4     3     2     2    73   231   136     0     0    -8      91
well-known               4     4    10    10    19   235   197     0     0   -99     -99
well-known               4     4    10    10    25   235   195     6     6    -6     -99
well-known               4     4    10    10    28   235   181     9     9    -3     -99
mother;                  4     4     7     6    34   236   278     4     4    -6      11
mother;                  4     4     7     6    30   236   223     0     0     4      11
mother;                  4     4     7     6    34   236   120     4     4    -4      11
beastly                  4     4     7     7    43   238   196     0     0    -9       1
beastly                  4     4     7     7    48   238   293     5     5    -5       1
having                   4     4     6     6    55   239   404     4     4    -7      17
parent                   4     4     6     6    63   241   187     3     3    -8       2
the                      4     4     3     3    72   243   265     2     2    -9    3511
the                      4     4     3     3    73   243   238     3     3    -1    3511
public                   4     4     6     6    78   244    63     4     4    -5      27
observe                  4     5     7     7    18   247   215     6     6   -99       1
Joanna                   4     5     6     6    23   249   167     0     0    -5      18
that                     4     5     4     4    30   250   197     0     0    -7     871
it's                     4     5     4     4    35   251   180     0     0    -5     152
really                   4     5     6     6    40   252   192     0     0    -5      34
really                   4     5     6     6    44   252   227     4     4    -4      34
quite                    4     5     5     5    49   253   231     2     2    -5      48
vulgar,                  4     5     7     6    55   254   185     2     2    -6       1
vulgar,                  4     5     7     6    57   254   162     4     4    -2       1
being                    4     5     5     5    66   255   248     5     5    -9      54
famous,                  4     5     7     6    72   256   218     5     5    -6       9
*Off-screen              4   -99     7     6   -99   -99   383   -99   -99   -99     -99
concedes                 5     1     8     8     6   259   164     2     2     0       2
concedes                 5     1     8     8     7   259   104     3     3    -1       2
it                       5     1     2     2    20   261   186     2     2   -13     544
is.                      5     1     3     2    24   262    65     3     3    -4     717
says                     5     1     4     4    30   264   164     1     1    -6      47
