WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Our                    -99     0     0     0     0     1     0     0     0     0       0
best                     1     1     4     4     4     2   207     0     0     1      23
best                     1     1     4     4     8     2   171     4     4     2      23
scientists               1     1    10    10    14     3   229     5     5     3       6
used                     1     1     4     4    22     4   173     2     2     4      32
to                     -99     0     0     0     0     5     0     0     0     0       0
be                       1     1     2     2    30     6   160     2     2     5     423
confined                 1     1     8     8    34     7   209     3     3     6       1
to                     -99     0     0     0     0     8     0     0     0     0       0
university               1     1    10    10    46     9   256     3     3     7      18
university               1     1    10    10    53     9   174    10    10     8      18
research.                1     1     9     8    56    10   178     2     2     9      22
Now                      1     1     3     3    67    11   282     3     3    10     107
Britain                -99     0     0     0     0    12     0     0     0     0       0
is                     -99     0     0     0     0    13     0     0     0     0       0
profiting                1     2     9     9     7    14   186     7     7    11       1
from                   -99     0     0     0     0    15     0     0     0     0       0
their                    1     2     5     5    19    16   184     4     4    12     225
genius.                  1     2     7     6    24    17   281     3     3    13       4
Some                   -99     0     0     0     0    18     0     0     0     0       0
criticisms               1     2    10    10    40    19   209     2     2    14       1
of                     -99     0     0     0     0    20     0     0     0     0       0
Britain                  1     2     7     7    52    21   178     0     0    15      26
Britain                  1     2     7     7    59    21   146     7     7    16      26
come                     1     2     4     4    63    22   168     3     3    17      37
and                    -99     0     0     0     0    23     0     0     0     0       0
go,                      1     2     3     2    69    24    72     0     0    18      40
others                 -99     0     0     0     0    25     0     0     0     0       0
seem                   -99     0     0     0     0    26     0     0     0     0       0
impossible               1     3    10    10     6    27   229     1     1    19      11
to                     -99     0     0     0     0    28     0     0     0     0       0
shift.                   1     3     6     5    20    29   160     1     1    20       1
shift.                   1     3     6     5    23    29   206     4     4    21       1
For                    -99     0     0     0     0    30     0     0     0     0       0
nearly                   1     3     6     6    33    31   185     3     3    22       6
a                      -99     0     0     0     0    32     0     0     0     0       0
century,                 1     3     8     7    41    33   214     2     2    23       4
this                   -99     0     0     0     0    34     0     0     0     0       0
country                  1     3     7     7    53    35   198     0     0    24      32
has                      1     3     3     3    64    36   167     3     3    25     239
lived                    1     3     5     5    69    37   104     4     4    26       6
with                   -99     0     0     0     0    38     0     0     0     0       0
a                      -99     0     0     0     0    39     0     0     0     0       0
sorry                    1     4     5     5     5    40   272     5     5    27       4
fact:                  -99     0     0     0     0    41     0     0     0     0       0
we                     -99     0     0     0     0    42     0     0     0     0       0
have                   -99     0     0     0     0    43     0     0     0     0       0
a                        1     4     1     1    20    44   179     0     0    28    1434
disproportionate         1     4    16    16    26    45   193     4     4    29       1
disproportionate         1     4    16    16    36    45   167    14    14    30       1
number                   1     4     6     6    45    46   162     6     6    31      18
of                     -99     0     0     0     0    47     0     0     0     0       0
the                    -99     0     0     0     0    48     0     0     0     0       0
world's                  1     4     7     7    53    49   200     0     0    32       2
most                     1     4     4     4    61    50   153     0     0    33      93
inventive                1     4     9     9    68    51   159     2     2    34       2
scientific               1     5    10    10     8    52   217     8     8    35      14
minds,                   1     5     6     5    17    53   163     6     6    36       8
but                    -99     0     0     0     0    54     0     0     0     0       0
are                    -99     0     0     0     0    55     0     0     0     0       0
truly                    1     5     5     5    28    56   252     2     2    37       4
terrible                 1     5     8     8    35    57   187     3     3    38       6
at                     -99     0     0     0     0    58     0     0     0     0       0
exploiting               1     5    10    10    48    59   204     4     4    39       1
exploiting               1     5    10    10    53    59   163     9     9    40       1
them.                  -99     0     0     0     0    60     0     0     0     0       0
But                    -99     0     0     0     0    61     0     0     0     0       0
all                    -99     0     0     0     0    62     0     0     0     0       0
that                     1     5     4     4    75    63   212     2     2    41     871
is                       1     5     2     2    79    64    61     1     1    42     717
becoming                 2     1     8     8     4    65   210     4     4    43       5
a                      -99     0     0     0     0    66     0     0     0     0       0
thing                    2     1     5     5    14    67   178     3     3    44      24
of                     -99     0     0     0     0    68     0     0     0     0       0
the                      2     1     3     3    22    69   156     2     2    45    3511
past.                    2     1     5     4    28    70   104     4     4    46      27
The                    -99     0     0     0     0    71     0     0     0     0       0
market                   2     1     6     6    35    72   204     1     1    47      19
bubble                   2     1     6     6    41    73   188     0     0    48       4
of                     -99     0     0     0     0    74     0     0     0     0       0
1999-2000                2     1     9     9    51    75   199     0     0    49     -99
1999-2000                2     1     9     9    56    75   202     5     5    50     -99
showed                   2     1     6     6    61    76   193     0     0    51       2
showed                   2     1     6     6    67    76   208     6     6    52       2
that                   -99     0     0     0     0    77     0     0     0     0       0
science,                 2     2     8     7     7    78   139     7     7    53      19
in                     -99     0     0     0     0    79     0     0     0     0       0
all                    -99     0     0     0     0    80     0     0     0     0       0
its                      2     2     3     3    19    81   211     3     3    54     152
forms,                   2     2     6     5    24    82   156     4     4    55       4
has                    -99     0     0     0     0    83     0     0     0     0       0
a                      -99     0     0     0     0    84     0     0     0     0       0
huge                     2     2     4     4    36    85   188     3     3    56      14
capacity                 2     2     8     8    44    86   165     6     6    57       5
to                     -99     0     0     0     0    87     0     0     0     0       0
excite.                  2     2     7     6    53    88   148     3     3    58       1
Small,                   2     2     6     5    60    89   288     2     2    59      14
Small,                   2     2     6     5    60    89   149     2     2    61      14
university-              2     2    11    11    67    90   312     2     2    60      18
originated               2     3    10    10     7    91   236     7     7    62       1
companies                2     3     9     9    19    92   170     8     8    63      12
such                   -99     0     0     0     0    93     0     0     0     0       0
as                       2     3     2     2    28    94   157     2     2    64     422
Osmetech,                2     3     9     8    33    95   294     4     4    65       1
which                  -99     0     0     0     0    96     0     0     0     0       0
makes                    2     3     5     5    46    97   195     1     1    66      14
a                      -99     0     0     0     0    98     0     0     0     0       0
hi-tech                  2     3     7     7    54    99   223     1     1    67     -99
'nose',                  2     3     7     4    61   100   119     0    -1    68       2
'nose',                  2     3     7     4    64   100   254     3     2    69       2
De                       2     3     2     2    71   101   174     2     2    70      10
De                       2     3     2     2    69   101   105     0     0    71      10
Novo                     2     3     4     4    72   102   172     0     0    72       1
Pharmaceuticals,         2     4    16    15     8   103   221     8     8    73       1
which                  -99     0     0     0     0   104     0     0     0     0       0
makes                    2     4     5     5    23   105   186     0     0    74      14
gene-based               2     4    10    10    32   106   183     3     3    75     -99
gene-based               2     4    10    10    38   106    58     9     9    76     -99
medicine,                2     4     9     8    44   107   216     4     4    77       4
and                    -99     0     0     0     0   108     0     0     0     0       0
the                      2     4     3     3    55   109    80     1     1    79    3511
nano-                    2     4     5     5    60   110   314     2     2    78     -99
technology               2     4    10    10    66   111   137     2     2    80      14
researcher               2     5    10    10     8   112   195     8     8    81       1
Oxonica                -99     0     0     0     0   113     0     0     0     0       0
are                    -99     0     0     0     0   114     0     0     0     0       0
just                   -99     0     0     0     0   115     0     0     0     0       0
three                  -99     0     0     0     0   116     0     0     0     0       0
that                     2     5     4     4    34   117   163     0     0    83     871
have                     2     5     4     4    41   118   115     2     2    84     361
sprung                 -99     0     0     0     0   119     0     0     0     0       0
up                       2     5     2     2    51   120   158     0     0    85     135
and                    -99     0     0     0     0   121     0     0     0     0       0
become                   2     5     6     6    58   122   195     0     0    86      22
the                    -99     0     0     0     0   123     0     0     0     0       0
target                   2     5     6     6    69   124   165     0     0    87       7
target                   2     5     6     6    72   124   215     3     3    88       7
of                     -99     0     0     0     0   125     0     0     0     0       0
massive                  3     1     7     7     4   126   191     4     4    89       3
investment.              3     1    11    10    14   127   222     6     6    90       5
A                      -99     0     0     0     0   128     0     0     0     0       0
wave                     3     1     4     4    22   129    87     0     0    91       5
of                       3     1     2     2    28   130   211     1     1    92    1757
enthusiasm               3     1    10    10    33   131   178     3     3    93       5
is                       3     1     2     2    43   132   179     2     2    94     717
washing                  3     1     7     7    51   133   175     7     7    95       3
over                   -99     0     0     0     0   134     0     0     0     0       0
the                      3     1     3     3    60   135   206     3     3    96    3511
UK's                     3     1     4     4    65   136   252     4     4    97     -99
academic               -99     0     0     0     0   137     0     0     0     0       0
scientific               3     2    10    10     8   138   209     8     8    98      14
community                3     2     9     9    18   139   132     7     7    99      10
as                     -99     0     0     0     0   140     0     0     0     0       0
the                      3     2     3     3    24   141   188     0     0   100    3511
belief                   3     2     6     6    30   142   193     2     2   101       5
grows                    3     2     5     5    40   143   184     5     5   102       1
that                   -99     0     0     0     0   144     0     0     0     0       0
its                    -99     0     0     0     0   145     0     0     0     0       0
work                     3     2     4     4    50   146   186     0     0   103      32
may,                     3     2     4     3    57   147   341     2     2   104      67
finally,                 3     2     8     7    66   148   189     6     6   105       9
see                      3     2     3     3    70   149   160     1     1   106      41
the                    -99     0     0     0     0   150     0     0     0     0       0
commercial               3     3    10    10     9   151   177     9     9   107       9
light                  -99     0     0     0     0   152     0     0     0     0       0
of                       3     3     2     2    19   153   175     2     2   108    1757
day.                   -99     0     0     0     0   154     0     0     0     0       0
A                      -99     0     0     0     0   155     0     0     0     0       0
lot                      3     3     3     3    34   156   184     3     3   109      15
of                     -99     0     0     0     0   157     0     0     0     0       0
the                    -99     0     0     0     0   158     0     0     0     0       0
problem                  3     3     7     7    45   159   189     3     3   110      24
has                    -99     0     0     0     0   160     0     0     0     0       0
been                     3     3     4     4    57   161   187     3     3   111     178
structural.              3     3    11    10    62   162   118     3     3   112       2
structural.              3     3    11    10    70   162   157    11    11   113       2
The                    -99     0     0     0     0   163     0     0     0     0       0
scientific               3     4    10    10     8   164   226     8     8   114      14
brains                 -99     0     0     0     0   165     0     0     0     0       0
have                     3     4     4     4    20   166   171     2     2   115     361
traditionally            3     4    13    13    27   167   262     4     4   116       3
been                     3     4     4     4    41   168   122     4     4   117     178
locked                 -99     0     0     0     0   169     0     0     0     0       0
away                   -99     0     0     0     0   170     0     0     0     0       0
in                       3     4     2     2    55   171   139     1     1   118    1091
academic                 3     4     8     8    61   172   210     4     4   119       6
institutions.            3     4    13    12    69   173   233     3     3   120       9
Within                 -99     0     0     0     0   174     0     0     0     0       0
Britain's                3     5     9     9    10   175   197     3     3   121     -99
top                    -99     0     0     0     0   176     0     0     0     0       0
universities,            3     5    13    12    22   177   178     1     1   122       9
universities,            3     5    13    12    28   177   169     7     7   123       9
extraordinary            3     5    13    13    41   178   219     6     6   124       5
advances                 3     5     8     8    53   179   204     4     4   125       5
in                     -99     0     0     0     0   180     0     0     0     0       0
medical                  3     5     7     7    63   181   252     2     2   126      10
science,                 3     5     8     7    71   182   250     2     2   127      19
engineering              4     1    11    11     3   183   199     3     3   128       3
engineering              4     1    11    11    11   183   147    11    11   129       3
and                    -99     0     0     0     0   184     0     0     0     0       0
computing                4     1     9     9    19   185   171     3     3   130       2
computing                4     1     9     9    24   185   186     8     8   131       2
have                   -99     0     0     0     0   186     0     0     0     0       0
been                     4     1     4     4    33   187   161     2     2   132     178
made,                    4     1     5     4    39   188    98     3     3   133      40
but                    -99     0     0     0     0   189     0     0     0     0       0
found                    4     1     5     5    48   190   237     2     2   134      29
nowhere                  4     1     7     7    53   191   172     1     1   135       6
to                     -99     0     0     0     0   192     0     0     0     0       0
go.                      4     1     3     2    64   193   184     1     1   136      40
go.                      4     1     3     2    63   193   174     0     0   137      40
In                       4     1     2     2    69   194   271     2     2   138    1091
recent                 -99     0     0     0     0   195     0     0     0     0       0
years,                 -99     0     0     0     0   196     0     0     0     0       0
the                      4     2     3     3     8   197   187     1     1   139    3511
issue                  -99     0     0     0     0   198     0     0     0     0       0
has                      4     2     3     3    17   199   138     0     0   140     239
been                   -99     0     0     0     0   200     0     0     0     0       0
particularly             4     2    12    12    28   201    66     2     2   142       8
acute                    4     2     5     5    39   202   205     0     0   143       2
in                     -99     0     0     0     0   203     0     0     0     0       0
biotechnology,           4     2    14    13    50   204   252     2     2   144       4
biotechnology,           4     2    14    13    55   204   155     7     7   145       4
where                    4     2     5     5    66   205   201     3     3   146      58
the                      4     2     3     3    72   206   198     3     3   147    3511
pace                   -99     0     0     0     0   207     0     0     0     0       0
of                     -99     0     0     0     0   208     0     0     0     0       0
progress                 4     3     8     8     8   209   268     8     8   148       8
in                     -99     0     0     0     0   210     0     0     0     0       0
gene                     4     3     4     4    16   211   176     4     4   149       2
and                    -99     0     0     0     0   212     0     0     0     0       0
protein                  4     3     7     7    26   213   232     5     5   150       1
discovery,               4     3    10     9    33   214   164     4     4   151       6
and                    -99     0     0     0     0   215     0     0     0     0       0
its                      4     3     3     3    47   216   185     3     3   152     152
application              4     3    11    11    53   217   182     5     5   153       2
to                     -99     0     0     0     0   218     0     0     0     0       0
medicine,                4     3     9     8    64   219   287     1     1   154       4
medicine,                4     3     9     8    72   219   189     9     9   155       4
has                    -99     0     0     0     0   220     0     0     0     0       0
outstripped              4     4    11    11    11   221   203    11    11   156       2
all                    -99     0     0     0     0   222     0     0     0     0       0
expectations.            4     4    13    12    22   223   271     6     6   157       2
But                    -99     0     0     0     0   224     0     0     0     0       0
now,                     4     4     4     3    41   225   218     3     3   158     107
spurred                  4     4     7     7    48   226   330     5     5   159       2
partly                   4     4     6     6    54   227   121     3     3   160       7
by                     -99     0     0     0     0   228     0     0     0     0       0
the                      4     4     3     3    64   229   218     3     3   161    3511
stock-market             4     4    12    12    70   230   219     5     5   162     -99
success                -99     0     0     0     0   231     0     0     0     0       0
