WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
Tony                     1     1     4     4     3     1   131     3     3     0      11
Blair                    1     1     5     5    10     2   183     5     5    -7      34
engaged                  1     1     7     7    15     4   153     1     1    -5       4
in                       1     1     2     2    22     5   177     0     0    -7    1091
politics                 1     1     8     8    31     7   231     2     2    -9      19
politics                 1     1     8     8    33     7   115     4     4    -2      19
politics                 1     1     8     8    37     7   196     8     8    -4      19
fox-hunting.             1     1    12    11    47     9   223     6     6   -10     -99
fox-hunting.             1     1    12    11    43     9   243     2     2     4     -99
fox-hunting.             1     1    12    11    51     9   342    10    10    -8     -99
timing                   1     1     6     6    60    11   432     2     2    -9       3
this,                    1     1     5     4    69    13   131     1     1    -9     293
this,                    1     1     5     4    72    13   173     4     4    -3     293
initiative,              1     2    11    10    10    16   299     4     4   -99       3
have                     1     2     4     4    28    19   227     1     1   -18     361
been                     1     2     4     4    34    20   232     2     2    -6     178
influenced               1     2    10    10    37    21   121     0     0    -3       1
seems                    1     2     5     5    19    17   135     1     1    18      30
*Blink                   1   -99     5     5   -99   -99    70   -99   -99   -99     -99
have                     1     2     4     4    27    19    92     0     0   -99     361
have                     1     2     4     4    31    19   182     4     4    -4     361
influenced               1     2    10    10    39    21   127     2     2    -8       1
influenced               1     2    10    10    45    21   204     8     8    -6       1
need                     1     2     4     4    56    24   231     1     1   -11      36
need                     1     2     4     4    58    24    99     3     3    -2      36
to                       1     2     2     2    62    25   206     2     2    -4    1597
get                      1     2     3     3    66    26   125     3     3    -4      48
Stephen                  1     2     7     7    70    27   248     3     3    -4       5
Byers                    1     2     5     5    76    28   192     1     1    -6       2
his                      1     3     3     3     8    30   159     0     0   -99     161
by                       1     3     2     2    18    32   130     0     0   -10     252
in                       1     3     2     2    29    34   154     1     1   -11    1091
trial                    1     3     5     5    16    31   169     4     4    13       5
ordeal                   1     3     6     6    27    33   105     6     6   -11       1
ordeal                   1     3     6     6    27    33   123     6     6     0       1
ordeal                   1     3     6     6    23    33   154     2     2     4       1
House                    1     3     5     5    38    36   377     3     3   -15      26
of                       1     3     2     2    43    37    51     2     2    -5    1757
Commons                  1     3     7     7    51    38   210     7     7    -8      10
Tuesday.                 1     3     8     7    60    40   289     5     5    -9       2
Tuesday.                 1     3     8     7    56    40   168     1     1     4       2
only                     1     3     4     4    71    42   194     3     3   -15      97
did                      1     3     3     3    75    43   160     2     2    -4      43
it                       1     3     2     2    78    44    88     1     1    -3     544
reward                   1     4     6     6     6    45    51     6     6   -99       2
semantics                1     5     9     9    27    63    80     1     1   -99       1
backbenchers             1     4    12    12    25    47   200    11    11   -99       3
backbenchers             1     4    12    12    20    47   234     6     6     5       3
show                     1     4     4     4    37    50   196     0     0   -17      15
their                    1     4     5     5    32    49   180     1     1     5     225
of                       1     4     2     2    43    51   202     1     1   -11    1757
loyalty,                 1     4     8     7    51    52   105     6     6    -8       3
presenting               1     5    10    10    48    67    59     0     0   -99       1
it                       1     4     2     2    59    54   203     1     1   -99     544
helped                   1     4     6     6    66    55   213     5     5    -7       8
move                     1     4     4     4    72    56   175     4     4    -6      10
*Off-screen              1   -99     4     4   -99   -99   120   -99   -99   -99     -99
media                    1     5     5     5     4    58   192     4     4   -99      12
caravan                  1     5     7     7    12    59   100     6     6    -8       3
the                      1     5     3     3    22    62    65     0     0   -10    3511
the                      1     5     3     3    22    62    88     0     0     0    3511
from                     1     5     4     4    21    61   205     4     4     1     248
semantics                1     5     9     9    34    63   187     8     8   -13       1
semantics                1     5     9     9    31    63   172     5     5     3       1
by                       1     5     2     2    46    66   216     1     1   -15     252
lying                    1     5     5     5    44    65   156     5     5     2       2
lying                    1     5     5     5    39    65   210     0     0     5       2
semantics                1     5     9     9    34    63   266     8     8     5       1
by                       1     5     2     2    46    66   177     1     1   -12     252
lying                    1     5     5     5    41    65   104     2     2     5       2
lying                    1     5     5     5    39    65   222     0     0     2       2
presenting               1     5    10    10    52    67   218     4     4   -13       1
by                       1     5     2     2    47    66   107     2     2     5     252
presenting               1     5    10    10    50    67    99     2     2    -3       1
presenting               1     5    10    10    54    67    67     6     6    -4       1
with                     1     5     4     4    64    69   193     0     0   -10     393
them                     1     5     4     4    63    68   260     4     4     1      80
new                      1     5     3     3    73    71   292     2     2   -10      93
or,                      1     5     3     2    79    73   383     2     2    -6     194
rather,                  2     1     7     6     1    74   155     1     1     0      42
rather,                  2     1     7     6     6    74   203     6     6    -5      42
renewed                  2     1     7     7    14    75   350     6     6    -8       2
controversy.             2     1    12    11    27    77   188     9     9   -13       3
controversy.             2     1    12    11    24    77    76     6     6     3       3
abolitionist             2     5    12    12    28   126    51     4     4   -99       1
controversy.             2     1    12    11    27    77    70     9     9   -99       3
controversy.             2     1    12    11    30    77   154    12    12    -3       3
However,                 2     1     8     7    41    78   305     6     6   -11      38
Labour                   2     1     6     6    46    79    91     2     2    -5      24
*Blink                   2   -99     6     6   -99   -99    78   -99   -99   -99     -99
However,                 2     1     8     7    40    78   364     5     5   -99      38
