WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Tony                     1     1     4     4     1     1   174     1     1     1      11
Blair                    1     1     5     5     6     2   127     1     1     2      34
is                     -99     0     0     0     0     3     0     0     0     0       0
engaged                  1     1     7     7    18     4   189     4     4     3       4
in                     -99     0     0     0     0     5     0     0     0     0       0
low                    -99     0     0     0     0     6     0     0     0     0       0
politics                 1     1     8     8    33     7   234     4     4     4      19
on                     -99     0     0     0     0     8     0     0     0     0       0
fox-hunting.             1     1    12    11    44     9   251     3     3     5     -99
fox-hunting.             1     1    12    11    50     9   109     9     9     6     -99
The                    -99     0     0     0     0    10     0     0     0     0       0
timing                   1     1     6     6    59    11   311     1     1     7       3
of                     -99     0     0     0     0    12     0     0     0     0       0
this,                    1     1     5     4    69    13   199     1     1     8     293
his                    -99     0     0     0     0    14     0     0     0     0       0
third                    1     2     5     5     5    15   189     5     5    10       7
initiative,            -99     0     0     0     0    16     0     0     0     0       0
seems                    1     2     5     5    21    17   134     3     3    11      30
to                     -99     0     0     0     0    18     0     0     0     0       0
have                   -99     0     0     0     0    19     0     0     0     0       0
been                   -99     0     0     0     0    20     0     0     0     0       0
influenced               1     2    10    10    40    21   243     3     3    13       1
influenced               1     2    10    10    41    21    61     4     4    14       1
by                     -99     0     0     0     0    22     0     0     0     0       0
the                    -99     0     0     0     0    23     0     0     0     0       0
need                     1     2     4     4    55    24   252     0     0    15      36
to                     -99     0     0     0     0    25     0     0     0     0       0
get                      1     2     3     3    65    26   309     2     2    16      48
Stephen                  1     2     7     7    74    27   186     7     7    17       5
Byers                  -99     0     0     0     0    28     0     0     0     0       0
through                  1     3     7     7     6    29   238     6     6    19      40
his                    -99     0     0     0     0    30     0     0     0     0       0
trial                  -99     0     0     0     0    31     0     0     0     0       0
by                     -99     0     0     0     0    32     0     0     0     0       0
ordeal                   1     3     6     6    22    33   223     1     1    20       1
in                     -99     0     0     0     0    34     0     0     0     0       0
the                    -99     0     0     0     0    35     0     0     0     0       0
House                    1     3     5     5    35    36   243     0     0    21      26
of                     -99     0     0     0     0    37     0     0     0     0       0
Commons                  1     3     7     7    47    38   175     3     3    22      10
on                     -99     0     0     0     0    39     0     0     0     0       0
Tuesday.                 1     3     8     7    56    40   174     1     1    23       2
Not                      1     3     3     3    66    41   202     2     2    24     277
only                   -99     0     0     0     0    42     0     0     0     0       0
did                      1     3     3     3    73    43   131     0     0    25      43
it                     -99     0     0     0     0    44     0     0     0     0       0
reward                   1     4     6     6     5    45   164     5     5    27       2
Labour                 -99     0     0     0     0    46     0     0     0     0       0
backbenchers             1     4    12    12    21    47   303     7     7    28       3
for                    -99     0     0     0     0    48     0     0     0     0       0
their                    1     4     5     5    34    49   251     3     3    29     225
show                   -99     0     0     0     0    50     0     0     0     0       0
of                     -99     0     0     0     0    51     0     0     0     0       0
loyalty,                 1     4     8     7    49    52   240     4     4    30       3
but                    -99     0     0     0     0    53     0     0     0     0       0
it                       1     4     2     2    60    54   197     2     2    31     544
helped                   1     4     6     6    67    55   159     6     6    32       8
move                     1     4     4     4    72    56   122     4     4    33      10
the                    -99     0     0     0     0    57     0     0     0     0       0
media                  -99     0     0     0     0    58     0     0     0     0       0
caravan                  1     5     7     7     7    59   259     1     1    34       3
on                     -99     0     0     0     0    60     0     0     0     0       0
from                   -99     0     0     0     0    61     0     0     0     0       0
the                    -99     0     0     0     0    62     0     0     0     0       0
semantics                1     5     9     9    29    63   354     3     3    35       1
of                     -99     0     0     0     0    64     0     0     0     0       0
lying                    1     5     5     5    42    65   332     3     3    36       2
by                     -99     0     0     0     0    66     0     0     0     0       0
presenting               1     5    10    10    52    67   232     4     4    37       1
them                   -99     0     0     0     0    68     0     0     0     0       0
with                     1     5     4     4    65    69   225     1     1    38     393
a                      -99     0     0     0     0    70     0     0     0     0       0
new                      1     5     3     3    73    71   200     2     2    39      93
-                      -99     0     0     0     0    72     0     0     0     0       0
or,                      1     5     3     2    79    73   225     2     2    40     194
rather,                  2     1     7     6     1    74   315     1     1    41      42
renewed                  2     1     7     7    11    75   163     3     3    42       2
-                      -99     0     0     0     0    76     0     0     0     0       0
controversy.             2     1    12    11    24    77   273     6     6    43       3
However,                 2     1     8     7    43    78   155     8     8    44      38
However,                 2     1     8     7    38    78   182     3     3    45      38
Labour                   2     1     6     6    49    79   148     5     5    46      24
backbenchers             2     1    12    12    54    80   204     3     3    47       3
are                    -99     0     0     0     0    81     0     0     0     0       0
not                      2     1     3     3    68    82   191     0     0    48     277
so                     -99     0     0     0     0    83     0     0     0     0       0
stupid                 -99     0     0     0     0    84     0     0     0     0       0
that                   -99     0     0     0     0    85     0     0     0     0       0
they                     2     2     4     4    13    86   204     1     1    50     258
can                    -99     0     0     0     0    87     0     0     0     0       0
be                     -99     0     0     0     0    88     0     0     0     0       0
bought                   2     2     6     6    28    89    64     4     4    51       7
off                    -99     0     0     0     0    90     0     0     0     0       0
with                   -99     0     0     0     0    91     0     0     0     0       0
yet                      2     2     3     3    40    92   219     0     0    53      49
another                  2     2     7     7    49    93   137     5     5    54      33
meaningless              2     2    11    11    56    94   206     4     4    55       1
vote                   -99     0     0     0     0    95     0     0     0     0       0
that                     2     2     4     4    72    96   224     3     3    56     871
allows                 -99     0     0     0     0    97     0     0     0     0       0
them                   -99     0     0     0     0    98     0     0     0     0       0
to                     -99     0     0     0     0    99     0     0     0     0       0
express                  2     3     7     7    12   100   165     4     4    57       3
their                  -99     0     0     0     0   101     0     0     0     0       0
opinions                 2     3     8     8    26   102   199     4     4    58       3
and                    -99     0     0     0     0   103     0     0     0     0       0
is                     -99     0     0     0     0   104     0     0     0     0       0
then                     2     3     4     4    41   105   255     3     3    59      71
forgotten.             -99     0     0     0     0   106     0     0     0     0       0
Equally,                 2     3     8     7    57   107   313     3     3    60       5
public                   2     3     6     6    67   108   257     4     4    61      27
opinion,                 2     3     8     7    74   109    85     4     4    62       5
which                    2     4     5     5     1   110    86     1     1    64     152
on                     -99     0     0     0     0   111     0     0     0     0       0
this                   -99     0     0     0     0   112     0     0     0     0       0
issue                    2     4     5     5    14   113   250     0     0    65      28
is                     -99     0     0     0     0   114     0     0     0     0       0
wrong                    2     4     5     5    26   115   208     3     3    66      16
but                    -99     0     0     0     0   116     0     0     0     0       0
unmistakable,            2     4    13    12    35   117   284     2     2    67       1
would                  -99     0     0     0     0   118     0     0     0     0       0
not                      2     4     3     3    53   119   317     0     0    68     277
easily                 -99     0     0     0     0   120     0     0     0     0       0
understand               2     4    10    10    66   121   192     2     2    69      10
another                  2     5     7     7     7   122   216     7     7    70      33
marching               -99     0     0     0     0   123     0     0     0     0       0
of                     -99     0     0     0     0   124     0     0     0     0       0
the                    -99     0     0     0     0   125     0     0     0     0       0
abolitionist             2     5    12    12    29   126   271     5     5    71       1
troops                   2     5     6     6    41   127   354     4     4    72       2
up                     -99     0     0     0     0   128     0     0     0     0       0
the                    -99     0     0     0     0   129     0     0     0     0       0
hill                     2     5     4     4    53   130   177     2     2    73       1
only                   -99     0     0     0     0   131     0     0     0     0       0
for                      2     5     3     3    62   132   428     1     1    74     519
them                   -99     0     0     0     0   133     0     0     0     0       0
to                     -99     0     0     0     0   134     0     0     0     0       0
be                       2     5     2     2    73   135   349     0     0    75     423
marched                  3     1     7     7     2   136   333     2     2    76       1
down                   -99     0     0     0     0   137     0     0     0     0       0
again.                   3     1     6     5    16   138   203     3     3    77      28
Most                   -99     0     0     0     0   139     0     0     0     0       0
people                   3     1     6     6    28   140   224     3     3    78      90
people                   3     1     6     6    25   140   115     0     0    79      90
think                  -99     0     0     0     0   141     0     0     0     0       0
that                     3     1     4     4    38   142   201     0     0    80     871
hunting                  3     1     7     7    47   143   165     4     4    81       5
with                   -99     0     0     0     0   144     0     0     0     0       0
dogs                     3     1     4     4    56   145   112     0     0    82      12
is                       3     1     2     2    61   146   163     0     0    83     717
cruel,                   3     1     6     5    67   147   163     3     3    84       4
that                   -99     0     0     0     0   148     0     0     0     0       0
it                       3     1     2     2    76   149    81     0     0    85     544
should                   3     2     6     6     1   150   148     1     1    86      88
be                     -99     0     0     0     0   151     0     0     0     0       0
banned                 -99     0     0     0     0   152     0     0     0     0       0
and                      3     2     3     3    17   153   159     0     0    87    1283
that                   -99     0     0     0     0   154     0     0     0     0       0
the                    -99     0     0     0     0   155     0     0     0     0       0
Government               3     2    10    10    30   156   214     0     0    88      55
should                   3     2     6     6    45   157   206     4     4    89      88
get                    -99     0     0     0     0   158     0     0     0     0       0
on                     -99     0     0     0     0   159     0     0     0     0       0
with                     3     2     4     4    55   160   214     0     0    90     393
it.                    -99     0     0     0     0   161     0     0     0     0       0
The                    -99     0     0     0     0   162     0     0     0     0       0
real                     3     2     4     4    74   163   280     2     2    91      37
low                    -99     0     0     0     0   164     0     0     0     0       0
politics                 3     3     8     8     1   165   150     1     1    93      19
of                     -99     0     0     0     0   166     0     0     0     0       0
Mr                     -99     0     0     0     0   167     0     0     0     0       0
Blair's                  3     3     7     7    15   168   236     0     0    94     -99
return                   3     3     6     6    27   169   219     4     4    95      10
to                     -99     0     0     0     0   170     0     0     0     0       0
this                   -99     0     0     0     0   171     0     0     0     0       0
subject,                 3     3     8     7    40   172   231     2     2    96       6
therefore,               3     3    10     9    52   173   233     5     5    97       4
is                     -99     0     0     0     0   174     0     0     0     0       0
that                     3     3     4     4    65   175   182     4     4    98     871
of                     -99     0     0     0     0   176     0     0     0     0       0
reaching                 3     3     8     8    72   177    74     3     3    99       1
a                      -99     0     0     0     0   178     0     0     0     0       0
compromise               3     4    10    10     1   179    95     1     1   100       6
with                   -99     0     0     0     0   180     0     0     0     0       0
