WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
After                    1     1     5     5     4     1   216     4     4     0      62
England's                1     1     9     9    11     2   127     5     5    -7     -99
overwhelming             1     1    12    12    21     3   224     5     5   -10       2
the                      1     1     3     3    39     6   192     0     0   -18    3511
Ireland                  1     1     7     7    52     8   179     1     1   -13      12
how                      1     1     3     3    63    10   249     2     2   -11      59
ago                      1     1     3     3    72    12   219     2     2    -9      29
now                      1     1     3     3    78    14   118     1     1    -6     107
seems                    1     2     5     5     4    15   205     4     4   -99      30
much                     1     2     4     4    49    23   316     2     2   -45      97
broadsheets              1     2    11    11    39    21   199     7     7    10       1
press,                   1     2     6     5    22    19   313     3     3    17      14
sober                    1     2     5     5    31    20   226     5     5    -9       1
as                       1     2     2     2    46    22   182     2     2   -15     422
xenophobic               1     2    10    10    59    25    92     4     4   -13       2
xenophobic               1     2    10    10    58    25    57     3     3     1       2
tabloids,                1     2     9     8    71    26    78     5     5   -13       1
Welsh                    1     3     5     5    13    29   173     1     1   -99       3
supporters               1     3    10    10    25    30   204     7     7   -12       2
1970s                    1     3     5     5    39    33   217     3     3   -14       5
of                       1     3     2     2    50    36   191     0     0   -11    1757
realism                  1     3     7     7    60    37   224     7     7   -10       2
conceit;                 1     3     8     7    72    40   183     1     1   -12       1
conceit;                 1     3     8     7    77    40   154     6     6    -5       1
which                    1     4     5     5     4    41   154     4     4   -99     152
something.               1     4    10     9    20    44   283     4     4   -16      29
did                      1     4     3     3    35    46   204     2     2   -15      43
undervalue               1     4    10    10    47    48   245     6     6   -12       1
victory                  1     4     7     7    58    50   212     2     2   -11       4
an                       1     4     2     2    69    52   242     0     0   -11     195
Ireland                  1     4     7     7    75    53   132     3     3    -6      12
side                     1     5     4     4     4    54   192     4     4   -99      12
they                     1     5     4     4    17    57   255     4     4   -13     258
against                  1     5     7     7    29    59   201     4     4   -12      36
Scotland                 1     5     8     8    39    60   177     6     6   -10       1
Saturday,                1     5     9     8    48    62   243     3     3    -9       2
pile                     1     5     4     4    62    64   262     3     3   -14       1
points                   1     5     6     6    70    66   221     3     3    -8       5
even                     1     5     4     4    78    67   513     4     4    -8      84
they                     2     1     4     4     7    69   219     0     0     0     258
losing                   2     1     6     6    19    72   202     0     0   -12       4
pieces.                  2     1     7     6    35    75   314     1     1   -16       5
did                      2     1     3     3    51    78   179     2     2   -16      43
the                      2     1     3     3    29    73   367     3     3    22    3511
do,                      2     1     3     2    54    79   229     1     1   -25      75
several                  2     1     7     7    64    80   276     7     7   -10      14
was                      2     1     3     3    73    82   224     1     1    -9     383
warn                     2     1     4     4    79    83   143     3     3    -6       5
against                  2     2     7     7     4    84   107     4     4   -99      36
team                     2     2     4     4    18    87   246     1     1   -14      12
Paris                    2     2     5     5    29    89   280     4     4   -11       5
already                  2     2     7     7    43    92   113     4     4   -14      24
*Blink                   2   -99     7     7   -99   -99    99   -99   -99   -99     -99
South                    2     2     5     5    54    94   243     0     0   -99      11
Africa                   2     2     6     6    61    95   150     1     1    -7       6
New                      2     2     3     3    71    97   146     0     0   -10      93
Zealand                  2     3     7     7     6    98   195     6     6   -99       5
Christmas.               2     3    10     9    16   100   170     1     1   -10       3
several                  2     3     7     7    38   102   244     2     2   -22      14
the                      2     3     3     3    50   104   305     3     3   -12    3511
backs                    2     3     5     5    58   106   169     1     1    -8       2
True,                    2     3     5     4    31   101   231     1     1    27      13
of                       2     3     2     2    44   103   106     0     0   -13    1757
backs                    2     3     5     5    60   106   205     3     3   -16       2
had                      2     3     3     3    68   108   257     1     1    -8     130
backs                    2     3     5     5    57   106   194     0     0    11       2
who                      2     3     3     3    63   107   203     0     0    -6     157
had                      2     3     3     3    69   108   244     2     2    -6     130
backs                    2     3     5     5    60   106   275     3     3     9       2
had                      2     3     3     3    70   108   241     3     3   -10     130
participated             2     4    12    12     5   109   213     5     5   -99       1
those                    2     4     5     5    18   111   167     2     2   -13      59
(every                   2     4     6     5    27   113   271     0    -1    -9      45
bit                      2     4     3     3    35   114   155     1     1    -8       9
significant              2     4    11    11    46   116   203     5     5   -11       9
England's                2     4     9     9    58   118   239     2     2   -12     -99
Twickenham)              2     4    11    10    69   120   196     0     0   -11       1
Twickenham)              2     4    11    10    74   120   210     5     5    -5       1
at                       2     4     2     2    68   119   125     2     2     6     269
unavailable              2     5    11    11     5   122   243     0     0   -99       1
French                   2     5     6     6    26   125   250     2     2   -21      22
to                       2     5     2     2    19   123   324     2     2     7    1597
Bernard                  2     5     7     7    43   127   243     5     5   -24       1
Laporte.                 2     5     8     7    50   128   204     4     4    -7       1
Bernard                  2     5     7     7    40   127   323     2     2    10       1
Laporte.                 2     5     8     7    50   128   205     4     4   -10       1
was                      2     5     3     3    62   131   185     0     0   -12     383
still                    2     5     5     5    71   132   209     5     5    -9      52
clear                    2     5     5     5    77   133   272     5     5    -6      15
was                      3     1     3     3     2   135   116     2     2     0     383
moving                   3     1     6     6     6   136   212     2     2    -4       5
towards                  3     1     7     7    16   137   205     5     5   -10      15
he                       3     1     2     2    28   140   280     0     0   -12     265
wanted,                  3     1     7     6    37   141   184     6     6    -9      14
the                      3     1     3     3    48   143   170     1     1   -11    3511
disappointing            3     1    13    13    57   144   203     6     6    -9       2
performances             3     1    12    12    71   145   166     6     6   -14       1
against                  3     2     7     7     4   146    76     4     4   -99      36
Wales.                   3     2     6     5    19   149   236     1     1   -15       1
Accordingly,             3     2    12    11    37   150   208     8     8   -18       2
myself                   3     2     6     6    50   153   193     1     1   -13      14
slightly                 3     2     8     8    64   154   201     8     8   -14       7
position                 3     2     8     8    76   157   172     4     4   -12       6
the                      3     3     3     3     5   159   120     2     2   -99    3511
politician               3     3    10    10    19   161   202     7     7   -14       7
William                  3     3     7     7    28   162   253     5     5    -9       2
Whitelaw,                3     3     9     8    34   163   299     3     3    -6       3
on                       3     3     2     2    51   165   225     1     1   -17     417
Prom                     3     3     4     4    61   167   197     4     4   -10       1
Brighton                 3     3     8     8    70   169   211     5     5    -9       1
Brighton                 3     3     8     8    65   169   220     0     0     5       1
to                       3     3     2     2    76   170   162     2     2   -11    1597
friend                   3     4     6     6     4   172   127     4     4   -99       6
myself.                  3     4     7     6    16   174   261     5     5   -12      14
Edward                   3     4     6     6    20   175   127     1     1    -4       4
and                      3     4     3     3    10   173   163     3     3    10    1283
friend                   3     4     6     6     6   172   226     6     6     4       6
myself.                  3     4     7     6    17   174    75     6     6   -11      14
myself.                  3     4     7     6    18   174   243     7     7    -1      14
myself.                  3     4     7     6    18   174   132     7     7     0      14
Edward                   3     4     6     6    21   175   182     2     2    -3       4
had                      3     4     3     3    33   177   168     1     1   -12     130
told                     3     4     4     4    45   179   186     4     4   -12      21
conference               3     4    10    10    56   182   209     1     1   -11       2
it                       3     4     2     2    71   184   159     0     0   -15     544
would                    3     4     5     5    77   185   149     3     3    -6     146
wrong                    3     5     5     5     5   187   244     2     2   -99      16
gloat                    3     5     5     5    15   189   285     3     3   -10       1
misfortunes              3     5    11    11    28   192   171     1     1   -13       1
misfortunes              3     5    11    11    34   192   232     7     7    -6       1
of                       3     5     2     2    40   193   145     1     1    -6    1757
the                      3     5     3     3    26   191   254     3     3    14    3511
the                      3     5     3     3    44   194   195     2     2   -18    3511
government               3     5    10    10    53   196   166     0     0    -9      55
the                      3     5     3     3    69   198   194     2     2   -16    3511
late                     3     5     4     4    73   199   204     2     2    -4      11
the                      3     5     3     3    70   198    76     3     3     3    3511
1970s.                   4     1     6     5     6   200   428     6     6     0       5
you,'                    4     1     5     3    21   204   233     2     2   -15     179
tell                     4     1     4     4    18   203    62     4     4     3      13
said,                    4     1     5     4    35   206   261     1     1   -17      53
gloating                 4     1     8     8    52   209   235     2     2   -17       1
hell.'                   4     1     6     4    65   211   305     1     1   -13       8
hell.'                   4     1     6     4    69   211    66     5     5    -4       8
one                      4     1     3     3    78   214   209     1     1    -9     176
thing                    4     2     5     5     5   215   158     5     5   -99      24
buoyed                   4     2     6     6    16   218   182     4     4   -11       1
confidence;              4     2    11    10    28   221   247     1     1   -12       7
another                  4     2     7     7    45   223   185     0     0   -17      33
believe                  4     2     7     7    60   225   231     4     4   -15      20
are                      4     2     3     3    70   227   169     2     2   -10     351
best                     4     2     4     4    77   229   100     1     1    -7      23
doubtful                 4     3     8     8    20   235   257     0     0   -99       2
whether                  4     3     7     7    34   236   204     5     5   -14      37
England                  4     3     7     7    46   238   163     5     5   -12      12
really                   4     3     6     6    57   240   210     0     0   -11      34
thought                  4     3     7     7    69   241   156     5     5   -12      24
that.                    4     3     5     4    76   242   146     4     4    -7     871
them                     4     4     4     4    31   249   162     2     2   -99      80
have                     4     4     4     4    19   247   311     2     2    12     361
one                      4     4     3     3    10   245   328     3     3     9     176
blamed                   4     4     6     6    25   248   274     3     3   -15       3
they                     4     4     4     4    39   251   193     2     2   -14     258
had.                     4     4     4     3    44   252   164     2     2    -5     130
were                     4     4     4     4    54   254   193     2     2   -10     106
certainly                4     4     9     9    63   255   113     6     6    -9      21
often                    4     4     5     5    76   258   196     1     1   -13      31
enough                   4     5     6     6     6   259   161     6     6   -99      32
fortnight.               4     5    10     9    22   263   183     1     1   -16       2
delusion                 4     5     8     8    45   266   195     0     0   -23       1
the                      4     5     3     3    54   267   191     0     0    -9    3511
newspapers               4     5    10    10    66   268   152     8     8   -12       4
*Off-screen              4   -99    10    10   -99   -99   186   -99   -99   -99     -99
primarily                5     1     9     9     9   270   179     9     9     0       1
primarily                5     1     9     9     4   270   218     4     4     5       1
responsible.             5     1    12    11    14   271   176     4     4   -10       7
fell                     5     1     4     4    28   273   222     0     0   -14       5
Zurich                   5     1     6     6    41   276   190     0     0   -13       4
Zurich                   5     1     6     6    45   276   106     4     4    -4       4
financial                5     1     9     9    52   277   213     4     4    -7      11
services                 5     1     8     8    65   278   170     7     7   -13      19
company's                5     1     9     9    73   279   139     6     6    -8     -99
computer                 5     2     8     8     5   280   161     5     5   -99      11
calculations             5     2    12    12    19   281   177    10    10   -14       1
the                      5     2     3     3    34   284   179     3     3   -15    3511
uncritical               5     2    10    10    45   285   175    10    10   -11       1
a                        5     2     1     1    60   288   184     0     0   -15    1434
nine-year-old            5     2    13    13    70   289   181     8     8   -10     -99
nine-year-old            5     2    13    13    74   289    71    12    12    -4     -99
presented                5     3     9     9     5   290    81     5     5   -99       1
PlayStation              5     3    11    11    21   293   164     4     4   -16       1
birthday.                5     3     9     8    36   296   205     0     0   -15       2
his                      5     3     3     3    33   295   108     1     1     3     161
months                   5     3     6     6    57   299   212     1     1   -24      14
I                        5     3     1     1    68   301   139     1     1   -11     327
seated                   5     3     6     6    78   303   123     5     5   -10       1
Zurich                   5     4     6     6    22   309   218     2     2   -99       4
luncheon.                5     4     9     8    36   312   230     4     4   -14       2
suit                     5     4     4     4    13   307   188     3     3    23       2
suit                     5     4     4     4    10   307   305     0     0     3       2
from                     5     4     4     4    18   308   144     3     3    -8     248
to                       5     4     2     2     6   305   249     1     1    12    1597
to                       5     4     2     2     7   305   256     2     2    -1    1597
suit                     5     4     4     4    12   307   149     2     2    -5       2
a                        5     4     1     1    30   311   114     0     0   -18    1434
*Blink                   5   -99     1     1   -99   -99   150   -99   -99   -99     -99
He                       5     4     2     2    42   313   173     0     0   -99     265
perfectly                5     4     9     9    56   316   171     5     5   -14       6
agreeable                5     4     9     9    65   317   187     4     4    -9       1
companion,               5     5    10     9     5   318   228     5     5   -99       2
Scot,                    5     5     5     4    16   320   221     3     3   -11       1
of                       5     5     2     2    28   323   192     1     1   -12    1757
insurance                5     5     9     9    42   325   227     6     6   -14       1
seem                     5     5     4     4    55   327   196     3     3   -13      18
be.                      5     5     3     2    63   329   188     3     3    -8     423
that                     5     5     4     4    72   332   117     0     0    -9     871
insurance                5     5     9     9    45   325   233     9     9    27       1
coves                    5     5     5     5    50   326   370     4     4    -5       1
to                       5     5     2     2    57   328   146     0     0    -7    1597
said                     5     5     4     4    70   331   187     3     3   -13      53
few                      5     5     3     3    78   333   216     1     1    -8      46
few                      5     5     3     3    77   333   262     0     0     1      46
people                   6     1     6     6     2   334   242     2     2     0      90
seemed                   6     1     6     6    12   335   182     5     5   -10      11
know                     6     1     4     4    21   337   174     4     4    -9      31
Zurich                   6     1     6     6    30   339   140     3     3    -9       4
what                     6     1     4     4    44   342   250     3     3   -14     125
did.                     6     1     4     3    51   344   152     2     2    -7      43
the                      6     1     3     3    63   346   168     3     3   -12    3511
company's                6     1     9     9    69   347   128     5     5    -6     -99
sponsorship              6     2    11    11     4   348   146     4     4   -99       1
various                  6     2     7     7    19   350   271     4     4   -15       8
*Blink                   6   -99     7     7   -99   -99    86   -99   -99   -99     -99
in                       6     2     2     2    40   353   243     1     1   -99    1091
in                       6     2     2     2    40   353    89     1     1     0    1091
its                      6     2     3     3    56   355   183     2     2   -16     152
involvement              6     2    11    11    66   356   157     8     8   -10       1
rugby                    6     2     5     5    76   358   146     3     3   -10       3
union.                   6     3     6     5     3   359   222     3     3   -99      13
Nothing                  6     3     7     7    16   360   205     5     5   -13      14
with                     6     3     4     4    25   362   173     0     0    -9     393
company                  6     3     7     7    45   365   209     5     5   -20      17
publicity                6     3     9     9    56   367   191     2     2   -11       8
prepared,                6     3     9     8    73   370   190     2     2   -17       5
is                       6     3     2     2    70   369   205     2     2     3     717
to                       6     4     2     2     4   372   159     1     1   -99    1597
pay                      6     4     3     3    21   376   290     3     3   -17      14
claim                    6     4     5     5    39   381   263     1     1   -18      12
computer                 6     4     8     8    52   384   167     1     1   -13      11
the                      6     4     3     3    35   380   343     1     1    17    3511
that                     6     4     4     4    48   382   243     4     4   -13     871
computer                 6     4     8     8    52   384   113     1     1    -4      11
calculation              6     4    11    11    66   385   166     6     6   -14       1
can                      6     4     3     3    74   386   109     2     2    -8     123
determine                6     5     9     9     4   387    79     4     4   -99       1
country                  6     5     7     7    19   389   224     3     3   -15      32
at                       6     5     2     2    28   391   205     0     0    -9     269
given                    6     5     5     5    39   393   174     4     4   -11      20
of                       6     5     2     2    55   396   186     2     2   -16    1757
is                       6     5     2     2    66   399   169     0     0   -11     717
frankly                  6     5     7     7    72   400   336     3     3    -6       3
*Off-screen              7   -99     7     7   -99   -99   164   -99   -99   -99     -99
preposterous.            7     1    13    12     3   401   354     3     3   -99       2
There                    7     1     5     5    22   402   223     4     4   -19     189
certainly                7     1     9     9    30   404   220     3     3    -8      21
way                      7     1     3     3    42   406   182     3     3   -12      58
arriving                 7     1     8     8    50   408   187     4     4    -8       1
such                     7     1     4     4    60   410   149     2     2   -10      87
*Blink                   7   -99     4     4   -99   -99   106   -99   -99   -99     -99
conclusion.              7     1    11    10    69   412   234     4     4   -99       7
is                       7     2     2     2     5   414   295     0     0   -99     717
the                      7     2     3     3    23   417   241     3     3   -18    3511
World                    7     2     5     5    29   418   191     5     5    -6      60
the                      7     2     3     3    22   417   281     2     2     7    3511
is                       7     2     2     2    41   421   274     0     0   -19     717
which                    7     2     5     5    39   420   185     4     4     2     152
World                    7     2     5     5    26   418   175     2     2    13      60
the                      7     2     3     3    22   417   199     2     2     4    3511
is                       7     2     2     2    41   421   192     0     0   -19     717
partly                   7     2     6     6    50   422   166     6     6    -9       7
dependent                7     2     9     9    58   423    74     7     7    -8       3
World                    7     2     5     5    24   418   192     0     0    34      60
not                      7     2     3     3    11   415   213     3     3    13     277
not                      7     2     3     3     8   415   191     0     0     3     277
which                    7     2     5     5    40   420   203     5     5   -32     152
partly                   7     2     6     6    49   422   160     5     5    -9       7
dependent                7     2     9     9    57   423   219     6     6    -8       3
luck                     7     2     4     4    69   426   171     1     1   -12       4
the                      7     2     3     3    77   428   103     1     1    -8    3511
draw.                    7     3     5     4     3   429   239     3     3   -99       3
rather,                  7     3     7     6    16   432   258     3     3   -13      42
competition              7     3    11    11    33   435   340     2     2   -17       4
involving                7     3     9     9    50   436   187     7     7   -17       4
Australia,               7     3    10     9    59   437   188     6     6    -9       2
England,                 7     3     8     7    69   438   228     5     5   -10      12
France,                  7     3     7     6    76   439   156     3     3    -7       8
Zealand                  7     4     7     7     4   441    86     0     0   -99       5
South                    7     4     5     5    21   443   200     5     5   -17      11
countries                7     4     9     9    42   446   257     8     8   -21      10
one                      7     4     3     3    56   449   192     1     1   -14     176
home                     7     4     4     4    70   451   216     3     3   -14      19
away                     7     5     4     4     3   453   171     3     3   -99      27
away                     7     5     4     4     2   453   105     2     2     1      27
Nations'                 7     5     8     7    52   463   199     3     3   -50       4
Championship,            7     5    13    12    61   464   206     3     3    -9       3
Championship,            7     5    13    12    59   464   161     1     1     2       3
Nations'                 7     5     8     7    55   463   200     6     6     4       4
Championship,            7     5    13    12    69   464   203    11    11   -14       3
though                   7     5     6     6    76   465   222     4     4    -7      37
*Blink                   7   -99     6     6   -99   -99    99   -99   -99   -99     -99
happen                   7     5     6     6    35   459   168     4     4   -99       7
does                     7     5     4     4    26   457   108     4     4     9      45
something                7     5     9     9    11   455   253     4     4    15      29
not                      7     5     3     3    27   458   209     0     0   -16     277
Nations'                 7     5     8     7    51   463   267     2     2   -24       4
Championship,            7     5    13    12    65   464   183     7     7   -14       3
though                   7     5     6     6    76   465   392     4     4   -11      37
should.                  8     1     7     6     3   467   320     0     0     0      88
