WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
After                    1     1     5     5     3     1   201     3     3     1      62
After                    1     1     5     5     3     1   260     3     3     2      62
England's                1     1     9     9    11     2   181     5     5     3     -99
overwhelming             1     1    12    12    20     3   222     4     4     4       2
defeat                   1     1     6     6    32     4   228     3     3     5       1
of                     -99     0     0     0     0     5     0     0     0     0       0
the                      1     1     3     3    41     6   198     2     2     6    3511
admired                  1     1     7     7    47     7   185     4     4     7       1
admired                  1     1     7     7    45     7   299     2     2     9       1
Ireland                  1     1     7     7    53     8   198     2     2     8      12
-                      -99     0     0     0     0     9     0     0     0     0       0
how                      1     1     3     3    61    10   178     0     0    10      59
long                   -99     0     0     0     0    11     0     0     0     0       0
ago                    -99     0     0     0     0    12     0     0     0     0       0
it                     -99     0     0     0     0    13     0     0     0     0       0
now                    -99     0     0     0     0    14     0     0     0     0       0
seems                    1     2     5     5     4    15   121     4     4    11      30
seems                    1     2     5     5     1    15   204     1     1    12      30
-                      -99     0     0     0     0    16     0     0     0     0       0
the                      1     2     3     3     9    17   211     1     1    13    3511
London                 -99     0     0     0     0    18     0     0     0     0       0
press,                   1     2     6     5    20    19   258     1     1    14      14
sober                    1     2     5     5    28    20   232     2     2    15       1
broadsheets              1     2    11    11    36    21   373     4     4    16       1
as                     -99     0     0     0     0    22     0     0     0     0       0
much                     1     2     4     4    50    23   233     3     3    17      97
as                     -99     0     0     0     0    24     0     0     0     0       0
xenophobic               1     2    10    10    57    25   204     2     2    18       2
tabloids,                1     2     9     8    68    26   349     2     2    19       1
outdid                   1     3     6     6     1    27   181     1     1    20       1
outdid                   1     3     6     6     1    27    82     1     1    21       1
even                     1     3     4     4     9    28   214     2     2    22      84
even                     1     3     4     4     7    28   204     0     0    25      84
Welsh                    1     3     5     5    13    29   150     1     1    23       3
supporters               1     3    10    10    23    30   162     5     5    24       2
of                     -99     0     0     0     0    31     0     0     0     0       0
the                      1     3     3     3    32    32   279     0     0    26    3511
1970s                    1     3     5     5    39    33   229     3     3    27       5
in                     -99     0     0     0     0    34     0     0     0     0       0
lack                     1     3     4     4    47    35   272     2     2    28       7
of                     -99     0     0     0     0    36     0     0     0     0       0
realism                  1     3     7     7    55    37   240     2     2    29       2
and                    -99     0     0     0     0    38     0     0     0     0       0
sheer                    1     3     5     5    65    39   208     0     0    30       2
sheer                    1     3     5     5    67    39   105     2     2    31       2
conceit;                 1     3     8     7    74    40   210     3     3    32       1
which                  -99     0     0     0     0    41     0     0     0     0       0
is                     -99     0     0     0     0    42     0     0     0     0       0
saying                   1     4     6     6    10    43   213     1     1    33       9
saying                   1     4     6     6     9    43   103     0     0    34       9
something.               1     4    10     9    18    44   191     2     2    35      29
I                      -99     0     0     0     0    45     0     0     0     0       0
did                      1     4     3     3    33    46   228     0     0    36      43
not                    -99     0     0     0     0    47     0     0     0     0       0
undervalue               1     4    10    10    41    48   292     0     0    37       1
undervalue               1     4    10    10    44    48   146     3     3    38       1
undervalue               1     4    10    10    44    48   243     3     3    43       1
undervalue               1     4    10    10    45    48   146     4     4    44       1
the                      1     4     3     3    54    49   215     2     2    39    3511
victory                -99     0     0     0     0    50     0     0     0     0       0
over                   -99     0     0     0     0    51     0     0     0     0       0
an                     -99     0     0     0     0    52     0     0     0     0       0
Ireland                -99     0     0     0     0    53     0     0     0     0       0
side                   -99     0     0     0     0    54     0     0     0     0       0
who,                   -99     0     0     0     0    55     0     0     0     0       0
as                     -99     0     0     0     0    56     0     0     0     0       0
they                   -99     0     0     0     0    57     0     0     0     0       0
showed                 -99     0     0     0     0    58     0     0     0     0       0
against                -99     0     0     0     0    59     0     0     0     0       0
Scotland               -99     0     0     0     0    60     0     0     0     0       0
on                     -99     0     0     0     0    61     0     0     0     0       0
Saturday,              -99     0     0     0     0    62     0     0     0     0       0
can                    -99     0     0     0     0    63     0     0     0     0       0
pile                   -99     0     0     0     0    64     0     0     0     0       0
up                     -99     0     0     0     0    65     0     0     0     0       0
points                 -99     0     0     0     0    66     0     0     0     0       0
even                   -99     0     0     0     0    67     0     0     0     0       0
though                   2     1     6     6     1    68   212     1     1    47      37
they                     2     1     4     4     9    69   252     2     2    48     258
may                    -99     0     0     0     0    70     0     0     0     0       0
be                     -99     0     0     0     0    71     0     0     0     0       0
losing                   2     1     6     6    23    72    97     4     4    49       4
losing                   2     1     6     6    20    72   141     1     1    50       4
losing                   2     1     6     6    24    72   149     5     5    55       4
the                      2     1     3     3    29    73   128     3     3    52    3511
the                      2     1     3     3    27    73   158     1     1    54    3511
set                      2     1     3     3    31    74   166     1     1    51      26
pieces.                  2     1     7     6    35    75   205     1     1    53       5
What                     2     1     4     4    45    76   167     3     3    56     125
What                     2     1     4     4    43    76   149     1     1    57     125
I                      -99     0     0     0     0    77     0     0     0     0       0
did                      2     1     3     3    50    78   193     1     1    58      43
do,                      2     1     3     2    53    79   104     0     0    59      75
several                  2     1     7     7    57    80    75     0     0    60      14
times,                 -99     0     0     0     0    81     0     0     0     0       0
was                    -99     0     0     0     0    82     0     0     0     0       0
warn                   -99     0     0     0     0    83     0     0     0     0       0
against                  2     2     7     7     7    84   151     7     7    71      36
against                  2     2     7     7     5    84   131     5     5    72      36
a                      -99     0     0     0     0    85     0     0     0     0       0
French                   2     2     6     6    16    86   192     6     6    64      22
French                   2     2     6     6    15    86   140     5     5    65      22
French                   2     2     6     6    16    86   184     6     6    73      22
team                   -99     0     0     0     0    87     0     0     0     0       0
in                       2     2     2     2    24    88   272     2     2    66    1091
