WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Rather                   1     1     6     6     2     1   165     2     2     2      42
Rather                   1     1     6     6     2     1    58     2     2     3      42
Rather                   1     1     6     6     2     1   154     2     2     4      42
as                       1     1     2     2     9     2   271     2     2     5     422
Basil                    1     1     5     5    12     3   257     2     2     6       1
Fawlty                   1     1     6     6    19     4   401     3     3     7       1
couldn't                 1     1     8     8    26     5   291     3     3     8     -99
stop                     1     1     4     4    36     6   200     4     4     9      10
stop                     1     1     4     4    34     6   150     2     2    10      10
talking                  1     1     7     7    40     7   211     3     3    11       5
about                    1     1     5     5    47     8   236     2     2    12     164
the                    -99     0     0     0     0     9     0     0     0     0       0
war                      1     1     3     3    55    10   344     0     0    13      28
to                     -99     0     0     0     0    11     0     0     0     0       0
his                      1     1     3     3    62    12   192     0     0    14     161
German                   1     1     6     6    70    13   263     4     4    15       7
guests,                  1     1     7     6    78    14   176     5     5    16       3
so                       1     2     2     2     2    15   107     2     2    18     154
so                       1     2     2     2     1    15   125     1     1    19     154
Peter                    1     2     5     5     5    16   200     2     2    20      11
Hain,                    1     2     5     4    10    17   303     1     1    21       6
the                    -99     0     0     0     0    18     0     0     0     0       0
Minister                 1     2     8     8    19    19   182     0     0    22      24
Minister                 1     2     8     8    23    19   205     4     4    23      24
for                    -99     0     0     0     0    20     0     0     0     0       0
Europe,                  1     2     7     6    32    21   229     0     0    24      18
finds                    1     2     5     5    44    22   185     4     4    25       4
it                     -99     0     0     0     0    23     0     0     0     0       0
almost                   1     2     6     6    50    24   156     1     1    26      16
impossible               1     2    10    10    57    25   243     1     1    27      11
to                       1     2     2     2    68    26   229     1     1    28    1597
stop                   -99     0     0     0     0    27     0     0     0     0       0
talking                -99     0     0     0     0    28     0     0     0     0       0
about                  -99     0     0     0     0    29     0     0     0     0       0
the                      1     3     3     3    17    30   215     3     3    29    3511
euro,                    1     3     5     4    22    31   112     4     4    30       7
even                   -99     0     0     0     0    32     0     0     0     0       0
though                   1     3     6     6    34    33   241     5     5    31      37
he                     -99     0     0     0     0    34     0     0     0     0       0
knows                    1     3     5     5    41    35   275     2     2    32       8
he                     -99     0     0     0     0    36     0     0     0     0       0
shouldn't.               1     3    10     9    50    37   246     2     2    33     -99
shouldn't.               1     3    10     9    55    37   174     7     7    34     -99
In                     -99     0     0     0     0    38     0     0     0     0       0
a                      -99     0     0     0     0    39     0     0     0     0       0
conversation             1     3    12    12    68    40   248     0     0    35       2
conversation             1     3    12    12    74    40   180     6     6    36       2
with                     1     4     4     4     3    41   214     3     3    37     393
