WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
ever,                    1     1     5     4     4     2   196     1     1     0      38
ever,                    1     1     5     4     8     2   166     5     5    -4      38
market                   1     1     6     6    14     3   238     5     5    -6      19
trends                   1     1     6     6    22     4   264     6     6    -8       1
against                  1     1     7     7    29     6   259     2     2    -7      36
against                  1     1     7     7    34     6   208     7     7    -5      36
way                      1     1     3     3    41     8   117     2     2    -7      58
*Blink                   1   -99     3     3   -99   -99    52   -99   -99   -99     -99
of                       1     1     2     2    45     9   205     2     2   -99    1757
of                       1     1     2     2    43     9   124     0     0     2    1757
life                     1     1     4     4    50    10   224     4     4    -7      56
marginalised             1     1    12    12    57    13   240     1     1    -7       1
of                       1     1     2     2    53    11   209     2     2     4    1757
marginalised             1     1    12    12    62    13   192     6     6    -9       1
marginalised             1     1    12    12    64    13   321     8     8    -2       1
marginalised             1     1    12    12    62    13   106     6     6     2       1
community.               1     1    10     9    72    14   200     3     3   -10      10
community.               1     1    10     9    70    14   108     1     1     2      10
*Blink                   1   -99    10     9   -99   -99    76   -99   -99   -99     -99
evidence                 1     2     8     8     9    16   140     5     5   -99       8
*Blink                   1   -99     8     8   -99   -99   191   -99   -99   -99     -99
annual                   1     2     6     6    21    19    88     1     1   -99       5
Caravan                  1     2     7     7    27    20   132     0     0    -6       3
Caravan                  1     2     7     7    27    20   143     0     0     0       3
Caravan                  1     2     7     7    34    20   257     7     7    -7       3
Caravan                  1     2     7     7    32    20   285     5     5     2       3
Show,                    1     2     5     4    38    21   179     3     3    -6      15
Caravan                  1     2     7     7    33    20   343     6     6     5       3
which                    1     2     5     5    45    22    85     4     4   -12     152
opened                   1     2     6     6    51    23   158     4     4    -6       5
opened                   1     2     6     6    50    23   135     3     3     1       5
Birmingham               1     2    10    10    60    25    78     3     3   -10       3
a                        1     5     1     1    57    66    80     0     0   -99    1434
in                       1     2     2     2    55    24   164     1     1   -99    1091
yesterday,               1     2    10     9    72    26   191     4     4   -17      16
yesterday,               1     2    10     9    70    26   197     2     2     2      16
that                     1     3     4     4     5    28   148     2     2   -99     871
traditional              1     3    11    11    22    30   189    10    10   -17       8
traditional              1     3    11    11    20    30   173     8     8     2       8
caravan,                 1     3     8     7    30    31    90     6     6   -10       3
Caravanners              1     5    11    11    40    63   111     5     5   -99       1
wheeled                  1     3     7     7    39    33   198     2     2   -99       2
kitchenette              1     3    11    11    46    34   225     1     1    -7       1
wheeled                  1     3     7     7    39    33    74     2     2     7       2
have                     1     5     4     4    51    64    85     4     4   -99     361
that                     1     3     4     4    60    35   408     3     3   -99     871
attach                   1     3     6     6    67    37   334     1     1    -7       1
to                       1     3     2     2    75    38   195     2     2    -8    1597
to                       1     3     2     2    73    38   159     0     0     2    1597
back                     1     4     4     4     2    40    55     2     2   -99      38
is                       1     4     2     2    16    44    84     1     1   -14     717
is                       1     4     2     2    16    44    98     1     1     0     717
being                    1     4     5     5    21    45   118     3     3    -5      54
ousted                   1     4     6     6    27    46   161     3     3    -6       1
much                     1     4     4     4    37    48   239     4     4   -10      97
manner                   1     4     6     6    48    51   253     3     3   -11       4
squirrels                1     4     9     9    60    54   197     1     1   -12       1
