WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Our                    -99     0     0     0     0     1     0     0     0     0       0
best                     1     1     4     4     7     2   207     3     3     2      23
best                     1     1     4     4     4     2   161     0     0     3      23
scientists               1     1    10    10    13     3   281     4     4     4       6
scientists               1     1    10    10    18     3   184     9     9     5       6
used                   -99     0     0     0     0     4     0     0     0     0       0
to                       1     1     2     2    25     5   235     0     0     6    1597
be                     -99     0     0     0     0     6     0     0     0     0       0
confined                 1     1     8     8    31     7   184     0     0     7       1
confined                 1     1     8     8    35     7   200     4     4     8       1
to                     -99     0     0     0     0     8     0     0     0     0       0
university               1     1    10    10    45     9   207     2     2     9      18
university               1     1    10    10    51     9   170     8     8    10      18
research.                1     1     9     8    59    10   338     5     5    11      22
Now                    -99     0     0     0     0    11     0     0     0     0       0
Britain                  1     1     7     7    73    12   234     5     5    12      26
is                     -99     0     0     0     0    13     0     0     0     0       0
profiting                1     2     9     9     4    14   225     4     4    15       1
from                   -99     0     0     0     0    15     0     0     0     0       0
their                    1     2     5     5    15    16   261     0     0    16     225
their                    1     2     5     5    20    16   158     5     5    17     225
genius.                  1     2     7     6    26    17   172     5     5    18       4
Some                     1     2     4     4    36    18   314     3     3    20      86
criticisms               1     2    10    10    45    19   220     7     7    21       1
of                     -99     0     0     0     0    20     0     0     0     0       0
Britain                  1     2     7     7    56    21   202     4     4    22      26
come                     1     2     4     4    62    22   162     2     2    23      37
and                    -99     0     0     0     0    23     0     0     0     0       0
go,                      1     2     3     2    70    24   207     1     1    24      40
others                 -99     0     0     0     0    25     0     0     0     0       0
seem                   -99     0     0     0     0    26     0     0     0     0       0
impossible               1     3    10    10    12    27   268     7     7    26      11
to                     -99     0     0     0     0    28     0     0     0     0       0
shift.                   1     3     6     5    23    29   269     4     4    27       1
For                    -99     0     0     0     0    30     0     0     0     0       0
nearly                   1     3     6     6    35    31   432     5     5    28       6
a                      -99     0     0     0     0    32     0     0     0     0       0
century,                 1     3     8     7    45    33   233     6     6    29       4
this                   -99     0     0     0     0    34     0     0     0     0       0
country                  1     3     7     7    58    35   206     5     5    30      32
has                      1     3     3     3    63    36    98     2     2    31     239
lived                  -99     0     0     0     0    37     0     0     0     0       0
with                     1     3     4     4    73    38   199     2     2    32     393
a                      -99     0     0     0     0    39     0     0     0     0       0
sorry                    1     4     5     5     2    40   237     2     2    35       4
fact:                    1     4     5     4    10    41   176     4     4    36      32
we                     -99     0     0     0     0    42     0     0     0     0       0
have                     1     4     4     4    18    43   254     3     3    37     361
a                      -99     0     0     0     0    44     0     0     0     0       0
disproportionate         1     4    16    16    27    45   312     5     5    38       1
disproportionate         1     4    16    16    34    45   284    12    12    39       1
number                   1     4     6     6    45    46   341     6     6    40      18
of                     -99     0     0     0     0    47     0     0     0     0       0
the                    -99     0     0     0     0    48     0     0     0     0       0
world's                  1     4     7     7    56    49   222     3     3    41       2
world's                  1     4     7     7    60    49   200     7     7    42       2
most                   -99     0     0     0     0    50     0     0     0     0       0
inventive                1     4     9     9    68    51   189     2     2    43       2
scientific               1     5    10    10     5    52   234     5     5    45      14
minds,                   1     5     6     5    17    53   304     6     6    46       8
but                    -99     0     0     0     0    54     0     0     0     0       0
are                    -99     0     0     0     0    55     0     0     0     0       0
truly                    1     5     5     5    29    56   177     3     3    47       4
terrible                 1     5     8     8    36    57   206     4     4    48       6
terrible                 1     5     8     8    39    57   453     7     7    49       6
at                     -99     0     0     0     0    58     0     0     0     0       0
exploiting               1     5    10    10    48    59   277     4     4    50       1
exploiting               1     5    10    10    51    59   228     7     7    51       1
them.                    1     5     5     4    60    60   300     5     5    52      80
But                    -99     0     0     0     0    61     0     0     0     0       0
all                      1     5     3     3    69    62   186     0     0    54     167
that                     1     5     4     4    76    63   183     3     3    55     871
is                     -99     0     0     0     0    64     0     0     0     0       0
becoming                 2     1     8     8     0    65   264     0     0    58       5
a                        2     1     1     1     9    66   158     0     0    59    1434
thing                  -99     0     0     0     0    67     0     0     0     0       0
of                       2     1     2     2    17    68   217     0     0    60    1757
the                      2     1     3     3    23    69   201     3     3    61    3511
past.                  -99     0     0     0     0    70     0     0     0     0       0
The                      2     1     3     3    31    71   154     1     1    62    3511
market                   2     1     6     6    36    72   150     2     2    63      19
bubble                   2     1     6     6    44    73   305     3     3    64       4
of                       2     1     2     2    50    74   155     2     2    65    1757
1999-2000                2     1     9     9    56    75   306     5     5    66     -99
1999-2000                2     1     9     9    60    75   259     9     9    67     -99
showed                   2     1     6     6    64    76   292     3     3    69       2
showed                   2     1     6     6    66    76    87     5     5    70       2
that                   -99     0     0     0     0    77     0     0     0     0       0
science,               -99     0     0     0     0    78     0     0     0     0       0
in                     -99     0     0     0     0    79     0     0     0     0       0
all                      2     2     3     3    14    80   714     2     2    72     167
its                    -99     0     0     0     0    81     0     0     0     0       0
forms,                   2     2     6     5    20    82   464     0     0    73       4
has                      2     2     3     3    30    83   233     3     3    76     239
a                      -99     0     0     0     0    84     0     0     0     0       0
huge                     2     2     4     4    33    85   302     0     0    74      14
huge                     2     2     4     4    35    85    73     2     2    75      14
capacity                 2     2     8     8    38    86   171     0     0    77       5
capacity                 2     2     8     8    44    86   219     6     6    78       5
to                     -99     0     0     0     0    87     0     0     0     0       0
