WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
You                      1     1     3     3     3     1   153     3     3     1     179
don't                    1     1     5     5     6     2   134     2     2     2     -99
actually                 1     1     8     8    11     3   130     1     1     3      17
actually                 1     1     8     8    16     3   148     6     6     4      17
need                   -99     0     0     0     0     4     0     0     0     0       0
computers                1     1     9     9    24     5   153     0     0     5       7
computers                1     1     9     9    29     5   218     5     5     6       7
for                    -99     0     0     0     0     6     0     0     0     0       0
special                  1     1     7     7    38     7   201     0     0     7      10
effects,                 1     1     8     7    49     8   125     3     3     8      10
as                       1     1     2     2    57     9   233     2     2     9     422
the                    -99     0     0     0     0    10     0     0     0     0       0
Bafta                    1     1     5     5    62    11   225     0     0    10       2
Bafta                    1     1     5     5    67    11   114     5     5    11       2
Award                    1     1     5     5    70    12   117     2     2    12       4
ceremony                 1     2     8     8     5    13   140     5     5    13       3
demonstrated             1     2    12    12    13    14   201     4     4    14       3
on                     -99     0     0     0     0    15     0     0     0     0       0
Sunday                   1     2     6     6    28    16    97     3     3    15       7
evening.                 1     2     8     7    34    17   206     2     2    16       5
As                       1     2     2     2    42    18   176     1     1    17     422
As                       1     2     2     2    42    18   173     1     1    19     422
the                    -99     0     0     0     0    19     0     0     0     0       0
stars                    1     2     5     5    48    20   179     0     0    18       3
arrived,                 1     2     8     7    55    21   261     1     1    20       9
an                       1     2     2     2    64    22   196     1     1    21     195
an                       1     2     2     2    64    22   168     1     1    23     195
unforeseen               1     2    10    10    69    23   158     3     3    22       2
combination            -99     0     0     0     0    24     0     0     0     0       0
of                     -99     0     0     0     0    25     0     0     0     0       0
household                1     3     9     9    19    26   142     4     4    24       5
chemicals                1     3     9     9    30    27    87     5     5    26       1
and                      1     3     3     3    36    28   117     1     1    27    1283
the                      1     3     3     3    42    29   169     3     3    28    3511
worst                    1     3     5     5    47    30   177     4     4    29      10
of                     -99     0     0     0     0    31     0     0     0     0       0
English                  1     3     7     7    54    32   165     2     2    30      14
weather                  1     3     7     7    62    33   146     2     2    31       4
added                    1     3     5     5    68    34   114     0     0    33       7
a                      -99     0     0     0     0    35     0     0     0     0       0
mildly                   1     4     6     6     4    36   104     4     4    35       2
uncanny                  1     4     7     7    12    37   289     5     5    36       1
detail                 -99     0     0     0     0    38     0     0     0     0       0
to                       1     4     2     2    22    39   240     0     0    37    1597
the                    -99     0     0     0     0    40     0     0     0     0       0
clichÇs                  1     4     7     7    31    41   219     2     2    38     -99
clichÇs                  1     4     7     7    29    41    97     0     0    39     -99
clichÇs                  1     4     7     7    35    41   173     6     6    40     -99
of                     -99     0     0     0     0    42     0     0     0     0       0
photographer's           1     4    14    14    48    43   139     8     8    41       2
flashes                  1     4     7     7    62    44   136     7     7    42       2
and                    -99     0     0     0     0    45     0     0     0     0       0
