WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Our                    -99     0     0     0     0     1     0     0     0     0       0
best                     1     1     4     4     8     2   141     4     4     1      23
best                     1     1     4     4     6     2   145     2     2     2      23
best                     1     1     4     4     7     2    73     3     3     3      23
scientists               1     1    10    10    17     3   252     8     8     4       6
used                   -99     0     0     0     0     4     0     0     0     0       0
to                       1     1     2     2    26     5   204     1     1     5    1597
be                       1     1     2     2    30     6   166     2     2     7     423
confined                 1     1     8     8    33     7   152     2     2     6       1
confined                 1     1     8     8    37     7   204     6     6     8       1
to                     -99     0     0     0     0     8     0     0     0     0       0
university               1     1    10    10    49     9   146     6     6     9      18
university               1     1    10    10    44     9   132     1     1    10      18
research.                1     1     9     8    58    10   363     4     4    11      22
Now                      1     1     3     3    66    11   177     2     2    12     107
Britain                  1     1     7     7    71    12   149     3     3    13      26
is                       1     1     2     2    77    13    77     1     1    14     717
profiting              -99     0     0     0     0    14     0     0     0     0       0
from                     1     2     4     4    14    15   216     4     4    16     248
from                     1     2     4     4    11    15    67     1     1    19     248
their                    1     2     5     5    19    16   122     4     4    15     225
their                    1     2     5     5    18    16   186     3     3    18     225
genius.                  1     2     7     6    22    17   279     1     1    17       4
Some                   -99     0     0     0     0    18     0     0     0     0       0
criticisms               1     2    10    10    39    19   268     1     1    20       1
criticisms               1     2    10    10    48    19    86    10    10    21       1
of                     -99     0     0     0     0    20     0     0     0     0       0
Britain                  1     2     7     7    55    21   186     3     3    22      26
come                     1     2     4     4    64    22   187     4     4    24      37
and                      1     2     3     3    66    23   153     1     1    23    1283
go,                      1     2     3     2    71    24   197     2     2    25      40
others                   1     2     6     6    76    25   148     3     3    26      12
seem                   -99     0     0     0     0    26     0     0     0     0       0
impossible               1     3    10    10     5    27    88     0     0    28      11
impossible               1     3    10    10     5    27    64     0     0    29      11
impossible               1     3    10    10     9    27   187     4     4    30      11
to                     -99     0     0     0     0    28     0     0     0     0       0
shift.                   1     3     6     5    23    29   330     4     4    31       1
For                    -99     0     0     0     0    30     0     0     0     0       0
nearly                   1     3     6     6    32    31   245     2     2    32       6
a                      -99     0     0     0     0    32     0     0     0     0       0
century,                 1     3     8     7    42    33   195     3     3    33       4
this                     1     3     4     4    52    34    94     4     4    35     293
country                  1     3     7     7    54    35   137     1     1    34      32
has                      1     3     3     3    64    36   204     3     3    37     239
lived                    1     3     5     5    68    37   124     3     3    36       6
with                     1     3     4     4    72    38   117     1     1    38     393
a                      -99     0     0     0     0    39     0     0     0     0       0
sorry                  -99     0     0     0     0    40     0     0     0     0       0
fact:                    1     4     5     4     7    41   143     1     1    40      32
fact:                    1     4     5     4    11    41   234     5     5    41      32
we                     -99     0     0     0     0    42     0     0     0     0       0
have                     1     4     4     4    16    43   182     1     1    42     361
a                      -99     0     0     0     0    44     0     0     0     0       0
disproportionate         1     4    16    16    30    45   159     8     8    43       1
disproportionate         1     4    16    16    28    45    75     6     6    44       1
number                   1     4     6     6    44    46   217     5     5    45      18
number                   1     4     6     6    43    46   212     4     4    46      18
of                     -99     0     0     0     0    47     0     0     0     0       0
the                    -99     0     0     0     0    48     0     0     0     0       0
world's                  1     4     7     7    54    49   166     1     1    47       2
most                     1     4     4     4    63    50   132     2     2    49      93
inventive                1     4     9     9    66    51   113     0     0    48       2
inventive                1     4     9     9    70    51   136     4     4    50       2
scientific             -99     0     0     0     0    52     0     0     0     0       0
minds,                   1     5     6     5    14    53   317     3     3    51       8
but                    -99     0     0     0     0    54     0     0     0     0       0
are                      1     5     3     3    22    55   200     0     0    52     351
are                      1     5     3     3    25    55   224     3     3    56     351
truly                    1     5     5     5    28    56   235     2     2    53       4
terrible                 1     5     8     8    33    57   143     1     1    54       6
terrible                 1     5     8     8    37    57   188     5     5    55       6
terrible                 1     5     8     8    36    57   241     4     4    57       6
at                     -99     0     0     0     0    58     0     0     0     0       0
exploiting               1     5    10    10    46    59   157     2     2    58       1
exploiting               1     5    10    10    44    59    73     0     0    59       1
exploiting               1     5    10    10    53    59   167     9     9    60       1
them.                    1     5     5     4    58    60   260     3     3    61      80
But                    -99     0     0     0     0    61     0     0     0     0       0
all                      1     5     3     3    69    62   247     0     0    62     167
