WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Are                    -99     0     0     0     0     1     0     0     0     0       0
tourists                 1     1     8     8     6     2   177     2     2     2       3
tourists                 1     1     8     8     9     2   150     5     5     3       3
tourists                 1     1     8     8     5     2   199     1     1     4       3
tourists                 1     1     8     8    11     2   212     7     7     7       3
enticed                  1     1     7     7    16     3   200     3     3     5       1
enticed                  1     1     7     7    20     3   423     7     7     6       1
by                       1     1     2     2    23     4   212     2     2     8     252
by                       1     1     2     2    21     4   157     0     0     9     252
these                    1     1     5     5    28     5   137     4     4    10      73
these                    1     1     5     5    26     5   196     2     2    13      73
attractions              1     1    11    11    35     6   290     5     5    12       2
attractions              1     1    11    11    33     6   171     3     3    14       2
threatening              1     1    11    11    46     7   208     4     4    15       3
threatening              1     1    11    11    45     7    97     3     3    16       3
their                    1     1     5     5    55     8   305     1     1    17     225
very                     1     1     4     4    61     9   278     1     1    18      56
existence?               1     1    10     9    66    10   222     1     1    19       4
The                    -99     0     0     0     0    11     0     0     0     0       0
two                    -99     0     0     0     0    12     0     0     0     0       0
young                  -99     0     0     0     0    13     0     0     0     0       0
sea-lions                1     2     9     9    16    14   243     2     2    20     -99
sea-lions                1     2     9     9    21    14   366     7     7    21     -99
took                     1     2     4     4    26    15   168     2     2    22      17
took                     1     2     4     4    25    15   137     1     1    24      17
not                      1     2     3     3    29    16   238     0     0    23     277
not                      1     2     3     3    30    16   169     1     1    25     277
the                      1     2     3     3    33    17   248     0     0    26    3511
the                      1     2     3     3    36    17   217     3     3    28    3511
slightest                1     2     9     9    41    18   226     4     4    27       3
slightest                1     2     9     9    44    18   141     7     7    29       3
interest                 1     2     8     8    49    19   209     2     2    30      17
in                       1     2     2     2    58    20   263     2     2    33    1091
our                      1     2     3     3    61    21   180     2     2    31      84
our                      1     2     3     3    59    21   110     0     0    32      84
our                      1     2     3     3    59    21   135     0     0    34      84
arrival.                 1     2     8     7    70    22   224     7     7    35       2
They                   -99     0     0     0     0    23     0     0     0     0       0
were                   -99     0     0     0     0    24     0     0     0     0       0
playing                  1     3     7     7     6    25   166     1     1    36       6
playing                  1     3     7     7    12    25    93     7     7    37       6
on                     -99     0     0     0     0    26     0     0     0     0       0
the                      1     3     3     3    18    27   156     2     2    39    3511
the                      1     3     3     3    17    27   210     1     1    40    3511
