WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
Tony                     1     1     4     4     2     1   136     2     2     0      11
Blair                    1     1     5     5     9     2   139     4     4    -7      34
Blair                    1     1     5     5     6     2   133     1     1     3      34
engaged                  1     1     7     7    19     4   282     5     5   -13       4
politics                 1     1     8     8    30     7   161     1     1   -11      19
in                       1     1     2     2    22     5   368     0     0     8    1091
politics                 1     1     8     8    30     7   168     1     1    -8      19
on                       1     1     2     2    40     8   208     2     2   -10     417
politics                 1     1     8     8    36     7   157     7     7     4      19
fox-hunting.             1     1    12    11    48     9   136     7     7   -12     -99
fox-hunting.             1     1    12    11    42     9   292     1     1     6     -99
fox-hunting.             1     1    12    11    47     9   133     6     6    -5     -99
timing                   1     1     6     6    60    11   260     2     2   -13       3
this,                    1     1     5     4    69    13   229     1     1    -9     293
his                      1     1     3     3    74    14   332     0     0    -5     161
third                    1     2     5     5     5    15   308     5     5   -99       7
initiative,              1     2    11    10    12    16   449     6     6    -7       3
seems                    1     2     5     5    23    17   170     5     5   -11      30
been                     1     2     4     4    34    20   213     2     2   -11     178
influenced               1     2    10    10    45    21   270     8     8   -11       1
the                      1     2     3     3    53    23   216     2     2    -8    3511
get                      1     2     3     3    63    26   177     0     0   -10      48
Stephen                  1     2     7     7    70    27   358     3     3    -7       5
Byers                    1     2     5     5    76    28   188     1     1    -6       2
trial                    1     3     5     5    17    31   314     5     5   -99       5
ordeal                   1     3     6     6    24    33   278     3     3    -7       1
the                      1     3     3     3    33    35   213     2     2    -9    3511
ordeal                   1     3     6     6    24    33   190     3     3     9       1
the                      1     3     3     3    33    35   388     2     2    -9    3511
House                    1     3     5     5    39    36   250     4     4    -6      26
Commons                  1     3     7     7    49    38   379     5     5   -10      10
Tuesday.                 1     3     8     7    58    40   175     3     3    -9       2
only                     1     3     4     4    70    42   296     2     2   -12      97
did                      1     3     3     3    76    43   239     3     3    -6      43
reward                   1     4     6     6     5    45   314     5     5   -99       2
backbenchers             1     4    12    12    15    47   157     1     1   -10       3
*Blink                   1   -99    12    12   -99   -99   127   -99   -99   -99     -99
their                    1     4     5     5    35    49   397     4     4   -99     225
of                       1     4     2     2    43    51   184     1     1    -8    1757
loyalty,                 1     4     8     7    49    52   277     4     4    -6       3
helped                   1     4     6     6    61    55   204     0     0   -12       8
move                     1     4     4     4    68    56   143     0     0    -7      10
the                      1     4     3     3    73    57   154     0     0    -5    3511
media                    1     5     5     5     4    58   287     4     4   -99      12
on                       1     5     2     2    14    60   279     0     0   -10     417
from                     1     5     4     4    20    61   276     3     3    -6     248
semantics                1     5     9     9    29    63   419     3     3    -9       1
semantics                1     5     9     9    34    63   313     8     8    -5       1
semantics                1     5     9     9    30    63   294     4     4     4       1
lying                    1     5     5     5    42    65   225     3     3   -12       2
presenting               1     5    10    10    52    67   152     4     4   -10       1
presenting               1     5    10    10    51    67   265     3     3     1       1
presenting               1     5    10    10    52    67   106     4     4    -1       1
lying                    1     5     5     5    43    65   285     4     4     9       2
presenting               1     5    10    10    53    67   187     5     5   -10       1
with                     1     5     4     4    64    69   183     0     0   -11     393
new                      1     5     3     3    72    71   281     1     1    -8      93
-                        1     5     1     1    75    72   168     0     0    -3     -99
or,                      1     5     3     2    79    73   162     2     2    -4     194
rather,                  2     1     7     6     0    74   115     0     0     0      42
rather,                  2     1     7     6     7    74   257     7     7    -7      42
renewed                  2     1     7     7    13    75   455     5     5    -6       2
renewed                  2     1     7     7    15    75   174     7     7    -2       2
controversy.             2     1    12    11    26    77   272     8     8   -11       3
controversy.             2     1    12    11    24    77   373     6     6     2       3
controversy.             2     1    12    11    26    77   276     8     8    -2       3
*Off-screen              2   -99    12    11   -99   -99   123   -99   -99   -99     -99
However,                 2     1     8     7    40    78   173     5     5   -99      38
Labour                   2     1     6     6    48    79   267     4     4    -8      24
backbenchers             2     1    12    12    53    80   238     2     2    -5       3
are                      2     1     3     3    64    81   161     0     0   -11     351
not                      2     1     3     3    69    82   196     1     1    -5     277
not                      2     1     3     3    71    82    93     3     3    -2     277
stupid                   2     2     6     6     5    84   221     5     5   -99       2
they                     2     2     4     4    14    86   179     2     2    -9     258
can                      2     2     3     3    20    87   263     3     3    -6     123
bought                   2     2     6     6    24    89   232     0     0    -4       7
off                      2     2     3     3    34    90   294     3     3   -10      28
yet                      2     2     3     3    41    92   257     1     1    -7      49
another                  2     2     7     7    46    93   163     2     2    -5      33
meaningless              2     2    11    11    57    94   379     5     5   -11       1
vote                     2     2     4     4    65    95   368     1     1    -8       6
allows                   2     2     6     6    75    97   264     1     1   -10       4
that                     2     2     4     4    70    96   126     1     1     5     871
express                  2     3     7     7    13   100   144     5     5   -99       3
their                    2     3     5     5    20   101   192     4     4    -7     225
opinions                 2     3     8     8    29   102   151     7     7    -9       3
then                     2     3     4     4    40   105   202     2     2   -11      71
*Blink                   2   -99     4     4   -99   -99   139   -99   -99   -99     -99
forgotten.               2     3    10     9    44   106   200     1     1   -99       5
is                       2     3     2     2    37   104   220     2     2     7     717
forgotten.               2     3    10     9    46   106   182     3     3    -9       5
