WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
The                    -99     0     0     0     0     1     0     0     0     0       0
money                    1     1     5     5     6     2   354     2     2     1      37
ain't                    1     1     5     5    13     3   158     3     3     2     -99
the                      1     1     3     3    17     4   171     1     1     3    3511
problem.                 1     1     8     7    23     5   169     3     3     4      24
problem.                 1     1     8     7    26     5   106     6     6     5      24
It's                   -99     0     0     0     0     6     0     0     0     0       0
what                     1     1     4     4    34     7   181     0     0     6     125
you                      1     1     3     3    41     8   167     2     2     7     179
do                     -99     0     0     0     0     9     0     0     0     0       0
with                     1     1     4     4    50    10   161     4     4     8     393
it.                    -99     0     0     0     0    11     0     0     0     0       0
The                    -99     0     0     0     0    12     0     0     0     0       0
developed                1     1     9     9    65    13   198     2     2     9       4
developed                1     1     9     9    72    13   152     9     9    10       4
world                    1     1     5     5    74    14   107     1     1    11      60
has                    -99     0     0     0     0    15     0     0     0     0       0
taken                    1     2     5     5     9    16   181     5     5    12      21
on                     -99     0     0     0     0    17     0     0     0     0       0
board                    1     2     5     5    17    18   438     4     4    13       2
the                      1     2     3     3    20    19   192     1     1    14    3511
task                     1     2     4     4    26    20   275     3     3    15       6
of                       1     2     2     2    29    21   241     1     1    16    1757
rebuilding               1     2    10    10    33    22   141     2     2    17       1
rebuilding               1     2    10    10    38    22   172     7     7    18       1
the                    -99     0     0     0     0    23     0     0     0     0       0
shattered                1     2     9     9    50    24   210     4     4    19       3
economy                  1     2     7     7    57    25   152     1     1    20      17
of                       1     2     2     2    64    26   173     0     0    21    1757
Afghanistan              1     2    11    11    72    27   198     5     5    22       7
Afghanistan              1     2    11    11    76    27   172     9     9    23       7
and                    -99     0     0     0     0    28     0     0     0     0       0
has                    -99     0     0     0     0    29     0     0     0     0       0
just                     1     3     4     4     8    30   148     0     0    24      75
pledged                  1     3     7     7    15    31   181     2     2    25       2
$1.8bn                   1     3     6     5    21    32   194     0     0    26     -99
$1.8bn                   1     3     6     5    26    32   300     5     5    27     -99
(œ1.3bn)                 1     3     8     5    34    33   269     6     5    28     -99
in                     -99     0     0     0     0    34     0     0     0     0       0
the                      1     3     3     3    43    35    83     3     3    31    3511
the                      1     3     3     3    40    35   186     0     0    32    3511
first                    1     3     5     5    45    36   270     1     1    29      87
first                    1     3     5     5    48    36   181     4     4    30      87
first                    1     3     5     5    49    36   253     5     5    34      87
year                   -99     0     0     0     0    37     0     0     0     0       0
to                       1     3     2     2    55    38   212     0     0    35    1597
this                     1     3     4     4    62    39   192     4     4    36     293
end,                   -99     0     0     0     0    40     0     0     0     0       0
with                     1     3     4     4    70    41   173     2     2    37     393
a                      -99     0     0     0     0    42     0     0     0     0       0
total                    1     3     5     5    77    43   238     2     2    38       3
of                     -99     0     0     0     0    44     0     0     0     0       0
$4.5bn                   1     4     6     5     9    45   146     6     6    40     -99
$4.5bn                   1     4     6     5     7    45   150     4     4    41     -99
over                     1     4     4     4    12    46   203     2     2    42      76
the                      1     4     3     3    18    47   156     3     3    43    3511
next                   -99     0     0     0     0    48     0     0     0     0       0
few                      1     4     3     3    24    49   186     0     0    44      46
years.                   1     4     6     5    30    50   186     2     2    45     104
That                   -99     0     0     0     0    51     0     0     0     0       0
is                       1     4     2     2    42    52   176     2     2    48     717
already                  1     4     7     7    44    53   279     1     1    46      24
already                  1     4     7     7    49    53   322     6     6    47      24
nearly                   1     4     6     6    55    54   182     4     4    49       6
half                     1     4     4     4    62    55   133     4     4    50      20
way                    -99     0     0     0     0    56     0     0     0     0       0
to                     -99     0     0     0     0    57     0     0     0     0       0
the                      1     4     3     3    71    58   168     1     1    51    3511
UN                       1     4     2     2    76    59   186     2     2    52       2
target                 -99     0     0     0     0    60     0     0     0     0       0
of                       1     5     2     2     9    61   184     2     2    53    1757
$10bn                  -99     0     0     0     0    62     0     0     0     0       0
-                        1     5     1     1    17    63   200     1     1    54     -99
although                 1     5     8     8    25    64   200     7     7    55      19
the                    -99     0     0     0     0    65     0     0     0     0       0
World                    1     5     5     5    33    66   173     2     2    56      60
Bank                     1     5     4     4    40    67   179     3     3    57      12
reckons                -99     0     0     0     0    68     0     0     0     0       0
that                     1     5     4     4    51    69   205     1     1    58     871
$15                    -99     0     0     0     0    70     0     0     0     0       0
billion                  1     5     7     7    60    71   192     1     1    59       2
will                     1     5     4     4    67    72   148     0     0    60     210
eventually               2     1    10    10     2    73   143     2     2    62      13
eventually               2     1    10    10     5    73   155     5     5    63      13
be                     -99     0     0     0     0    74     0     0     0     0       0
needed.                  2     1     7     6    15    75   132     1     1    64       9
needed.                  2     1     7     6    20    75   181     6     6    65       9
The                    -99     0     0     0     0    76     0     0     0     0       0
task                     2     1     4     4    27    77   148     1     1    66       6
task                     2     1     4     4    30    77   132     4     4    67       6
now                    -99     0     0     0     0    78     0     0     0     0       0
is                       2     1     2     2    37    79   185     2     2    68     717
to                     -99     0     0     0     0    80     0     0     0     0       0
make                     2     1     4     4    45    81   145     4     4    69      60
sure                   -99     0     0     0     0    82     0     0     0     0       0
that                     2     1     4     4    53    83   173     2     2    70     871
the                    -99     0     0     0     0    84     0     0     0     0       0
money                    2     1     5     5    62    85   193     2     2    71      37
does                     2     1     4     4    69    86   135     3     3    72      45
not                      2     1     3     3    72    87    97     1     1    73     277
