WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Lesley                   1     1     6     6     3     1   210     3     3     1       9
Monk,                  -99     0     0     0     0     2     0     0     0     0       0
a                        1     1     1     1    13     3   174     0     0     2    1434
51-year-old              1     1    11    11    19     4   210     4     4     3     -99
from                     1     1     4     4    30     5   162     3     3     4     248
Burnley,                 1     1     8     7    37     6    98     5     5     5       1
explains               -99     0     0     0     0     7     0     0     0     0       0
to                       1     1     2     2    50     8   178     0     0     6    1597
Mark                   -99     0     0     0     0     9     0     0     0     0       0
MacKenzie                1     1     9     9    58    10   213     0     0     7       1
why                      1     1     3     3    69    11   189     1     1     8      35
she                      1     1     3     3    75    12   168     3     3     9      91
and                    -99     0     0     0     0    13     0     0     0     0       0
her                    -99     0     0     0     0    14     0     0     0     0       0
team                     1     2     4     4     5    15   191     1     1    10      12
team                     1     2     4     4     5    15   293     1     1    12      12
team                     1     2     4     4     4    15    57     0     0    13      12
of                     -99     0     0     0     0    16     0     0     0     0       0
huskies                  1     2     7     7    16    17   153     4     4    11       2
huskies                  1     2     7     7    12    17   176     0     0    14       2
huskies                  1     2     7     7    16    17   171     4     4    15       2
are                    -99     0     0     0     0    18     0     0     0     0       0
going                    1     2     5     5    28    19   146     4     4    16      39
flat                   -99     0     0     0     0    20     0     0     0     0       0
out                      1     2     3     3    38    21   549     3     3    17     113
to                     -99     0     0     0     0    22     0     0     0     0       0
conquer                -99     0     0     0     0    23     0     0     0     0       0
the                    -99     0     0     0     0    24     0     0     0     0       0
wastes                   1     2     6     6    57    25   232     3     3    18       1
of                     -99     0     0     0     0    26     0     0     0     0       0
Alaska.                  1     2     7     6    67    27   245     3     3    19       3
Alaska.                  1     2     7     6    68    27    98     4     4    20       3
While                  -99     0     0     0     0    28     0     0     0     0       0
you                      1     3     3     3     8    29   183     2     2    21     179
are                    -99     0     0     0     0    30     0     0     0     0       0
reading                -99     0     0     0     0    31     0     0     0     0       0
this,                    1     3     5     4    24    32   156     2     2    22     293
Lesley                   1     3     6     6    33    33   226     5     5    23       9
Monk                   -99     0     0     0     0    34     0     0     0     0       0
is                       1     3     2     2    40    35   188     0     0    24     717
is                       1     3     2     2    42    35   105     2     2    29     717
taking                   1     3     6     6    45    36   228     2     2    28      11
