WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Lesley                 -99     0     0     0     0     1     0     0     0     0       0
Monk,                    1     1     5     4     7     2   299     0     0     1       2
a                        1     1     1     1    14     3   155     1     1     2    1434
51-year-old              1     1    11    11    21     4   211     6     6     3     -99
51-year-old              1     1    11    11    26     4   119    11    11     4     -99
from                     1     1     4     4    30     5   109     3     3     5     248
Burnley,                 1     1     8     7    36     6   246     4     4     6       1
explains                 1     1     8     8    47     7   210     6     6     7       7
to                     -99     0     0     0     0     8     0     0     0     0       0
Mark                     1     1     4     4    53     9   170     0     0     8      10
MacKenzie                1     1     9     9    59    10   271     1     1     9       1
why                      1     1     3     3    70    11   188     2     2    10      35
she                      1     1     3     3    75    12   354     3     3    11      91
and                    -99     0     0     0     0    13     0     0     0     0       0
her                    -99     0     0     0     0    14     0     0     0     0       0
team                   -99     0     0     0     0    15     0     0     0     0       0
of                       1     2     2     2    11    16   148     2     2    13    1757
huskies                  1     2     7     7    15    17   256     3     3    12       2
are                    -99     0     0     0     0    18     0     0     0     0       0
going                    1     2     5     5    25    19   230     1     1    14      39
flat                     1     2     4     4    32    20   196     2     2    15       7
out                      1     2     3     3    36    21   136     1     1    16     113
to                     -99     0     0     0     0    22     0     0     0     0       0
conquer                  1     2     7     7    43    23   186     1     1    17       2
the                      1     2     3     3    53    24   225     3     3    18    3511
wastes                   1     2     6     6    55    25   409     1     1    19       1
of                     -99     0     0     0     0    26     0     0     0     0       0
Alaska.                  1     2     7     6    64    27   289     0     0    20       3
While                  -99     0     0     0     0    28     0     0     0     0       0
you                      1     3     3     3     6    29   171     0     0    21     179
are                      1     3     3     3    13    30   206     3     3    22     351
reading                  1     3     7     7    18    31   259     4     4    23       5
this,                    1     3     5     4    26    32   131     4     4    24     293
Lesley                   1     3     6     6    33    33   203     5     5    25       9
Monk                     1     3     4     4    37    34    77     2     2    26       2
is                     -99     0     0     0     0    35     0     0     0     0       0
taking                   1     3     6     6    45    36   220     2     2    27      11
her                      1     3     3     3    52    37   180     2     2    28     107
dogs                   -99     0     0     0     0    38     0     0     0     0       0
for                      1     3     3     3    61    39   198     2     2    29     519
a                      -99     0     0     0     0    40     0     0     0     0       0
walk.                    1     3     5     4    65    41   192     0     0    30       5
