WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
The                      1     1     3     3     1     1   116     1     1     1    3511
case                     1     1     4     4     4     2   156     0     0     2      26
of                     -99     0     0     0     0     3     0     0     0     0       0
Ms                     -99     0     0     0     0     4     0     0     0     0       0
Susan                    1     1     5     5    15     5   190     0     0     3       3
Wallace,                 1     1     8     7    24     6   257     3     3     4       4
who                      1     1     3     3    33     7   134     3     3     5     157
went                   -99     0     0     0     0     8     0     0     0     0       0
down                     1     1     4     4    42     9    54     3     3     7      38
to                     -99     0     0     0     0    10     0     0     0     0       0
her                      1     1     3     3    49    11   103     2     2     8     107
her                      1     1     3     3    49    11    66     2     2     9     107
local                    1     1     5     5    55    12   174     4     4    10      15
with                   -99     0     0     0     0    13     0     0     0     0       0
Igwig                    1     1     5     5    64    14   334     2     2    11       1
the                      1     1     3     3    71    15   225     3     3    13    3511
iguana,                  1     1     7     6    75    16   364     3     3    12       4
has                    -99     0     0     0     0    17     0     0     0     0       0
lessons                -99     0     0     0     0    18     0     0     0     0       0
for                      1     2     3     3    14    19   207     2     2    15     519
us                     -99     0     0     0     0    20     0     0     0     0       0
all                    -99     0     0     0     0    21     0     0     0     0       0
that                   -99     0     0     0     0    22     0     0     0     0       0
go                       1     2     2     2    28    23   177     0     0    16      40
well                   -99     0     0     0     0    24     0     0     0     0       0
beyond                   1     2     6     6    36    25   212     0     0    17      11
the                    -99     0     0     0     0    26     0     0     0     0       0
blindingly               1     2    10    10    51    27   148     4     4    18       1
obvious                  1     2     7     7    58    28   243     0     0    20      12
obvious                  1     2     7     7    60    28   129     2     2    21      12
'do                    -99     0     0     0     0    29     0     0     0     0       0
not                      1     2     3     3    70    30   296     0     0    22     277
take                   -99     0     0     0     0    31     0     0     0     0       0
your                     1     3     4     4     4    32   184     4     4    24      65
iguana                 -99     0     0     0     0    33     0     0     0     0       0
to                     -99     0     0     0     0    34     0     0     0     0       0
the                      1     3     3     3    16    35   176     1     1    25    3511
pub'.                  -99     0     0     0     0    36     0     0     0     0       0
Ms                     -99     0     0     0     0    37     0     0     0     0       0
Wallace,                 1     3     8     7    29    38   251     1     1    26       4
you                    -99     0     0     0     0    39     0     0     0     0       0
may                      1     3     3     3    41    40   191     0     0    27      67
recall,                  1     3     7     6    48    41   124     3     3    28       8
has                    -99     0     0     0     0    42     0     0     0     0       0
just                     1     3     4     4    57    43   218     0     0    29      75
ended                    1     3     5     5    65    44    87     3     3    30       6
up                       1     3     2     2    70    45   144     2     2    31     135
with                   -99     0     0     0     0    46     0     0     0     0       0
a                      -99     0     0     0     0    47     0     0     0     0       0
conviction             -99     0     0     0     0    48     0     0     0     0       0
for                    -99     0     0     0     0    49     0     0     0     0       0
assault                -99     0     0     0     0    50     0     0     0     0       0
and                    -99     0     0     0     0    51     0     0     0     0       0
unnecessary              1     4    11    11    30    52   240     3     3    34       4
suffering                1     4     9     9    41    53   193     2     2    35       4
-                      -99     0     0     0     0    54     0     0     0     0       0
and                    -99     0     0     0     0    55     0     0     0     0       0
not                      1     4     3     3    58    56   276     3     3    36     277
to                     -99     0     0     0     0    57     0     0     0     0       0
the                    -99     0     0     0     0    58     0     0     0     0       0
iguana.                  1     4     7     6    68    59   138     2     2    37       4
Lesson                   1     5     6     6     1    60   175     1     1    38       5
one                    -99     0     0     0     0    61     0     0     0     0       0
is                       1     5     2     2    13    62   161     2     2    39     717
that                   -99     0     0     0     0    63     0     0     0     0       0
even                   -99     0     0     0     0    64     0     0     0     0       0
half                     1     5     4     4    26    65   288     2     2    40      20
a                      -99     0     0     0     0    66     0     0     0     0       0
pint                   -99     0     0     0     0    67     0     0     0     0       0
of                       1     5     2     2    37    68   138     1     1    41    1757
lager                  -99     0     0     0     0    69     0     0     0     0       0
-                        1     5     1     1    46    70   125     1     1    42     -99
the                    -99     0     0     0     0    71     0     0     0     0       0
amount                   1     5     6     6    56    72   320     5     5    43       3
Ms                     -99     0     0     0     0    73     0     0     0     0       0
Wallace                  1     5     7     7    65    74   238     4     4    44       4
was                    -99     0     0     0     0    75     0     0     0     0       0
reported                 2     1     8     8     0    76   208     0     0    46       3
to                     -99     0     0     0     0    77     0     0     0     0       0
have                     2     1     4     4    14    78   185     2     2    47     361
drunk                  -99     0     0     0     0    79     0     0     0     0       0
-                      -99     0     0     0     0    80     0     0     0     0       0
has                    -99     0     0     0     0    81     0     0     0     0       0
peculiar                 2     1     8     8    30    82   278     1     1    48       2
effects                  2     1     7     7    40    83   110     2     2    49      10
when                     2     1     4     4    48    84   161     2     2    52     144
combined                 2     1     8     8    54    85   318     3     3    51       2
with                   -99     0     0     0     0    86     0     0     0     0       0
the                    -99     0     0     0     0    87     0     0     0     0       0
presence                 2     1     8     8    71    88   239     2     2    53       5
of                     -99     0     0     0     0    89     0     0     0     0       0
a                        2     2     1     1     0    90   237     0     0    64    1434
a                        2     2     1     1     0    90   128     0     0    65    1434
rather                 -99     0     0     0     0    91     0     0     0     0       0
large                  -99     0     0     0     0    92     0     0     0     0       0
lizard                   2     2     6     6    16    93   112     1     1    56       3
sprawled                 2     2     8     8    25    94   259     3     3    57       2
across                   2     2     6     6    37    95   173     6     6    58      28
your                   -99     0     0     0     0    96     0     0     0     0       0
back.                    2     2     5     4    44    97   169     1     1    59      38
Lesson                   2     2     6     6    52    98   321     3     3    60       5
two,                   -99     0     0     0     0    99     0     0     0     0       0
which                  -99     0     0     0     0   100     0     0     0     0       0
is                       2     2     2     2    67   101   198     0     0    61     717
not                      2     2     3     3    72   102   149     2     2    62     277
altogether               2     3    10    10     0   103   235     0     0    73       3
discouraging,          -99     0     0     0     0   104     0     0     0     0       0
is                     -99     0     0     0     0   105     0     0     0     0       0
that                     2     3     4     4    32   106   248     4     4    66     871
men                    -99     0     0     0     0   107     0     0     0     0       0
in                     -99     0     0     0     0   108     0     0     0     0       0
pubs                     2     3     4     4    43   109   195     3     3    67       2
pubs                     2     3     4     4    40   109   204     0     0    68       2
have                   -99     0     0     0     0   110     0     0     0     0       0
a                      -99     0     0     0     0   111     0     0     0     0       0
problem                  2     3     7     7    54   112   184     2     2    69      24
with                   -99     0     0     0     0   113     0     0     0     0       0
rather                   2     3     6     6    66   114   124     1     1    70      42
large                    2     3     5     5    73   115    63     1     1    71      18
lizards                -99     0     0     0     0   116     0     0     0     0       0
sprawled               -99     0     0     0     0   117     0     0     0     0       0
across                 -99     0     0     0     0   118     0     0     0     0       0
ladies'                  2     4     7     6    24   119   211     0     0    74       1
backs,                   2     4     6     5    33   120   224     1     1    75       2
perceiving               2     4    10    10    48   121   264     9     9    76       1
them                   -99     0     0     0     0   122     0     0     0     0       0
as                     -99     0     0     0     0   123     0     0     0     0       0
a                        2     4     1     1    59   124   218     1     1    77    1434
threat.                  2     4     7     6    63   125   126     3     3    78       7
Precisely                2     5     9     9     1   126   144     1     1    80       5
what                   -99     0     0     0     0   127     0     0     0     0       0
