WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
the                      1     1     3     3     4     2   215     1     1     0    3511
first                    1     1     5     5    10     3   234     3     3    -6      87
phase                    1     1     5     5    16     4    56     3     3    -6       4
phase                    1     1     5     5    18     4   243     5     5    -2       4
the                      1     1     3     3    23     6   211     1     1    -5    3511
official                 1     1     8     8    28     7   113     2     2    -5      10
*Blink                   1   -99     8     8   -99   -99   101   -99   -99   -99     -99
inquiry                  1     1     7     7    37     8   456     2     2   -99       5
into                     1     1     4     4    46     9   215     3     3    -9      82
death                    1     1     5     5    53    11   188     1     1    -7      22
Victoria                 1     1     8     8    61    13   253     0     0    -8       8
Victoria                 1     1     8     8    64    13   111     3     3    -3       8
Climbie                  1     1     7     7    70    14   422     0     0    -6       8
Climbie                  1     1     7     7    73    14   290     3     3    -3       8
Climbie                  1     1     7     7    72    14   184     2     2     1       8
Victoria                 1     1     8     8    69    13   201     8     8     3       8
drew                     1     2     4     4     3    15   106     3     3   -99       1
close                    1     2     5     5    14    18   182     4     4   -11      12
yesterday,               1     2    10     9    16    19   106     0     0    -2      16
yesterday,               1     2    10     9    23    19   286     7     7    -7      16
this                     1     2     4     4    30    20    77     3     3    -7     293
perhaps                  1     2     7     7    40    22   233     5     5   -10      30
perhaps                  1     2     7     7    37    22   203     2     2     3      30
is                       1     2     2     2    32    21   136     0     0     5     717
good                     1     2     4     4    45    24   121     0     0   -13      52
moment                   1     2     6     6    51    25   161     1     1    -6      12
to                       1     2     2     2    59    26   317     2     2    -8    1597
the                      1     2     3     3    69    28   229     2     2   -10    3511
recall                   1     2     6     6    66    27   205     6     6     3       8
words                    1     2     5     5    76    29   123     5     5   -10       6
Lord                     1     3     4     4     2    31    71     2     2   -99       8
Laming,                  1     3     7     6    12    32   147     7     7   -10       2
Laming,                  1     3     7     6    11    32   168     6     6     1       2
chairman                 1     3     8     8    20    34    89     3     3    -9       3
that                     1     5     4     4    22    65    80     0     0   -99     871
the                      1     3     3     3    30    36   236     1     1   -99    3511
chairman                 1     3     8     8    21    34   215     4     4     9       3
chairman                 1     3     8     8    23    34   188     6     6    -2       3
the                      1     3     3     3    31    36   183     2     2    -8    3511
inquiry,                 1     3     8     7    36    37   102     3     3    -5       5
inquiry,                 1     3     8     7    36    37    96     3     3     0       5
the                      1     3     3     3    46    39   132     1     1   -10    3511
on                       1     3     2     2    43    38   204     1     1     3     417
opening                  1     3     7     7    51    40   316     2     2    -8       1
the                      1     3     3     3    61    42   192     1     1   -10    3511
proceedings              1     3    11    11    66    43   214     2     2    -5       4
proceedings              1     3    11    11    69    43   172     5     5    -3       4
proceedings              1     3    11    11    75    43   209    11    11    -6       4
months                   1     4     6     6     3    45    83     3     3   -99      14
that                     1     4     4     4    19    48    88     4     4   -16     871
At                       1     4     2     2    14    47   252     2     2     5     269
said                     1     4     4     4    28    51   167     0     0   -14      53
time                     1     4     4     4    24    49   199     4     4     4     105
said                     1     4     4     4    31    51   225     3     3    -7      53
he                       1     4     2     2    38    53   258     0     0    -7     265
hoped                    1     4     5     5    42    54   220     1     1    -4       2
that                     1     4     4     4    48    55    96     1     1    -6     871
that                     1     4     4     4    51    55   216     4     4    -3     871
Climbie                  1     4     7     7    58    57   508     2     2    -7       8
case                     1     4     4     4    65    58   100     1     1    -7      26
Climbie                  1     4     7     7    63    57   161     7     7     2       8
would                    1     4     5     5    71    59   184     2     2    -8     146
mark                     1     4     4     4    75    60   198     0     0    -4      10
'turning                 1     5     8     7     5    62   194     3     2   -99       4
'turning                 1     5     8     7     3    62    84     1     0     2       4
*Blink                   1   -99     8     7   -99   -99   122   -99   -99   -99     -99
and                      1     5     3     3    20    64    93     2     2   -99    1283
and                      1     5     3     3    19    64    69     1     1     1    1283
point'                   1     5     6     5    17    63    97     6     6     2      26
that                     1     5     4     4    24    65   138     2     2    -7     871
that                     1     5     4     4    25    65   108     3     3    -1     871
lessons                  1     5     7     7    33    67   218     2     2    -8       7
that                     1     5     4     4    26    65   110     4     4     7     871
the                      1     5     3     3    27    66   119     0     0    -1    3511
lessons                  1     5     7     7    34    67   246     3     3    -7       7
that                     1     5     4     4    25    65   188     3     3     9     871
lessons                  1     5     7     7    36    67   281     5     5   -11       7
the                      1     5     3     3    44    69   206     2     2    -8    3511
case                     1     5     4     4    47    70   181     1     1    -3      26
would                    1     5     5     5    53    71   230     2     2    -6     146
result                   1     5     6     6    59    72   252     2     2    -6      14
proper                   1     5     6     6    69    74   196     2     2   -10       8
in                       1     5     2     2    65    73   315     1     1     4    1091
protection               2     1    10    10     1    75   208     1     1     0       4
protection               2     1    10    10     4    75   287     4     4    -3       4
vulnerable               2     1    10    10    21    77   211     6     6   -17       5
vulnerable               2     1    10    10    19    77   142     4     4     2       5
protection               2     1    10    10    10    75   333    10    10     9       4
vulnerable               2     1    10    10    16    77   232     1     1    -6       5
for                      2     1     3     3    14    76   119     3     3     2     519
and                      2     1     3     3    29    78   294     3     3   -15    1283
abused                   2     1     6     6    30    79   207     0     0    -1       1
children                 2     1     8     8    39    80    90     2     2    -9      43
children                 2     1     8     8    42    80    53     5     5    -3      43
Britain.                 2     1     8     7    50    82   158     1     1    -8      26
in                       2     1     2     2    47    81   121     1     1     3    1091
*Off-screen              2   -99     2     2   -99   -99   132   -99   -99   -99     -99
Laming                   2     1     6     6    67    84   385     0     0   -99       2
Laming                   2     1     6     6    73    84   340     6     6    -6       2
certainly                2     2     9     9     4    86   254     4     4   -99      21
right                    2     2     5     5    15    87   123     5     5   -11      38
