WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
best                     1     1     4     4     5     2   188     1     1     0      23
scientists               1     1    10    10    11     3   150     2     2    -6       6
scientists               1     1    10    10    14     3   112     5     5    -3       6
used                     1     1     4     4    23     4   201     3     3    -9      32
confined                 1     1     8     8    33     7   128     2     2   -10       1
confined                 1     1     8     8    38     7   102     7     7    -5       1
university               1     1    10    10    47     9   125     4     4    -9      18
university               1     1    10    10    52     9   229     9     9    -5      18
research.                1     1     9     8    57    10    82     3     3    -5      22
confined                 1     1     8     8    39     7   176     8     8    18       1
confined                 1     1     8     8    34     7   188     3     3     5       1
Now                      1     1     3     3    66    11   183     2     2   -32     107
Britain                  1     1     7     7    73    12   144     5     5    -7      26
confined                 1     1     8     8    34     7   180     3     3    39       1
confined                 1     1     8     8    36     7   204     5     5    -2       1
Britain                  1     1     7     7    70    12   157     2     2   -34      26
*Off-screen              1   -99     7     7   -99   -99   124   -99   -99   -99     -99
from                     1     2     4     4    14    15   223     4     4   -99     248
genius.                  1     2     7     6    21    17   271     0     0    -7       4
genius.                  1     2     7     6    24    17   153     3     3    -3       4
criticisms               1     2    10    10    38    19   188     0     0   -14       1
criticisms               1     2    10    10    42    19   195     4     4    -4       1
of                       1     2     2     2    51    20   135     2     2    -9    1757
Britain                  1     2     7     7    55    21   191     3     3    -4      26
come                     1     2     4     4    64    22   250     4     4    -9      37
go,                      1     2     3     2    72    24   104     3     3    -8      40
*Off-screen              1   -99     3     2   -99   -99   183   -99   -99   -99     -99
criticisms               1     2    10    10    43    19   286     5     5   -99       1
*Off-screen              1   -99    10    10   -99   -99   185   -99   -99   -99     -99
shift.                   1     3     6     5    21    29   151     2     2   -99       1
shift.                   1     3     6     5    23    29   163     4     4    -2       1
nearly                   1     3     6     6    31    31   153     1     1    -8       6
nearly                   1     3     6     6    35    31   164     5     5    -4       6
century,                 1     3     8     7    43    33   128     4     4    -8       4
this                     1     3     4     4    52    34   174     4     4    -9     293
country                  1     3     7     7    58    35   104     5     5    -6      32
lived                    1     3     5     5    66    37   124     1     1    -8       6
with                     1     3     4     4    72    38    63     1     1    -6     393
*Off-screen              1   -99     4     4   -99   -99   124   -99   -99   -99     -99
we                       1     4     2     2    12    42   173     0     0   -99     179
a                        1     4     1     1    20    44   167     0     0    -8    1434
disproportionate         1     4    16    16    28    45   221     6     6    -8       1
number                   1     4     6     6    40    46   209     1     1   -12      18
number                   1     4     6     6    44    46   136     5     5    -4      18
world's                  1     4     7     7    54    49   176     1     1   -10       2
most                     1     4     4     4    62    50   165     1     1    -8      93
inventive                1     4     9     9    73    51   171     7     7   -11       2
scientific               1     5    10    10     7    52    92     7     7   -99      14
minds,                   1     5     6     5    15    53   183     4     4    -8       8
are                      1     5     3     3    24    55   123     2     2    -9     351
truly                    1     5     5     5    30    56   183     4     4    -6       4
terrible                 1     5     8     8    36    57   237     4     4    -6       6
exploiting               1     5    10    10    47    59   280     3     3   -11       1
exploiting               1     5    10    10    50    59    76     6     6    -3       1
them.                    1     5     5     4    55    60   137     0     0    -5      80
all                      1     5     3     3    72    62   234     3     3   -17     167
that                     1     5     4     4    77    63   174     4     4    -5     871
is                       1     5     2     2    80    64   471     2     2    -3     717
that                     1     5     4     4    74    63   173     1     1     6     871
is                       1     5     2     2    80    64   191     2     2    -6     717
becoming                 2     1     8     8     6    65   149     6     6     0       5
becoming                 2     1     8     8     2    65   178     2     2     4       5
thing                    2     1     5     5    12    67   218     1     1   -10      24
thing                    2     1     5     5    14    67    84     3     3    -2      24
the                      2     1     3     3    21    69    65     1     1    -7    3511
past.                    2     1     5     4    26    70   177     2     2    -5      27
market                   2     1     6     6    35    72   153     1     1    -9      19
market                   2     1     6     6    38    72   127     4     4    -3      19
bubble                   2     1     6     6    44    73   242     3     3    -6       4
1999-2000                2     1     9     9    51    75   117     0     0    -7     -99
1999-2000                2     1     9     9    55    75   145     4     4    -4     -99
1999-2000                2     1     9     9    58    75   108     7     7    -3     -99
market                   2     1     6     6    37    72   300     3     3    21      19
bubble                   2     1     6     6    44    73   203     3     3    -7       4
1999-2000                2     1     9     9    51    75    59     0     0    -7     -99
1999-2000                2     1     9     9    55    75   113     4     4    -4     -99
1999-2000                2     1     9     9    58    75   173     7     7    -3     -99
showed                   2     1     6     6    66    76   111     5     5    -8       2
that                     2     1     4     4    72    77    85     4     4    -6     871
science,                 2     2     8     7     5    78   365     5     5   -99      19
all                      2     2     3     3    14    80   191     2     2    -9     167
its                      2     2     3     3    19    81   189     3     3    -5     152
forms,                   2     2     6     5    23    82   118     3     3    -4       4
a                        2     2     1     1    32    84   173     1     1    -9    1434
huge                     2     2     4     4    37    85   152     4     4    -5      14
capacity                 2     2     8     8    42    86   212     4     4    -5       5
excite.                  2     2     7     6    53    88   274     3     3   -11       1
Small,                   2     2     6     5    61    89   195     3     3    -8      14
university-              2     2    11    11    71    90   230     6     6   -10      18
companies                2     3     9     9    17    92   292     6     6   -99      12
such                     2     3     4     4    25    93   188     4     4    -8      87
Osmetech,                2     3     9     8    33    95   499     4     4    -8       1
which                    2     3     5     5    44    96   153     5     5   -11     152
makes                    2     3     5     5    47    97    69     2     2    -3      14
hi-tech                  2     3     7     7    54    99   136     1     1    -7     -99
hi-tech                  2     3     7     7    57    99   123     4     4    -3     -99
'nose',                  2     3     7     4    64   100   239     3     2    -7       2
makes                    2     3     5     5    45    97   160     0     0    19      14
which                    2     3     5     5    44    96    61     5     5     1     152
makes                    2     3     5     5    49    97    97     4     4    -5      14
hi-tech                  2     3     7     7    56    99   210     3     3    -7     -99
De                       2     3     2     2    70   101   115     1     1   -14      10
Novo                     2     3     4     4    75   102   139     3     3    -5       1
*Off-screen              2   -99     4     4   -99   -99    66   -99   -99   -99     -99
Pharmaceuticals,         2     4    16    15     8   103   250     8     8   -99       1
Pharmaceuticals,         2     4    16    15    12   103   185    12    12    -4       1
Pharmaceuticals,         2     4    16    15    15   103   182    15    15    -3       1
