WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
She                      1     1     3     3     3     1   407     3     3     1      91
was                    -99     0     0     0     0     2     0     0     0     0       0
the                    -99     0     0     0     0     3     0     0     0     0       0
best-selling             1     1    12    12    13     4   196     1     1     2     -99
best-selling             1     1    12    12    19     4   153     7     7     3     -99
queen                    1     1     5     5    26     5   219     1     1     4       7
of                     -99     0     0     0     0     6     0     0     0     0       0
the                      1     1     3     3    36     7   172     2     2     5    3511
romantic                 1     1     8     8    42     8   123     4     4     6       4
Aga                      1     1     3     3    48     9   185     1     1     7       1
saga.                    1     1     5     4    51    10   186     0     0     8       2
He                     -99     0     0     0     0    11     0     0     0     0       0
was                      1     1     3     3    60    12   218     0     0     9     383
the                      1     1     3     3    65    13   341     1     1    10    3511
enfant                 -99     0     0     0     0    14     0     0     0     0       0
terrible                 1     2     8     8     8    15   152     8     8    11       6
of                     -99     0     0     0     0    16     0     0     0     0       0
the                    -99     0     0     0     0    17     0     0     0     0       0
right-on                 1     2     8     8    19    18   205     3     3    12     -99
right-on                 1     2     8     8    23    18   186     7     7    13     -99
urban                    1     2     5     5    28    19   176     3     3    14       3
literati.                1     2     9     8    35    20   275     4     4    15       1
Would                  -99     0     0     0     0    21     0     0     0     0       0
the                      1     2     3     3    49    22   213     2     2    16    3511
earth                    1     2     5     5    54    23   222     3     3    17       8
move                   -99     0     0     0     0    24     0     0     0     0       0
when                     1     2     4     4    62    25   231     0     0    18     144
their                    1     2     5     5    71    26   205     4     4    19     225
paths                    1     2     5     5    76    27   102     3     3    20       1
crossed?               -99     0     0     0     0    28     0     0     0     0       0
I                      -99     0     0     0     0    29     0     0     0     0       0
quite                  -99     0     0     0     0    30     0     0     0     0       0
like                     1     3     4     4    23    31   209     2     2    22      99
Joanna                   1     3     6     6    29    32   209     3     3    23      18
Trollope;                1     3     9     8    37    33   148     4     4    24       3
she's                  -99     0     0     0     0    34     0     0     0     0       0
warm,                    1     3     5     4    49    35   277     0     0    25       6
warm,                    1     3     5     4    53    35   217     4     4    26       6
engaged                  1     3     7     7    55    36   143     0     0    27       4
and                      1     3     3     3    63    37   220     0     0    28    1283
responsive,              1     3    11    10    75    38   506     8     8    29       1
and                    -99     0     0     0     0    39     0     0     0     0       0
clearly                -99     0     0     0     0    40     0     0     0     0       0
has                      1     4     3     3    14    41   196     2     2    30     239
her                    -99     0     0     0     0    42     0     0     0     0       0
heart                    1     4     5     5    24    43   209     4     4    31       8
in                     -99     0     0     0     0    44     0     0     0     0       0
approximately            1     4    13    13    29    45   179     0     0    32       1
approximately            1     4    13    13    39    45   204    10    10    33       1
the                    -99     0     0     0     0    46     0     0     0     0       0
right                  -99     0     0     0     0    47     0     0     0     0       0
place.                   1     4     6     5    53    48   203     0     0    34      22
To                       1     4     2     2    60    49   161     0     0    35    1597
me,                    -99     0     0     0     0    50     0     0     0     0       0
she                      1     4     3     3    69    51   265     2     2    36      91
is                     -99     0     0     0     0    52     0     0     0     0       0
a                      -99     0     0     0     0    53     0     0     0     0       0
quintessentially         1     5    16    16    14    54   197    14    14    39       2
English                -99     0     0     0     0    55     0     0     0     0       0
phenomenon,              1     5    11    10    27    56   235     2     2    40       2
phenomenon,              1     5    11    10    32    56   208     7     7    41       2
the                    -99     0     0     0     0    57     0     0     0     0       0
lower-middlebrow         1     5    16    16    48    58   194     7     7    42     -99
lower-middlebrow         1     5    16    16    54    58   206    13    13    43     -99
novelist                 1     5     8     8    63    59   335     5     5    44       4
who                      1     5     3     3    67    60   156     0     0    45     157
has                    -99     0     0     0     0    61     0     0     0     0       0
just                     1     5     4     4    78    62   233     3     3    46      75
enough                   2     1     6     6     6    63   215     6     6    50      32
sophistication           2     1    14    14     8    64   221     1     1    48       1
sophistication           2     1    14    14    13    64   187     6     6    49       1
sophistication           2     1    14    14    15    64   198     8     8    52       1
to                       2     1     2     2    23    65   187     1     1    51    1597
be                     -99     0     0     0     0    66     0     0     0     0       0
able                     2     1     4     4    30    67   161     2     2    53      14
to                     -99     0     0     0     0    68     0     0     0     0       0
convince                 2     1     8     8    39    69   176     3     3    54       3
her                    -99     0     0     0     0    70     0     0     0     0       0
readership               2     1    10    10    50    71   205     1     1    55       3
readership               2     1    10    10    53    71   172     4     4    56       3
that                   -99     0     0     0     0    72     0     0     0     0       0
they                     2     1     4     4    65    73   182     0     0    57     258
may                      2     1     3     3    72    74   160     2     2    58      67
be                     -99     0     0     0     0    75     0     0     0     0       0
getting                -99     0     0     0     0    76     0     0     0     0       0
an                       2     2     2     2     8    77   182     0     0    59     195
upper-middlebrow         2     2    16    16    16    78   175     5     5    60     -99
upper-middlebrow         2     2    16    16    23    78   181    12    12    61     -99
product.                 2     2     8     7    30    79   177     2     2    62       5
She's                  -99     0     0     0     0    80     0     0     0     0       0
also                     2     2     4     4    49    81   249     2     2    64      58
quite                    2     2     5     5    57    82   179     5     5    65      48
vulnerable,              2     2    11    10    66    83   226     8     8    66       5
Joanna,                  2     2     7     6    76    84   189     6     6    67      18
and                    -99     0     0     0     0    85     0     0     0     0       0
has                    -99     0     0     0     0    86     0     0     0     0       0
had                    -99     0     0     0     0    87     0     0     0     0       0
quite                    2     3     5     5    15    88   139     3     3    68      48
a                      -99     0     0     0     0    89     0     0     0     0       0
monstering               2     3    10    10    24    90   179     4     4    69       1
monstering               2     3    10    10    29    90   172     9     9    70       1
from                   -99     0     0     0     0    91     0     0     0     0       0
the                      2     3     3     3    36    92   192     0     0    71    3511
Daily                  -99     0     0     0     0    93     0     0     0     0       0
Mail,                    2     3     5     4    46    94   186     0     0    72       5
that                     2     3     4     4    52    95   189     0     0    73     871
paper                    2     3     5     5    62    96   213     5     5    74      10
bastion                -99     0     0     0     0    97     0     0     0     0       0
of                       2     3     2     2    71    98   417     0     0    75    1757
