WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
After                    1     1     5     5     3     1   172     3     3     1      62
England's                1     1     9     9     9     2   177     3     3     2     -99
overwhelming             1     1    12    12    20     3   143     4     4     4       2
overwhelming             1     1    12    12    25     3    79     9     9     5       2
overwhelming             1     1    12    12    25     3   136     9     9     6       2
defeat                   1     1     6     6    34     4   354     5     5     7       1
of                     -99     0     0     0     0     5     0     0     0     0       0
the                      1     1     3     3    40     6   165     1     1    10    3511
admired                  1     1     7     7    47     7   163     4     4     8       1
admired                  1     1     7     7    43     7   246     0     0     9       1
admired                  1     1     7     7    49     7   246     6     6    11       1
Ireland                  1     1     7     7    56     8   110     5     5    12      12
-                      -99     0     0     0     0     9     0     0     0     0       0
how                      1     1     3     3    63    10   167     2     2    14      59
how                      1     1     3     3    63    10    54     2     2    15      59
how                      1     1     3     3    63    10   186     2     2    16      59
long                     1     1     4     4    68    11   649     3     3    17      43
ago                      1     1     3     3    73    12   212     3     3    18      29
it                     -99     0     0     0     0    13     0     0     0     0       0
now                      1     1     3     3    78    14   121     1     1    19     107
seems                  -99     0     0     0     0    15     0     0     0     0       0
-                      -99     0     0     0     0    16     0     0     0     0       0
the                    -99     0     0     0     0    17     0     0     0     0       0
London                   1     2     6     6    16    18   230     4     4    20      27
press,                   1     2     6     5    22    19   126     3     3    21      14
press,                   1     2     6     5    25    19    98     6     6    22      14
press,                   1     2     6     5    25    19    81     6     6    23      14
sober                    1     2     5     5    31    20   252     5     5    27       1
broadsheets              1     2    11    11    32    21    78     0     0    24       1
broadsheets              1     2    11    11    37    21    60     5     5    25       1
broadsheets              1     2    11    11    40    21   469     8     8    26       1
as                       1     2     2     2    46    22   163     2     2    32     422
much                     1     2     4     4    47    23   244     0     0    28      97
much                     1     2     4     4    50    23   354     3     3    30      97
as                       1     2     2     2    52    24   169     0     0    31     422
xenophobic               1     2    10    10    56    25   316     1     1    29       2
xenophobic               1     2    10    10    55    25   238     0     0    33       2
xenophobic               1     2    10    10    63    25   265     8     8    34       2
tabloids,                1     2     9     8    71    26   269     5     5    35       1
tabloids,                1     2     9     8    69    26   109     3     3    36       1
outdid                 -99     0     0     0     0    27     0     0     0     0       0
even                     1     3     4     4     8    28   177     1     1    37      84
Welsh                    1     3     5     5    14    29   320     2     2    38       3
Welsh                    1     3     5     5    13    29   238     1     1    39       3
supporters               1     3    10    10    25    30   313     7     7    40       2
of                     -99     0     0     0     0    31     0     0     0     0       0
the                      1     3     3     3    32    32    99     0     0    42    3511
1970s                    1     3     5     5    36    33   208     0     0    41       5
1970s                    1     3     5     5    41    33   206     5     5    43       5
in                     -99     0     0     0     0    34     0     0     0     0       0
lack                     1     3     4     4    46    35   377     1     1    45       7
of                       1     3     2     2    50    36   172     0     0    44    1757
realism                  1     3     7     7    58    37   206     5     5    46       2
realism                  1     3     7     7    54    37   101     1     1    47       2
and                    -99     0     0     0     0    38     0     0     0     0       0
sheer                    1     3     5     5    66    39   243     1     1    49       2
sheer                    1     3     5     5    70    39   136     5     5    50       2
conceit;                 1     3     8     7    75    40   353     4     4    51       1
conceit;                 1     3     8     7    77    40    90     6     6    52       1
which                  -99     0     0     0     0    41     0     0     0     0       0
is                       1     4     2     2     6    42   224     0     0    53     717
saying                   1     4     6     6    14    43   286     5     5    54       9
something.               1     4    10     9    22    44    83     6     6    55      29
something.               1     4    10     9    16    44   122     0     0    56      29
I                      -99     0     0     0     0    45     0     0     0     0       0
