WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
Lesley                   1     1     6     6     4     1   144     4     4     0       9
Lesley                   1     1     6     6     1     1   110     1     1     3       9
*Off-screen              1   -99     6     6   -99   -99   137   -99   -99   -99     -99
Lesley                   1     1     6     6     0     1   118     0     0   -99       9
Monk,                    1     1     5     4     7     2   257     0     0    -7       2
a                        1     1     1     1    14     3   313     1     1    -7    1434
51-year-old              1     1    11    11    18     4   185     3     3    -4     -99
51-year-old              1     1    11    11    22     4   170     7     7    -4     -99
51-year-old              1     1    11    11    26     4   211    11    11    -4     -99
from                     1     1     4     4    31     5   278     4     4    -5     248
Burnley,                 1     1     8     7    40     6   237     8     8    -9       1
to                       1     1     2     2    50     8   227     0     0   -10    1597
Mark                     1     1     4     4    57     9   222     4     4    -7      10
MacKenzie                1     1     9     9    61    10    99     3     3    -4       1
why                      1     1     3     3    68    11   220     0     0    -7      35
she                      1     1     3     3    72    12   150     0     0    -4      91
her                      1     2     3     3     2    14    88     2     2   -99     107
*Off-screen              1   -99     3     3   -99   -99   176   -99   -99   -99     -99
of                       1     2     2     2    11    16   268     2     2   -99    1757
are                      1     2     3     3    22    18   291     2     2   -11     351
going                    1     2     5     5    29    19   178     5     5    -7      39
to                       1     2     2     2    39    22   194     0     0   -10    1597
out                      1     2     3     3    37    21    68     2     2     2     113
conquer                  1     2     7     7    42    23   289     0     0    -5       2
wastes                   1     2     6     6    54    25   306     0     0   -12       1
Alaska.                  1     2     7     6    64    27   161     0     0   -10       3
Alaska.                  1     2     7     6    66    27   116     2     2    -2       3
wastes                   1     2     6     6    57    25   334     3     3     9       1
Alaska.                  1     2     7     6    67    27   308     3     3   -10       3
While                    1     3     5     5     3    28   179     3     3   -99      43
you                      1     3     3     3     8    29   168     2     2    -5     179
are                      1     3     3     3    13    30   141     3     3    -5     351
reading                  1     3     7     7    18    31   182     4     4    -5       5
this,                    1     3     5     4    26    32   157     4     4    -8     293
this,                    1     3     5     4    23    32   213     1     1     3     293
this,                    1     3     5     4    27    32    54     5     5    -4     293
Lesley                   1     3     6     6    33    33   220     5     5    -6       9
Monk                     1     3     4     4    37    34   176     2     2    -4       2
*Blink                   1   -99     4     4   -99   -99   132   -99   -99   -99     -99
Monk                     1     3     4     4    39    34   159     4     4   -99       2
Lesley                   1     3     6     6    30    33   195     2     2     9       9
Monk                     1     3     4     4    36    34   187     1     1    -6       2
taking                   1     3     6     6    45    36   268     2     2    -9      11
dogs                     1     3     4     4    54    38   158     0     0    -9      12
her                      1     3     3     3    53    37   125     3     3     1     107
dogs                     1     3     4     4    57    38   131     3     3    -4      12
a                        1     3     1     1    64    40   230     1     1    -7    1434
walk.                    1     3     5     4    67    41   317     2     2    -3       5
Sixteen                  1     3     7     7    72    42   105     1     1    -5       1
Sixteen                  1     3     7     7    75    42   304     4     4    -3       1
Sixteen                  1     3     7     7    77    42   168     6     6    -2       1
for                      1     3     3     3    61    39   217     2     2    16     519
Sixteen                  1     3     7     7    76    42   325     5     5   -15       1
of                       1     4     2     2     2    43   219     2     2   -99    1757
fact,                    1     4     5     4    12    46   275     1     1   -10      32
not                      1     4     3     3    23    48   187     2     2   -11     277
just                     1     4     4     4    26    49    76     1     1    -3      75
for                      1     4     3     3    31    50   186     1     1    -5     519
quick                    1     4     5     5    37    52   211     1     1    -6       2
quick                    1     4     5     5    40    52   115     4     4    -3       2
once-round-the-park.     1     4    20    19    52    53   103    10    10   -12     -99
