WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
When                     1     1     4     4     1     1   143     1     1     1     144
I                        1     1     1     1     5     2   163     0     0     2     327
was                    -99     0     0     0     0     3     0     0     0     0       0
about                    1     1     5     5    11     4   181     0     0     3     164
20,                      1     1     3     2    18     5   181     1     1     4     -99
I                        1     1     1     1    22     6   150     1     1     5     327
worked                   1     1     6     6    29     7   190     6     6     6       8
in                     -99     0     0     0     0     8     0     0     0     0       0
an                       1     1     2     2    34     9   191     1     1     8     195
office.                  1     1     7     6    37    10   134     1     1     7      11
Every                    1     1     5     5    48    11   209     4     4     9      45
morning                  1     1     7     7    54    12   142     4     4    10      17
there                    1     1     5     5    62    13   219     4     4    11     189
would                  -99     0     0     0     0    14     0     0     0     0       0
be                       1     1     2     2    70    15   223     0     0    12     423
that                   -99     0     0     0     0    16     0     0     0     0       0
little                   1     2     6     6     5    17   180     5     5    13      33
joke,                  -99     0     0     0     0    18     0     0     0     0       0
where                    1     2     5     5    18    19   352     5     5    17      58
anyone                   1     2     6     6    19    20   190     0     0    14       9
who                      1     2     3     3    26    21   242     0     0    15     157
arrived                  1     2     7     7    33    22    79     3     3    16       9
arrived                  1     2     7     7    32    22   274     2     2    18       9
five                     1     2     4     4    42    23   233     4     4    19      18
minutes                -99     0     0     0     0    24     0     0     0     0       0
late                   -99     0     0     0     0    25     0     0     0     0       0
would                    1     2     5     5    56    26   198     0     0    20     146
would                    1     2     5     5    61    26   204     5     5    23     146
say                      1     2     3     3    63    27   130     1     1    21      49
say                      1     2     3     3    65    27   141     3     3    24      49
'Morning'                1     2     9     7    71    28   112     5     4    22      17
and                      1     2     3     3    76    29   248     0     0    25    1283
everyone                 1     3     8     8     5    30   264     5     5    26       7
would                  -99     0     0     0     0    31     0     0     0     0       0
call                     1     3     4     4    18    32    70     3     3    27      22
call                     1     3     4     4    15    32   221     0     0    30      22
back                     1     3     4     4    23    33    55     3     3    28      38
back                     1     3     4     4    23    33   158     3     3    31      38
'Afternoon'.             1     3    12     9    33    34   192     8     7    29       4
'Afternoon'.             1     3    12     9    26    34   219     1     0    32       4
'Afternoon'.             1     3    12     9    31    34   243     6     5    34       4
'Afternoon'.             1     3    12     9    32    34   138     7     6    35       4
The                    -99     0     0     0     0    35     0     0     0     0       0
next                     1     3     4     4    46    36   180     0     0    36      35
joke                     1     3     4     4    51    37   174     0     0    37       2
would                    1     3     5     5    58    38   187     2     2    38     146
would                    1     3     5     5    61    38   198     5     5    40     146
come                     1     3     4     4    66    39   181     4     4    39      37
at                       1     3     2     2    69    40   128     2     2    41     269
about                    1     3     5     5    73    41   112     3     3    42     164
11,                    -99     0     0     0     0    42     0     0     0     0       0
when                   -99     0     0     0     0    43     0     0     0     0       0
the                      1     4     3     3     6    44   138     1     1    43    3511
boss                   -99     0     0     0     0    45     0     0     0     0       0
would                    1     4     5     5    17    46   245     3     3    44     146
take                     1     4     4     4    23    47   184     3     3    45      42
his                    -99     0     0     0     0    48     0     0     0     0       0
coffee                   1     4     6     6    30    49   303     1     1    46       4
cup                      1     4     3     3    37    50   167     1     1    47       9
across                   1     4     6     6    43    51   240     3     3    48      28
across                   1     4     6     6    41    51   275     1     1    49      28
to                       1     4     2     2    49    52   210     2     2    50    1597
the                    -99     0     0     0     0    53     0     0     0     0       0
sink                     1     4     4     4    54    54   186     0     0    51       4
to                       1     4     2     2    61    55   322     2     2    52    1597
rinse                    1     4     5     5    66    56   301     4     4    53       1
it                     -99     0     0     0     0    57     0     0     0     0       0
out.                   -99     0     0     0     0    58     0     0     0     0       0
Every                    1     5     5     5     5    59   247     5     5    54      45
Every                    1     5     5     5     3    59   111     3     3    57      45
day                      1     5     3     3     8    60   170     2     2    56      35
he'd                     1     5     4     4    14    61   262     4     4    55     -99
say,                     1     5     4     3    19    62   193     4     4    58      49
'Just                  -99     0     0     0     0    63     0     0     0     0       0
going                    1     5     5     5    30    64   267     4     4    59      39
going                    1     5     5     5    30    64   225     4     4    62      39
off                    -99     0     0     0     0    65     0     0     0     0       0
to                       1     5     2     2    36    66   109     0     0    61    1597
wash                     1     5     4     4    39    67   143     0     0    60       4
wash                     1     5     4     4    43    67   256     4     4    63       4
