WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
tourists                 1     1     8     8     4     2   179     0     0     0       3
Are                      1     1     3     3     2     1   153     2     2     2     351
Are                      1     1     3     3     0     1   184     0     0     2     351
enticed                  1     1     7     7    14     3   261     1     1   -14       1
by                       1     1     2     2    23     4   164     2     2    -9     252
by                       1     1     2     2    22     4   169     1     1     1     252
these                    1     1     5     5    26     5   154     2     2    -4      73
attractions              1     1    11    11    33     6   246     3     3    -7       2
threatening              1     1    11    11    45     7   274     3     3   -12       3
their                    1     1     5     5    54     8   191     0     0    -9     225
their                    1     1     5     5    59     8   205     5     5    -5     225
existence?               1     1    10     9    67    10   181     2     2    -8       4
existence?               1     1    10     9    71    10   104     6     6    -4       4
the                      1     5     3     3    65    60    70     1     1   -99    3511
the                      1     5     3     3    66    60   100     2     2    -1    3511
existence?               1     1    10     9    71    10   580     6     6   -99       4
very                     1     1     4     4    63     9   225     3     3     8      56
threatening              1     1    11    11    48     7   176     6     6    15       3
The                      1     2     3     3     2    11   272     2     2   -99    3511
two                      1     2     3     3     7    12   226     3     3    -5      43
young                    1     2     5     5    13    13   374     5     5    -6      43
two                      1     2     3     3     4    12   229     0     0     9      43
took                     1     2     4     4    25    15   171     1     1   -21      17
sea-lions                1     2     9     9    23    14   116     9     9     2     -99
not                      1     2     3     3    29    16   485     0     0    -6     277
took                     1     2     4     4    24    15   159     0     0     5      17
sea-lions                1     2     9     9    19    14   172     5     5     5     -99
not                      1     2     3     3    29    16   212     0     0   -10     277
slightest                1     2     9     9    39    18   202     2     2   -10       3
interest                 1     2     8     8    48    19   213     1     1    -9      17
interest                 1     2     8     8    51    19   147     4     4    -3      17
our                      1     2     3     3    61    21   161     2     2   -10      84
our                      1     2     3     3    59    21   284     0     0     2      84
arrival.                 1     2     8     7    66    22   228     3     3    -7       2
They                     1     2     4     4    73    23   231     1     1    -7     258
*Off-screen              1   -99     4     4   -99   -99   280   -99   -99   -99     -99
on                       1     3     2     2    13    26   165     0     0   -99     417
playing                  1     3     7     7    10    25   254     5     5     3       6
the                      1     3     3     3    18    27   266     2     2    -8    3511
rolling                  1     3     7     7    27    29   214     0     0    -9       1
and                      1     3     3     3    40    31   163     0     0   -13    1283
over                     1     3     4     4    36    30   179     1     1     4      76
tumbling                 1     3     8     8    46    32   333     2     2   -10       1
into                     1     3     4     4    53    33   249     0     0    -7      82
into                     1     3     4     4    57    33   128     4     4    -4      82
the                      1     3     3     3    61    34   202     3     3    -4    3511
together,                1     3     9     8    70    36   497     2     2    -9       5
together,                1     3     9     8    72    36   584     4     4    -2       5
together,                1     3     9     8    70    36   158     2     2     2       5
together,                1     3     9     8    74    36   354     6     6    -4       5
together,                1     3     9     8    71    36   133     3     3     3       5
*Off-screen              1   -99     9     8   -99   -99   151   -99   -99   -99     -99
entirely                 1     4     8     8     5    37   178     5     5   -99       9
the                      1     4     3     3    21    39   215     3     3   -16    3511
the                      1     4     3     3    19    39   110     1     1     2    3511
beings                   1     4     6     6    29    41   227     1     1   -10       4
edging                   1     4     6     6    37    42   398     2     2    -8       1
awkwardly                1     4     9     9    43    43   431     1     1    -6       1
round                    1     4     5     5    55    44   150     3     3   -12      11
round                    1     4     5     5    53    44   112     1     1     2      11
them.                    1     4     5     4    58    45   457     0     0    -5      80
Our                      1     4     3     3    65    46   257     1     1    -7      84
party                    1     4     5     5    68    47   160     0     0    -3      22
party                    1     4     5     5    73    47   103     5     5    -5      22
party                    1     4     5     5    72    47    78     4     4     1      22
party                    1     4     5     5    68    47   258     0     0     4      22
*Off-screen              1   -99     5     5   -99   -99   111   -99   -99   -99     -99
*Off-screen              1   -99     5     5   -99   -99   166   -99   -99   -99     -99
step                     1     5     4     4     8    51   225     1     1   -99       5
over                     1     5     4     4    22    53   134     1     1   -14      76
gingerly                 1     5     8     8    19    52   223     7     7     3       1
hundreds                 1     5     8     8    29    54   164     3     3   -10       6
marine                   1     5     6     6    39    56   310     1     1   -10       3
iguanas                  1     5     7     7    47    57   782     2     2    -8       2
basking                  1     5     7     7    54    58   129     1     1    -7       2
the                      1     5     3     3    65    60   104     1     1   -11    3511
on                       1     5     2     2    61    59   134     0     0     4     417
*Off-screen              1   -99     2     2   -99   -99   243   -99   -99   -99     -99
with                     2     1     4     4    21    64   165     3     3     0     393
strange                  2     1     7     7     7    62   142     7     7    14       8
strange                  2     1     7     7     4    62   380     4     4     3       8
creatures                2     1     9     9    11    63   245     3     3    -7       3
with                     2     1     4     4    21    64   229     3     3   -10     393
richly                   2     1     6     6    25    65   309     2     2    -4       2
with                     2     1     4     4    20    64   114     2     2     5     393
with                     2     1     4     4    18    64   142     0     0     2     393
richly                   2     1     6     6    26    65   202     3     3    -8       2
coloured                 2     1     8     8    32    66   205     2     2    -6       1
velvet                   2     1     6     6    42    67   254     3     3   -10       1
coats,                   2     1     6     5    47    68   520     1     1    -5       2
looking                  2     1     7     7    55    69   242     2     2    -8      13
like                     2     1     4     4    63    70   214     2     2    -8      99
like                     2     1     4     4    61    70    59     0     0     2      99
something                2     1     9     9    67    71   104     1     1    -6      29
*Off-screen              2   -99     9     9   -99   -99    80   -99   -99   -99     -99
giant                    2     2     5     5    13    74   206     3     3   -99       7
giant                    2     2     5     5    15    74   280     5     5    -2       7
and                      2     2     3     3    26    76   230     3     3   -11    1283
miniature                2     2     9     9    30    78   229     1     1    -4       1
and                      2     2     3     3    23    76   221     0     0     7    1283
dinosaur,                2     2     9     8    40    79   229     1     1   -17       3
dinosaur,                2     2     9     8    43    79   354     4     4    -3       3
and                      2     2     3     3    51    80   188     2     2    -8    1283
found                    2     2     5     5    54    81   161     1     1    -3      29
nowhere                  2     2     7     7    61    82   220     2     2    -7       6
else                     2     2     4     4    68    83   228     1     1    -7       9
on                       2     2     2     2    72    84   111     0     0    -4     417
earth                    2     2     5     5    76    85   419     1     1    -4       8
*Off-screen              2   -99     5     5   -99   -99   110   -99   -99   -99     -99
*Off-screen              2   -99     5     5   -99   -99   120   -99   -99   -99     -99
here                     2     3     4     4     9    87    86     2     2   -99      29
except                   2     3     6     6     6    86   141     6     6     3       4
Galapagos.               2     3    10     9    19    90   220     0     0   -13       7
here                     2     3     4     4    10    87   267     3     3     9      29
Galapagos.               2     3    10     9    21    90   223     2     2   -11       7
little                   2     3     6     6    39    92   172     3     3   -18      33
little                   2     3     6     6    37    92   241     1     1     2      33
A                        2     3     1     1    35    91   306     1     1     2    1434
further                  2     3     7     7    45    93   198     2     2   -10       9
on                       2     3     2     2    52    94   266     1     1    -7     417
were                     2     3     4     4    55    95   320     1     1    -3     106
further                  2     3     7     7    50    93   198     7     7     5       9
were                     2     3     4     4    54    95   186     0     0    -4     106
the                      2     3     3     3    60    96   164     1     1    -6    3511
the                      2     3     3     3    62    96   229     3     3    -2    3511
blue-footed              2     3    11    11    68    97   153     5     5    -6     -99
*Off-screen              2   -99    11    11   -99   -99   236   -99   -99   -99     -99
*Off-screen              2   -99    11    11   -99   -99   284   -99   -99   -99     -99
*Off-screen              2   -99    11    11   -99   -99   185   -99   -99   -99     -99
*Off-screen              2   -99    11    11   -99   -99   145   -99   -99   -99     -99
boobies,                 2     4     8     7     5    98   238     5     5   -99       1
with                     2     4     4     4    16   100   163     1     1   -11     393
birds                    2     4     5     5    11    99   172     2     2     5       8
china-blue               2     4    10    10    31   102   261     1     1   -20     -99
china-blue               2     4    10    10    37   102   411     7     7    -6     -99
feet,                    2     4     5     4    41   103   176     0     0    -4       9
feet,                    2     4     5     4    44   103   107     3     3    -3       9
again                    2     4     5     5    49   104   218     2     2    -5      28
unique.                  2     4     7     6    55   105   472     2     2    -6       7
And                      2     4     3     3    62   106   109     1     1    -7    1283
then                     2     4     4     4    66   107   232     1     1    -4      71
there                    2     4     5     5    71   108   308     1     1    -5     189
there                    2     4     5     5    74   108   155     4     4    -3     189
there                    2     4     5     5    70   108   115     0     0     4     189
then                     2     4     4     4    67   107   160     2     2     3      71
then                     2     4     4     4    66   107   118     1     1     1      71
there                    2     4     5     5    71   108   541     1     1    -5     189
And                      2     4     3     3    64   106   125     3     3     7    1283
were                     2     4     4     4    77   109   142     1     1   -13     106
*Off-screen              2   -99     4     4   -99   -99   244   -99   -99   -99     -99
flightless               2     5    10    10     4   111   237     0     0   -99       1
the                      2     5     3     3     2   110   231     2     2     2    3511
cormorants,              2     5    11    10    17   112   146     2     2   -15       1
flightless               2     5    10    10    12   111   200     8     8     5       1
cormorants,              2     5    11    10    16   112   178     1     1    -4       1
flightless               2     5    10    10    14   111   228    10    10     2       1
cormorants,              2     5    11    10    18   112   281     3     3    -4       1
birds                    2     5     5     5    29   113   213     2     2   -11       8
with                     2     5     4     4    34   114   181     1     1    -5     393
vestigial                2     5     9     9    42   115   198     4     4    -8       1
vestigial                2     5     9     9    40   115   104     2     2     2       1
wings                    2     5     5     5    48   116   206     0     0    -8       2
vestigial                2     5     9     9    43   115   271     5     5     5       1
vestigial                2     5     9     9    41   115   179     3     3     2       1
wings                    2     5     5     5    49   116   443     1     1    -8       2
who,                     2     5     4     3    55   117   170     1     1    -6     157
over                     2     5     4     4    61   118   209     2     2    -6      76
generations,             2     5    12    11    70   120   245     2     2    -9       2
generations,             2     5    12    11    76   120   299     8     8    -6       2
generations,             2     5    12    11    74   120    13     6     6     2       2
lost                     3     1     4     4     6   122    63     1     1     0      11
the                      3     1     3     3    11   123   109     1     1    -5    3511
lost                     3     1     4     4     5   122   308     0     0     6      11
the                      3     1     3     3    11   123   174     1     1    -6    3511
ability                  3     1     7     7    18   124   199     4     4    -7       9
fly                      3     1     3     3    26   126   260     1     1    -8       4
because                  3     1     7     7    31   127   159     2     2    -5      78
nutrients                3     1     9     9    42   129   181     1     1   -11       1
the                      3     1     3     3    39   128   319     2     2     3    3511
nutrients                3     1     9     9    50   129   227     9     9   -11       1
shoreline                3     1     9     9    59   132   227     1     1    -9       2
shoreline                3     1     9     9    65   132   146     7     7    -6       2
are                      3     1     3     3    68   133   209     0     0    -3     351
so                       3     1     2     2    72   134   170     0     0    -4     154
they                     3     2     4     4     0   136   138     0     0   -99     258
they                     3     2     4     4     4   136   224     4     4    -4     258
need                     3     2     4     4    17   139   222     4     4   -13      36
have                     3     2     4     4     9   137   241     4     4     8     361
they                     3     2     4     4     2   136   273     2     2     7     258
have                     3     2     4     4     8   137   164     3     3    -6     361
leave.                   3     2     6     5    24   141   137     3     3   -16      11
leave.                   3     2     6     5    21   141   267     0     0     3      11
*Off-screen              3   -99     6     5   -99   -99   203   -99   -99   -99     -99
island                   3     2     6     6    37   143   340     1     1   -99       8
island                   3     2     6     6    36   143   158     0     0     1       8
The                      3     2     3     3    32   142   140     0     0     4    3511
island                   3     2     6     6    38   143   233     2     2    -6       8
Fernandina               3     2    10    10    48   145   279     2     2   -10       2
Fernandina               3     2    10    10    51   145   267     5     5    -3       2
Fernandina               3     2    10    10    48   145   505     2     2     3       2
Fernandina               3     2    10    10    51   145   354     5     5    -3       2
Fernandina               3     2    10    10    50   145   229     4     4     1       2
lies                     3     2     4     4    57   146   230     0     0    -7      14
at                       3     2     2     2    64   147   264     2     2    -7     269
the                      3     2     3     3    68   148   226     3     3    -4    3511
far                      3     2     3     3    72   149   184     3     3    -4      39
western                  3     2     7     7    73   150   382     0     0    -1       3
western                  3     2     7     7    74   150   258     1     1    -1       3
*Off-screen              3   -99     7     7   -99   -99   162   -99   -99   -99     -99
*Off-screen              3   -99     7     7   -99   -99   160   -99   -99   -99     -99
the                      3     3     3     3     8   153   199     0     0   -99    3511
the                      3     3     3     3    10   153   176     2     2    -2    3511
edge                     3     3     4     4     2   151   240     2     2     8       3
archipelago,             3     3    12    11    23   155   220     1     1   -21       1
Galapagos                3     3     9     9    21   154   341     9     9     2       7
archipelago,             3     3    12    11    26   155   249     4     4    -5       1
archipelago,             3     3    12    11    24   155   328     2     2     2       1
archipelago,             3     3    12    11    27   155   333     5     5    -3       1
archipelago,             3     3    12    11    29   155   167     7     7    -2       1
dominated                3     3     9     9    37   156   178     2     2    -8       3
dominated                3     3     9     9    35   156   121     0     0     2       3
