WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
Decisions                1     1     9     9     8     1   201     8     8     0       2
Decisions                1     1     9     9     5     1   186     5     5     3       2
next                     1     1     4     4    19     4   190     2     2   -14      35
the                      1     1     3     3    15     3    71     2     2     4    3511
*Blink                   1   -99     3     3   -99   -99    93   -99   -99   -99     -99
phase                    1     1     5     5    25     5   243     3     3   -99       4
phase                    1     1     5     5    24     5   262     2     2     1       4
of                       1     1     2     2    28     6   191     0     0    -4    1757
unwisely                 1     1     8     8    41     8    83     6     6   -13       2
unwisely                 1     1     8     8    36     8   143     1     1     5       2
unwisely                 1     1     8     8    41     8   256     6     6    -5       2
unwisely                 1     1     8     8    39     8   105     4     4     2       2
named                    1     1     5     5    48     9   162     4     4    -9       3
against                  1     1     7     7    54    11   143     0     0    -6      36
war                      1     1     3     3    52    10   152     2     2     2      28
against                  1     1     7     7    58    11   211     4     4    -6      36
terrorism                1     1     9     9    64    12   296     2     2    -6       5
are                      1     1     3     3    72    13   149     0     0    -8     351
creeping                 1     2     8     8     5    14   200     5     5   -99       1
closer,                  1     2     7     6    15    15    70     6     6   -10       6
*Blink                   1   -99     7     6   -99   -99   107   -99   -99   -99     -99
of                       1     2     2     2    26    18    56     0     0   -99    1757
of                       1     2     2     2    28    18   172     2     2    -2    1757
signs                    1     2     5     5    37    20   330     4     4    -9       9
the                      1     2     3     3    31    19   175     2     2     6    3511
the                      1     2     3     3    30    19   117     1     1     1    3511
signs                    1     2     5     5    37    20   178     4     4    -7       9
George                   1     2     6     6    49    23   167     1     1   -12       6
that                     1     2     4     4    46    22   196     3     3     3     871
that                     1     2     4     4    43    22    90     0     0     3     871
Bush                     1     2     4     4    57    24    65     2     2   -14       4
will                     1     2     4     4    62    25   219     2     2    -5     210
get                      1     2     3     3    67    26   216     2     2    -5      48
them                     1     2     4     4    71    27   462     2     2    -4      80
get                      1     2     3     3    65    26   137     0     0     6      48
he                       1     3     2     2     6    30   166     0     0   -99     265
his                      1     3     3     3    17    32   216     3     3   -11     161
ought                    1     5     5     5    16    60    66     1     1   -99       6
of                       1     3     2     2    24    34   204     0     0   -99    1757
State                    1     3     5     5    20    33   156     2     2     4      36
