WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
Rather                   1     1     6     6     2     1   203     2     2     0      42
Basil                    1     1     5     5    11     3   198     1     1    -9       1
Fawlty                   1     1     6     6    18     4   229     2     2    -7       1
Basil                    1     1     5     5    12     3   102     2     2     6       1
*Blink                   1   -99     5     5   -99   -99    64   -99   -99   -99     -99
couldn't                 1     1     8     8    27     5   242     4     4   -99     -99
stop                     1     1     4     4    32     6   163     0     0    -5      10
talking                  1     1     7     7    37     7   194     0     0    -5       5
talking                  1     1     7     7    41     7   107     4     4    -4       5
about                    1     1     5     5    50     8   189     5     5    -9     164
about                    1     1     5     5    48     8    69     3     3     2     164
war                      1     1     3     3    57    10   225     2     2    -9      28
the                      1     1     3     3    53     9   110     2     2     4    3511
his                      1     1     3     3    63    12   474     1     1   -10     161
German                   1     1     6     6    68    13   259     2     2    -5       7
guests,                  1     1     7     6    74    14    97     1     1    -6       3
single                   1     5     6     6    72    66   187     6     6   -99       9
guests,                  1     1     7     6    73    14    57     0     0   -99       3
Peter                    1     2     5     5     4    16   255     1     1   -99      11
Hain,                    1     2     5     4    13    17   257     4     4    -9       6
the                      1     2     3     3    18    18   188     3     3    -5    3511
Minister                 1     2     8     8    24    19   115     5     5    -6      24
potential                1     5     9     9    34    61    63     1     1   -99      11
*Blink                   1   -99     9     9   -99   -99    72   -99   -99   -99     -99
Europe,                  1     2     7     6    37    21   229     5     5   -99      18
finds                    1     2     5     5    44    22   228     4     4    -7       4
almost                   1     2     6     6    51    24   204     2     2    -7      16
impossible               1     2    10    10    60    25   292     4     4    -9      11
stop                     1     2     4     4    71    27   275     1     1   -11      10
the                      1     3     3     3    17    30   144     3     3   -99    3511
euro,                    1     3     5     4    23    31    79     5     5    -6       7
though                   1     3     6     6    29    33   154     0     0    -6      37
though                   1     3     6     6    35    33   179     6     6    -6      37
knows                    1     3     5     5    43    35   174     4     4    -8       8
knows                    1     3     5     5    40    35   115     1     1     3       8
shouldn't.               1     3    10     9    55    37    82     7     7   -15     -99
he                       1     3     2     2    46    36    58     1     1     9     265
conversation             1     3    12    12    70    40   397     2     2   -24       2
conversation             1     3    12    12    76    40   122     8     8    -6       2
Le                       1     4     2     2     5    42   112     0     0   -99       2
that                     1     4     4     4    16    44   203     1     1   -11     871
Figaro                   1     4     6     6    13    43   146     5     5     3       2
Figaro                   1     4     6     6     9    43   197     1     1     4       2
that                     1     4     4     4    19    44   231     4     4   -10     871
hardly                   1     4     6     6    25    46   212     1     1    -6      11
hardly                   1     4     6     6    29    46   174     5     5    -4      11
fail                     1     4     4     4    34    47   263     3     3    -5       3
inflame                  1     4     7     7    44    49   111     5     5   -10       1
Treasury,                1     4     9     8    52    51   243     1     1    -8       2
the                      1     4     3     3    49    50   154     2     2     3    3511
Hain                     1     4     4     4    64    53    72     0     0   -15       6
into                     1     5     4     4    61    64    95     4     4   -99      82
has                      1     4     3     3    70    54   203     1     1   -99     239
Mr                       1     4     2     2    62    52   191     1     1     8     109
Hain                     1     4     4     4    66    53   470     2     2    -4       6
has                      1     4     3     3    70    54   251     1     1    -4     239
just                     1     4     4     4    74    55   165     1     1    -4      75
floated                  1     5     7     7     5    56    63     5     5   -99       3
detailed                 1     5     8     8    13    58    71     3     3    -8       3
detailed                 1     5     8     8    18    58   100     8     8    -5       3
timetable                1     5     9     9    19    59   105     0     0    -1       2
timetable                1     5     9     9    26    59   297     7     7    -7       2
timetable                1     5     9     9    26    59    92     7     7     0       2
for                      1     5     3     3    31    60    67     2     2    -5     519
potential                1     5     9     9    36    61   141     3     3    -5      11
potential                1     5     9     9    33    61   200     0     0     3      11
potential                1     5     9     9    42    61   358     9     9    -9      11
British                  1     5     7     7    48    62   438     5     5    -6      77
entry                    1     5     5     5    54    63    92     3     3    -6      11
into                     1     5     4     4    60    64    78     3     3    -6      82
the                      1     5     3     3    62    65   104     0     0    -2    3511
into                     1     5     4     4    59    64   367     2     2     3      82
single                   1     5     6     6    66    66   259     0     0    -7       9
the                      1     5     3     3    64    65   413     2     2     2    3511
currency,                2     1     9     8     4    67   224     4     4     0       4
currency,                2     1     9     8     9    67   233     9     9    -5       4
currency,                2     1     9     8     5    67   140     5     5     4       4
to                       2     1     2     2    20    69   220     1     1   -15    1597
pointing                 2     1     8     8    16    68   102     6     6     4       3
currency,                2     1     9     8     5    67   744     5     5    11       4
currency,                2     1     9     8     7    67   120     7     7    -2       4
currency,                2     1     9     8     9    67   186     9     9    -2       4
currency,                2     1     9     8     8    67   163     8     8     1       4
to                       2     1     2     2    19    69   171     0     0   -11    1597
pointing                 2     1     8     8    15    68   242     5     5     4       3
referendum               2     1    10    10    27    71   206     3     3   -12       8
a                        2     1     1     1    22    70   201     0     0     5    1434
referendum               2     1    10    10    29    71   401     5     5    -7       8
thinking                 2     5     8     8    38   129    56     3     3   -99      10
the                      2     1     3     3    38    73    84     0     0   -99    3511
