WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
across                   1     4     6     6    45    51   251     5     5    46      28
to                     -99     0     0     0     0    52     0     0     0     0       0
the                      1     4     3     3    53    53   215     3     3    47    3511
sink                     1     4     4     4    58    54   162     4     4    48       4
to                     -99     0     0     0     0    55     0     0     0     0       0
rinse                    1     4     5     5    65    56   292     3     3    49       1
it                     -99     0     0     0     0    57     0     0     0     0       0
out.                     1     4     4     3    73    58   196     2     2    50     113
Every                    1     5     5     5     4    59   185     4     4    51      45
day                      1     5     3     3     9    60   157     3     3    52      35
he'd                   -99     0     0     0     0    61     0     0     0     0       0
say,                     1     5     4     3    17    62   288     2     2    53      49
say,                     1     5     4     3    19    62   100     4     4    54      49
'Just                  -99     0     0     0     0    63     0     0     0     0       0
going                    1     5     5     5    29    64   278     3     3    55      39
off                      1     5     3     3    35    65   236     3     3    69      28
to                       1     5     2     2    36    66   229     0     0    56    1597
to                       1     5     2     2    37    66   243     1     1    68    1597
wash                     1     5     4     4    43    67   212     4     4    57       4
wash                     1     5     4     4    42    67   132     3     3    70       4
my                     -99     0     0     0     0    68     0     0     0     0       0
thing                    1     5     5     5    50    69   210     3     3    58      24
thing                    1     5     5     5    52    69   143     5     5    59      24
-                      -99     0     0     0     0    70     0     0     0     0       0
ha                     -99     0     0     0     0    71     0     0     0     0       0
ha                       1     5     2     2    60    72   260     2     2    60       4
ha.'                     1     5     4     2    63    73   218     2     2    61       4
ha.'                     1     5     4     2    64    73    63     3     3    67       4
And                    -99     0     0     0     0    74     0     0     0     0       0
every                    1     5     5     5    72    75   209     2     2    62      45
every                    1     5     5     5    75    75   141     5     5    63      45
day                      1     5     3     3    79    76   328     3     3    64      35
I                        2     1     1     1     1    77    51     1     1    72     327
wished                 -99     0     0     0     0    78     0     0     0     0       0
I                      -99     0     0     0     0    79     0     0     0     0       0
had                    -99     0     0     0     0    80     0     0     0     0       0
the                      2     1     3     3    15    81    82     0     0    73    3511
the                      2     1     3     3    16    81    59     1     1    74    3511
guts                     2     1     4     4    22    82   231     3     3    75       1
to                     -99     0     0     0     0    83     0     0     0     0       0
wait                     2     1     4     4    31    84   184     4     4    76       7
five                   -99     0     0     0     0    85     0     0     0     0       0
minutes,                 2     1     8     7    39    86   237     2     2    77       8
say                    -99     0     0     0     0    87     0     0     0     0       0
'Just                    2     1     5     4    50    88   201     0    -1    78      75
going                    2     1     5     5    56    89   159     0     0    79      39
going                    2     1     5     5    60    89    89     4     4    80      39
off                    -99     0     0     0     0    90     0     0     0     0       0
to                       2     1     2     2    66    91   180     0     0    81    1597
wash                   -99     0     0     0     0    92     0     0     0     0       0
my                       2     1     2     2    74    93   188     0     0    82      91
thing,'                  2     2     7     5     1    94   192     1     1    84      24
then                     2     2     4     4    12    95   167     4     4    85      71
walk                     2     2     4     4    17    96   167     4     4    86       5
to                     -99     0     0     0     0    97     0     0     0     0       0
the                    -99     0     0     0     0    98     0     0     0     0       0
sink,                    2     2     5     4    25    99   171     0     0    87       4
sink,                    2     2     5     4    28    99   139     3     3    88       4
get                    -99     0     0     0     0   100     0     0     0     0       0
my                       2     2     2     2    37   101   207     2     2    89      91
knob                     2     2     4     4    41   102   191     3     3    90       1
out                    -99     0     0     0     0   103     0     0     0     0       0
and                      2     2     3     3    49   104   253     2     2    91    1283
scrub                    2     2     5     5    54   105   198     3     3    92       2
it                     -99     0     0     0     0   106     0     0     0     0       0
with                     2     2     4     4    63   107   322     3     3    93     393
a                      -99     0     0     0     0   108     0     0     0     0       0
dishcloth.               2     2    10     9    72   109   160     5     5    94       1
dishcloth.               2     2    10     9    75   109   206     8     8    95       1
Like                     2     3     4     4     2   110   204     2     2    96      99
most                   -99     0     0     0     0   111     0     0     0     0       0
office                   2     3     6     6    13   112   246     3     3    98      11
office                   2     3     6     6    11   112   108     1     1   100      11
workers,                 2     3     8     7    20   113   244     3     3    99       6
I                      -99     0     0     0     0   114     0     0     0     0       0
never                    2     3     5     5    30   115   229     2     2   101      28
had                    -99     0     0     0     0   116     0     0     0     0       0
any                      2     3     3     3    40   117   243     2     2   103      58
idea                     2     3     4     4    45   118   169     3     3   104      28
of                     -99     0     0     0     0   119     0     0     0     0       0
the                      2     3     3     3    53   120   168     3     3   107    3511
purpose                  2     3     7     7    57   121   135     3     3   108       5
of                     -99     0     0     0     0   122     0     0     0     0       0
my                       2     3     2     2    67   123   182     2     2   109      91
office,                  2     3     7     6    71   124    74     3     3   110      11
though                 -99     0     0     0     0   125     0     0     0     0       0
the                      2     4     3     3     9   126   144     2     2   112    3511
supervisor               2     4    10    10    14   127   252     3     3   111       1
does                     2     4     4     4    26   128   288     4     4   113      45
his                    -99     0     0     0     0   129     0     0     0     0       0
best                     2     4     4     4    34   130   232     3     3   114      23
to                     -99     0     0     0     0   131     0     0     0     0       0
make                     2     4     4     4    42   132   245     3     3   115      60
out                      2     4     3     3    47   133   230     3     3   116     113
the                    -99     0     0     0     0   134     0     0     0     0       0
job                      2     4     3     3    54   135   227     2     2   117      16
is                     -99     0     0     0     0   136     0     0     0     0       0
extremely                2     4     9     9    63   137   230     4     4   118       4
extremely                2     4     9     9    66   137    66     7     7   119       4
important                2     4     9     9    74   138   197     5     5   120      20
when                     2     5     4     4     4   139   110     4     4   121     144
you                    -99     0     0     0     0   140     0     0     0     0       0
first                    2     5     5     5    10   141   180     1     1   122      87
get                    -99     0     0     0     0   142     0     0     0     0       0
there.                   2     5     6     5    22   143   350     3     3   123     189
'Well                  -99     0     0     0     0   144     0     0     0     0       0
it's                     2     5     4     4    32   145   217     0     0   124     152
a                        2     5     1     1    38   146   281     1     1   106    1434
a                        2     5     1     1    37   146   236     0     0   125    1434
pleasure                 2     5     8     8    40   147   182     1     1   126       4
pleasure                 2     5     8     8    45   147   196     6     6   127       4
to                     -99     0     0     0     0   148     0     0     0     0       0
have                     2     5     4     4    54   149   257     3     3   128     361
you                    -99     0     0     0     0   150     0     0     0     0       0
with                     2     5     4     4    62   151   193     2     2   129     393
with                     2     5     4     4    64   151    76     4     4   130     393
us                     -99     0     0     0     0   152     0     0     0     0       0
as                       2     5     2     2    70   153   319     2     2   131     422
a                        2     5     1     1    71   154   131     0     0   132    1434
vital                    2     5     5     5    76   155   325     3     3   133       4
vital                    2     5     5     5    78   155   145     5     5   134       4
part                   -99     0     0     0     0   156     0     0     0     0       0
of                       3     1     2     2     7   157   163     2     2   136    1757
the                    -99     0     0     0     0   158     0     0     0     0       0
team.                    3     1     5     4    14   159   163     2     2   137      12
You'll                   3     1     6     6    23   160   175     5     5   138     -99
be                     -99     0     0     0     0   161     0     0     0     0       0
sitting                  3     1     7     7    30   162   219     2     2   139       8
here,                    3     1     5     4    39   163   200     3     3   140      29
with                   -99     0     0     0     0   164     0     0     0     0       0
Harold,                  3     1     7     6    48   165   191     1     1   141       5
Harold,                  3     1     7     6    51   165   184     4     4   142       5
and                    -99     0     0     0     0   166     0     0     0     0       0
every                    3     1     5     5    61   167   261     2     2   143      45
morning                  3     1     7     7    69   168   169     4     4   144      17
the                    -99     0     0     0     0   169     0     0     0     0       0
newspapers             -99     0     0     0     0   170     0     0     0     0       0
will                     3     2     4     4    15   171   209     4     4   146     210
be                     -99     0     0     0     0   172     0     0     0     0       0
delivered                3     2     9     9    23   173   181     4     4   147       4
to                     -99     0     0     0     0   174     0     0     0     0       0
your                     3     2     4     4    34   175   203     2     2   148      65
desk                   -99     0     0     0     0   176     0     0     0     0       0
here.                    3     2     5     4    42   177   195     0     0   149      29
here.                    3     2     5     4    46   177   221     4     4   150      29
Now                    -99     0     0     0     0   178     0     0     0     0       0
your                     3     2     4     4    55   179   224     3     3   151      65
job                      3     2     3     3    60   180   216     3     3   152      16
is                     -99     0     0     0     0   181     0     0     0     0       0
to                     -99     0     0     0     0   182     0     0     0     0       0
go                       3     2     2     2    68   183   200     1     1   153      40
through                  3     2     7     7    74   184   174     4     4   154      40
all                    -99     0     0     0     0   185     0     0     0     0       0
those                  -99     0     0     0     0   186     0     0     0     0       0
newspapers,              3     3    11    10    14   187   103     4     4   156       4
one                    -99     0     0     0     0   188     0     0     0     0       0
by                     -99     0     0     0     0   189     0     0     0     0       0
one,                     3     3     4     3    30   190   189     1     1   157     176
one,                     3     3     4     3    32   190   230     3     3   158     176
very                     3     3     4     4    38   191   139     4     4   160      56
carefully                3     3     9     9    40   192   163     1     1   159       5
carefully                3     3     9     9    45   192   147     6     6   161       5
indeed,                  3     3     7     6    53   193   193     4     4   162      26
and                    -99     0     0     0     0   194     0     0     0     0       0
colour                   3     3     6     6    63   195   156     2     2   163       4
colour                   3     3     6     6    66   195   118     5     5   164       4
in                     -99     0     0     0     0   196     0     0     0     0       0
the                    -99     0     0     0     0   197     0     0     0     0       0
Os.                      3     3     3     2    75   198   221     0     0   165       1
Be                     -99     0     0     0     0   199     0     0     0     0       0
very                     3     4     4     4     3   200   271     0     0   167      56
careful                  3     4     7     7    10   201   281     2     2   168       3
not                      3     4     3     3    18   202    72     2     2   170     277
to                       3     4     2     2    20   203   101     0     0   169    1597
to                       3     4     2     2    21   203    61     1     1   171    1597
to                       3     4     2     2    22   203   103     2     2   173    1597
to                       3     4     2     2    22   203   357     2     2   177    1597
do                       3     4     2     2    25   204   189     2     2   172      75
the                      3     4     3     3    29   205   188     3     3   175    3511
the                      3     4     3     3    29   205   205     3     3   179    3511
noughts                  3     4     7     7    31   206   373     1     1   178       1
in                       3     4     2     2    40   207   203     2     2   176    1091
in                       3     4     2     2    39   207   204     1     1   180    1091
the                    -99     0     0     0     0   208     0     0     0     0       0
sports                   3     4     6     6    46   209   225     1     1   181       3
pages,                   3     4     6     5    52   210   385     0     0   182       8
and                      3     4     3     3    61   211   213     2     2   183    1283
and                      3     4     3     3    62   211    86     3     3   184    1283
when                   -99     0     0     0     0   212     0     0     0     0       0
you've                   3     4     6     6    68   213   185     0     0   185     -99
you've                   3     4     6     6    70   213   206     2     2   186     -99
finished,                3     5     9     8     2   214   205     2     2   187       2
hand                     3     5     4     4    14   215   175     4     4   188      15
them                   -99     0     0     0     0   216     0     0     0     0       0
across                   3     5     6     6    20   217   161     0     0   189      28
across                   3     5     6     6    24   217   152     4     4   190      28
to                     -99     0     0     0     0   218     0     0     0     0       0
Harold                   3     5     6     6    33   219   228     3     3   191       5
for                    -99     0     0     0     0   220     0     0     0     0       0
authorisation.'          3     5    15    13    45   221   219     4     4   192       1
authorisation.'          3     5    15    13    42   221   114     1     1   193       1
authorisation.'          3     5    15    13    50   221   240     9     9   194       1
authorisation.'          3     5    15    13    46   221   429     5     5   195       1
authorisation.'          3     5    15    13    50   221    91     9     9   196       1
And                    -99     0     0     0     0   222     0     0     0     0       0
poor                     3     5     4     4    67   223   311     2     2   197      16
poor                     3     5     4     4    66   223   239     1     1   199      16
Harold,                  3     5     7     6    71   224   183     1     1   198       5
who's                    4     1     5     5     1   225    77     1     1   201     -99
who's                    4     1     5     5     5   225    92     5     5   202     -99
been                   -99     0     0     0     0   226     0     0     0     0       0
there                    4     1     5     5    14   227   238     3     3   203     189
54                       4     1     2     2    19   228   158     2     2   204     -99
years,                   4     1     6     5    23   229   131     3     3   205     104
will                   -99     0     0     0     0   230     0     0     0     0       0
say,                     4     1     4     3    32   231   229     0     0   206      49
'Cor                     4     1     4     3    39   232   150     2     1   209       1
blimey,                  4     1     7     6    42   233   186     0     0   207       1
blimey,                  4     1     7     6    45   233   196     3     3   208       1
it's                     4     1     4     4    54   234   178     4     4   210     152
like                     4     1     4     4    59   235   144     4     4   211      99
a                      -99     0     0     0     0   236     0     0     0     0       0
madhouse                 4     1     8     8    64   237   220     2     2   212       1
madhouse                 4     1     8     8    68   237   136     6     6   213       1
in                     -99     0     0     0     0   238     0     0     0     0       0
here                     4     1     4     4    77   239   189     3     3   214      29
sometimes.               4     2    10     9     1   240   218     1     1   215      12
We                       4     2     2     2    13   241   224     2     2   218     179
were                     4     2     4     4    15   242   240     1     1   216     106
in                     -99     0     0     0     0   243     0     0     0     0       0
here                     4     2     4     4    23   244   219     1     1   217      29
here                     4     2     4     4    22   244   375     0     0   219      29
until                    4     2     5     5    29   245   292     2     2   220      23
20                       4     2     2     2    34   246   191     1     1   221     -99
past                     4     2     4     4    38   247   186     2     2   222      27
seven                    4     2     5     5    45   248   163     4     4   223      13
seven                    4     2     5     5    44   248   197     3     3   224      13
one                    -99     0     0     0     0   249     0     0     0     0       0
night,                   4     2     6     5    53   250   275     2     2   225      12
you                      4     2     3     3    61   251   191     3     3   226     179
know.                    4     2     5     4    63   252   141     1     1   227      31
The                    -99     0     0     0     0   253     0     0     0     0       0
evening                  4     2     7     7    75   254   242     3     3   228       5
newspaper              -99     0     0     0     0   255     0     0     0     0       0
had                      4     3     3     3    12   256   236     2     2   229     130
had                      4     3     3     3    11   256   275     1     1   230     130
a                      -99     0     0     0     0   257     0     0     0     0       0
big                      4     3     3     3    17   258   151     1     1   231      21
article                  4     3     7     7    24   259   208     4     4   232       2
about                    4     3     5     5    32   260   217     4     4   233     164
Yoko                     4     3     4     4    37   261   256     3     3   234       1
Ono                    -99     0     0     0     0   262     0     0     0     0       0
going                    4     3     5     5    43   263   313     0     0   235      39
going                    4     3     5     5    47   263   253     4     4   236      39
up                       4     3     2     2    51   264   213     2     2   239     135
the                      4     3     3     3    52   265   242     0     0   237    3511
Orinoco,                 4     3     8     7    57   266   259     1     1   238       1
Orinoco,                 4     3     8     7    60   266   229     4     4   240       1
Orinoco,                 4     3     8     7    61   266   568     5     5   241       1
you                    -99     0     0     0     0   267     0     0     0     0       0
see.'                    4     3     5     3    69   268   201     0     0   242      41
see.'                    4     3     5     3    73   268   130     4     4   243      41
Recently,                4     4     9     8     2   269   295     2     2   245      12
for                    -99     0     0     0     0   270     0     0     0     0       0
the                      4     4     3     3    16   271   245     2     2   246    3511
first                    4     4     5     5    21   272   127     3     3   247      87
time                     4     4     4     4    28   273   199     4     4   248     105
since,                   4     4     6     5    33   274   183     4     4   249      32
since,                   4     4     6     5    34   274   308     5     5   252      32
I've                     4     4     4     4    40   275   181     4     4   253     -99
been                     4     4     4     4    43   276   232     2     2   250     178
been                     4     4     4     4    42   276   110     1     1   251     178
been                     4     4     4     4    43   276    67     2     2   254     178
commuting                4     4     9     9    50   277   313     4     4   255       1
commuting                4     4     9     9    54   277   178     8     8   256       1
to                     -99     0     0     0     0   278     0     0     0     0       0
an                       4     4     2     2    60   279   257     1     1   257     195
an                       4     4     2     2    60   279   190     1     1   260     195
office                   4     4     6     6    65   280    99     3     3   258      11
again,                   4     4     6     5    73   281   354     4     4   259      28
and                      4     4     3     3    77   282   268     1     1   261    1283
I                      -99     0     0     0     0   283     0     0     0     0       0
realise                -99     0     0     0     0   284     0     0     0     0       0
that                   -99     0     0     0     0   285     0     0     0     0       0
I'd                      4     5     3     3    18   286    61     3     3   263     -99
forgotten                4     5     9     9    24   287   212     5     5   264       5
the                    -99     0     0     0     0   288     0     0     0     0       0
most                     4     5     4     4    35   289   234     2     2   265      93
important                4     5     9     9    43   290   192     5     5   266      20
aspect                   4     5     6     6    52   291    72     4     4   267       5
of                     -99     0     0     0     0   292     0     0     0     0       0
the                    -99     0     0     0     0   293     0     0     0     0       0
whole                    4     5     5     5    62   294   286     0     0   269      12
business.                4     5     9     8    72   295   216     4     4   271      27
It                       4     5     2     2    80   296   320     2     2   272     544
starts                 -99     0     0     0     0   297     0     0     0     0       0
with                     5     1     4     4     7   298   154     0     0   276     393
getting                  5     1     7     7    12   299   140     0     0   277      23
the                    -99     0     0     0     0   300     0     0     0     0       0
train,                   5     1     6     5    24   301   248     0     0   278       4
which                    5     1     5     5    33   302   189     2     2   279     152
has                    -99     0     0     0     0   303     0     0     0     0       0
been                     5     1     4     4    42   304   214     1     1   280     178
at                     -99     0     0     0     0   305     0     0     0     0       0
least                    5     1     5     5    50   306   196     1     1   281      26
10                       5     1     2     2    57   307   183     2     2   282     -99
minutes                  5     1     7     7    63   308    67     5     5   283       8
late                     5     1     4     4    70   309   175     4     4   284      11
every                    5     1     5     5    73   310    89     2     2   285      45
day                      5     1     3     3    79   311   144     2     2   286      35
except                   5     2     6     6     3   312   250     3     3   287       4
once.                    5     2     5     4     7   313   147     0     0   288      23
But                      5     2     3     3    15   314   189     2     2   290     325
a                        5     2     1     1    18   315   192     1     1   289    1434
a                        5     2     1     1    18   315   134     1     1   291    1434
new                    -99     0     0     0     0   316     0     0     0     0       0
trick                    5     2     5     5    24   317   222     1     1   292       2
has                    -99     0     0     0     0   318     0     0     0     0       0
been                     5     2     4     4    33   319   248     0     0   293     178
added.                   5     2     6     5    39   320   178     1     1   294       7
At                       5     2     2     2    47   321   244     2     2   295     269
London                   5     2     6     6    54   322   224     6     6   297      27
Victoria,                5     2     9     8    59   323   117     4     4   298       8
the                      5     2     3     3    68   324   232     3     3   299    3511
Underground              5     2    11    11    70   325    55     1     1   300       3
gets                     5     3     4     4     1   326   233     1     1   301       4
so                       5     3     2     2     6   327   227     1     1   302     154
crowded                  5     3     7     7    15   328   227     7     7   303       2
that                   -99     0     0     0     0   329     0     0     0     0       0
a                        5     3     1     1    21   330   229     0     0   304    1434
giant                    5     3     5     5    28   331   213     5     5   305       7
giant                    5     3     5     5    26   331   243     3     3   307       7
giant                    5     3     5     5    27   331    51     4     4   308       7
yellow                   5     3     6     6    35   332    74     6     6   306       4
yellow                   5     3     6     6    35   332   200     6     6   309       4
light                    5     3     5     5    41   333   322     5     5   310      11
flashes                -99     0     0     0     0   334     0     0     0     0       0
and                      5     3     3     3    50   335   309     0     0   311    1283
a                        5     3     1     1    55   336   325     1     1   312    1434
siren                    5     3     5     5    60   337   196     4     4   313       2
siren                    5     3     5     5    61   337   240     5     5   315       2
wails                  -99     0     0     0     0   338     0     0     0     0       0
with                     5     3     4     4    68   339   188     0     0   314     393
with                     5     3     4     4    69   339   158     1     1   316     393
with                     5     3     4     4    72   339   140     4     4   317     393
the                    -99     0     0     0     0   340     0     0     0     0       0
sort                   -99     0     0     0     0   341     0     0     0     0       0
of                       5     4     2     2     5   342   360     0     0   319    1757
noise                    5     4     5     5    11   343   191     3     3   320       1
you'd                    5     4     5     5    17   344   229     3     3   321     -99
expect                 -99     0     0     0     0   345     0     0     0     0       0
to                       5     4     2     2    27   346   246     0     0   322    1597
hear                   -99     0     0     0     0   347     0     0     0     0       0
if                       5     4     2     2    36   348   150     1     1   323     150
aliens                 -99     0     0     0     0   349     0     0     0     0       0
invaded.                 5     4     8     7    47   350   257     2     2   324       1
Then                     5     4     4     4    54   351   192     0     0   325      71
a                        5     4     1     1    59   352   254     0     0   326    1434
huge                     5     4     4     4    65   353   257     4     4   329      14
metal                    5     4     5     5    66   354   177     0     0   327       2
metal                    5     4     5     5    71   354   199     5     5   330       2
shutter                  5     4     7     7    72   355   308     0     0   328       1
is                       5     5     2     2     2   356   195     2     2   331     717
drawn                  -99     0     0     0     0   357     0     0     0     0       0
across                   5     5     6     6     9   358   195     0     0   332      28
the                    -99     0     0     0     0   359     0     0     0     0       0
entrance                 5     5     8     8    20   360   228     0     0   333       3
entrance                 5     5     8     8    23   360   109     3     3   334       3
to                     -99     0     0     0     0   361     0     0     0     0       0
stop                     5     5     4     4    32   362   231     0     0   335      10
anyone                   5     5     6     6    39   363   175     2     2   336       9
getting                  5     5     7     7    46   364   168     2     2   337      23
in,                      5     5     3     2    53   365   242     1     1   338    1091
for                      5     5     3     3    58   366   323     2     2   339     519
for                      5     5     3     3    58   366   104     2     2   343     519
up                     -99     0     0     0     0   367     0     0     0     0       0
to                       5     5     2     2    65   368   185     2     2   340    1597
20                     -99     0     0     0     0   369     0     0     0     0       0
minutes,                 5     5     8     7    70   370   171     1     1   341       8
and                      6     1     3     3     2   371    94     2     2   349    1283
a                      -99     0     0     0     0   372     0     0     0     0       0
crowd                  -99     0     0     0     0   373     0     0     0     0       0
of                       6     1     2     2    14   374   235     2     2   350    1757
several                -99     0     0     0     0   375     0     0     0     0       0
hundred                  6     1     7     7    23   376   185     0     0   351       4
hundred                  6     1     7     7    25   376   143     2     2   354       4
builds                   6     1     6     6    33   377   201     2     2   352       1
builds                   6     1     6     6    36   377   337     5     5   353       1
up.                    -99     0     0     0     0   378     0     0     0     0       0
One                    -99     0     0     0     0   379     0     0     0     0       0
morning                  6     1     7     7    50   380   289     0     0   355      17
someone                  6     1     7     7    59   381   188     1     1   356      13
lost                     6     1     4     4    67   382   243     1     1   357      11
lost                     6     1     4     4    67   382   266     1     1   360      11
it,                      6     1     3     2    71   383   129     0     0   358     544
as                     -99     0     0     0     0   384     0     0     0     0       0
if                       6     1     2     2    78   385   187     0     0   359     150
if                       6     1     2     2    80   385   356     2     2   361     150
it                     -99     0     0     0     0   386     0     0     0     0       0
was                      6     2     3     3     6   387   135     3     3   363     383
a                      -99     0     0     0     0   388     0     0     0     0       0
trench                 -99     0     0     0     0   389     0     0     0     0       0
in                       6     2     2     2    18   390   253     2     2   364    1091
the                    -99     0     0     0     0   391     0     0     0     0       0
First                    6     2     5     5    23   392   199     0     0   365      87
World                    6     2     5     5    31   393    97     2     2   366      60
War,                   -99     0     0     0     0   394     0     0     0     0       0
and                      6     2     3     3    40   395   189     0     0   367    1283
yelled                   6     2     6     6    47   396   152     3     3   368       1
'That's                  6     2     7     6    54   397   187     3     2   369     -99
it,                    -99     0     0     0     0   398     0     0     0     0       0
I'm                      6     2     3     3    63   399   240     0     0   370     -99
I'm                      6     2     3     3    63   399   233     0     0   374     -99
going                    6     2     5     5    69   400   138     2     2   371      39
in!'                     6     2     4     2    77   401   155     4     4   372    1091
and                      6     3     3     3     2   402   216     2     2   379    1283
and                      6     3     3     3     0   402   337     0     0   389    1283
squeezed                 6     3     8     8    11   403   234     7     7   380       1
round                  -99     0     0     0     0   404     0     0     0     0       0
the                      6     3     3     3    19   405   263     0     0   381    3511
gap                    -99     0     0     0     0   406     0     0     0     0       0
to                       6     3     2     2    28   407   313     1     1   382    1597
charge                   6     3     6     6    36   408   217     6     6   383       9
through                -99     0     0     0     0   409     0     0     0     0       0
a                        6     3     1     1    45   410   262     0     0   384    1434
line                   -99     0     0     0     0   411     0     0     0     0       0
of                       6     3     2     2    54   412   191     2     2   385    1757
security                 6     3     8     8    60   413    56     5     5   386       6
guards                   6     3     6     6    65   414   134     1     1   387       3
and                    -99     0     0     0     0   415     0     0     0     0       0
make                     6     3     4     4    75   416   196     0     0   388      60
a                      -99     0     0     0     0   417     0     0     0     0       0
break                  -99     0     0     0     0   418     0     0     0     0       0
for                    -99     0     0     0     0   419     0     0     0     0       0
it.                    -99     0     0     0     0   420     0     0     0     0       0
It                       6     4     2     2    20   421   281     0     0   390     544
felt                   -99     0     0     0     0   422     0     0     0     0       0
like                     6     4     4     4    29   423   130     1     1   391      99
the                    -99     0     0     0     0   424     0     0     0     0       0
rest                   -99     0     0     0     0   425     0     0     0     0       0
of                       6     4     2     2    44   426    57     2     2   394    1757
