WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Decisions                1     1     9     9     3     1   147     3     3     1       2
Decisions                1     1     9     9     9     1   143     9     9     2       2
on                     -99     0     0     0     0     2     0     0     0     0       0
the                    -99     0     0     0     0     3     0     0     0     0       0
next                     1     1     4     4    18     4   186     1     1     3      35
phase                    1     1     5     5    25     5   153     3     3     4       4
of                       1     1     2     2    29     6   110     1     1     5    1757
the                    -99     0     0     0     0     7     0     0     0     0       0
unwisely                 1     1     8     8    37     8   166     2     2     6       2
unwisely                 1     1     8     8    41     8   127     6     6     7       2
unwisely                 1     1     8     8    43     8   237     8     8    10       2
unwisely                 1     1     8     8    41     8   313     6     6    14       2
named                    1     1     5     5    48     9    89     4     4    15       3
war                      1     1     3     3    50    10   273     0     0     8      28
war                      1     1     3     3    53    10   110     3     3     9      28
against                  1     1     7     7    59    11   205     5     5    11      36
terrorism                1     1     9     9    70    12   118     8     8    12       5
are                      1     1     3     3    74    13   126     2     2    16     351
creeping               -99     0     0     0     0    14     0     0     0     0       0
closer,                  1     2     7     6    14    15   180     5     5    18       6
and                    -99     0     0     0     0    16     0     0     0     0       0
most                   -99     0     0     0     0    17     0     0     0     0       0
of                       1     2     2     2    26    18   228     0     0    19    1757
the                    -99     0     0     0     0    19     0     0     0     0       0
signs                    1     2     5     5    36    20   223     3     3    20       9
are                    -99     0     0     0     0    21     0     0     0     0       0
that                     1     2     4     4    47    22   132     4     4    21     871
George                   1     2     6     6    52    23   121     4     4    22       6
Bush                   -99     0     0     0     0    24     0     0     0     0       0
will                     1     2     4     4    60    25   140     0     0    23     210
get                      1     2     3     3    66    26    92     1     1    24      48
them                   -99     0     0     0     0    27     0     0     0     0       0
wrong.                   1     2     6     5    80    28   231     6     6    25      16
After                    1     3     5     5     5    29    92     5     5    26      62
he                     -99     0     0     0     0    30     0     0     0     0       0
used                     1     3     4     4    13    31   165     4     4    27      32
his                    -99     0     0     0     0    32     0     0     0     0       0
State                    1     3     5     5    20    33   161     2     2    28      36
of                     -99     0     0     0     0    34     0     0     0     0       0
the                      1     3     3     3    30    35   282     3     3    29    3511
Union                  -99     0     0     0     0    36     0     0     0     0       0
address                  1     3     7     7    42    37   212     5     5    30       2
to                     -99     0     0     0     0    38     0     0     0     0       0
identify                 1     3     8     8    51    39   179     3     3    31       1
the                    -99     0     0     0     0    40     0     0     0     0       0
equally                  1     3     7     7    63    41   202     2     2    32       5
unwisely               -99     0     0     0     0    42     0     0     0     0       0
named                  -99     0     0     0     0    43     0     0     0     0       0
axis                     1     4     4     4     8    44   210     2     2    35       1
of                     -99     0     0     0     0    45     0     0     0     0       0
evil,                    1     4     5     4    14    46   272     0     0    34       5
evil,                    1     4     5     4    14    46    99     0     0    36       5
the                      1     4     3     3    20    47   239     0     0    38    3511
pressing                 1     4     8     8    26    48   168     2     2    39       1
pressing                 1     4     8     8    29    48   246     5     5    41       1
question                 1     4     8     8    34    49   198     1     1    40      12
question                 1     4     8     8    37    49   178     4     4    42      12
is:                      1     4     3     2    45    50   136     3     3    43     717
what                     1     4     4     4    49    51   155     3     3    44     125
is                     -99     0     0     0     0    52     0     0     0     0       0
to                     -99     0     0     0     0    53     0     0     0     0       0
be                       1     4     2     2    57    54   167     0     0    45     423
done                     1     4     4     4    62    55   170     2     2    46      25
about                  -99     0     0     0     0    56     0     0     0     0       0
Iraq?                    1     4     5     4    72    57   188     1     1    47       4
That                   -99     0     0     0     0    58     0     0     0     0       0
something                1     5     9     9    11    59   165     6     6    52      29
something                1     5     9     9     5    59   173     0     0    53      29
ought                  -99     0     0     0     0    60     0     0     0     0       0
to                       1     5     2     2    21    61   302     0     0    49    1597
be                       1     5     2     2    25    62   152     1     1    50     423
be                       1     5     2     2    26    62   178     2     2    54     423
done                     1     5     4     4    31    63   108     4     4    51      25
done                     1     5     4     4    31    63    62     4     4    55      25
about                    1     5     5     5    37    64   187     5     5    56     164
Iraq                   -99     0     0     0     0    65     0     0     0     0       0
should                   1     5     6     6    43    66    60     0     0    57      88
should                   1     5     6     6    47    66   168     4     4    58      88
not                    -99     0     0     0     0    67     0     0     0     0       0
be                       1     5     2     2    56    68   229     2     2    59     423
in                     -99     0     0     0     0    69     0     0     0     0       0
doubt.                   1     5     6     5    62    70   161     2     2    60       6
The                    -99     0     0     0     0    71     0     0     0     0       0
question                 1     5     8     8    78    72   308     7     7    61      12
is                     -99     0     0     0     0    73     0     0     0     0       0
