WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
The                      1     1     3     3     3     1   212     3     3     1    3511
money                  -99     0     0     0     0     2     0     0     0     0       0
ain't                    1     1     5     5    12     3   219     2     2     2     -99
the                    -99     0     0     0     0     4     0     0     0     0       0
problem.                 1     1     8     7    23     5   181     3     3     3      24
It's                   -99     0     0     0     0     6     0     0     0     0       0
what                     1     1     4     4    35     7   216     1     1     4     125
you                    -99     0     0     0     0     8     0     0     0     0       0
do                     -99     0     0     0     0     9     0     0     0     0       0
with                     1     1     4     4    47    10   168     1     1     5     393
it.                    -99     0     0     0     0    11     0     0     0     0       0
The                    -99     0     0     0     0    12     0     0     0     0       0
developed                1     1     9     9    64    13   124     1     1     6       4
world                  -99     0     0     0     0    14     0     0     0     0       0
has                      1     2     3     3     3    15   171     3     3     9     239
taken                  -99     0     0     0     0    16     0     0     0     0       0
on                     -99     0     0     0     0    17     0     0     0     0       0
board                    1     2     5     5    16    18   188     3     3    10       2
the                    -99     0     0     0     0    19     0     0     0     0       0
task                   -99     0     0     0     0    20     0     0     0     0       0
of                       1     2     2     2    28    21   164     0     0    11    1757
rebuilding               1     2    10    10    36    22   206     5     5    12       1
the                    -99     0     0     0     0    23     0     0     0     0       0
shattered                1     2     9     9    50    24   261     4     4    13       3
economy                  1     2     7     7    58    25   213     2     2    14      17
of                     -99     0     0     0     0    26     0     0     0     0       0
Afghanistan              1     2    11    11    70    27   188     3     3    15       7
and                    -99     0     0     0     0    28     0     0     0     0       0
has                    -99     0     0     0     0    29     0     0     0     0       0
just                     1     3     4     4     9    30   150     1     1    16      75
pledged                  1     3     7     7    16    31   212     3     3    17       2
$1.8bn                   1     3     6     5    24    32   323     3     3    18     -99
(œ1.3bn)                 1     3     8     5    36    33   186     8     7    19     -99
in                     -99     0     0     0     0    34     0     0     0     0       0
the                    -99     0     0     0     0    35     0     0     0     0       0
first                    1     3     5     5    44    36   219     0     0    20      87
year                   -99     0     0     0     0    37     0     0     0     0       0
to                     -99     0     0     0     0    38     0     0     0     0       0
this                     1     3     4     4    59    39   215     1     1    21     293
end,                   -99     0     0     0     0    40     0     0     0     0       0
with                   -99     0     0     0     0    41     0     0     0     0       0
a                        1     3     1     1    73    42   167     0     0    22    1434
total                  -99     0     0     0     0    43     0     0     0     0       0
of                     -99     0     0     0     0    44     0     0     0     0       0
$4.5bn                 -99     0     0     0     0    45     0     0     0     0       0
over                     1     4     4     4    12    46   166     2     2    24      76
the                    -99     0     0     0     0    47     0     0     0     0       0
next                   -99     0     0     0     0    48     0     0     0     0       0
few                      1     4     3     3    24    49   131     0     0    25      46
years.                 -99     0     0     0     0    50     0     0     0     0       0
That                     1     4     4     4    37    51    65     2     2    27     871
is                     -99     0     0     0     0    52     0     0     0     0       0
already                  1     4     7     7    46    53   188     3     3    28      24
nearly                   1     4     6     6    56    54   201     5     5    30       6
half                     1     4     4     4    59    55   231     1     1    29      20
way                    -99     0     0     0     0    56     0     0     0     0       0
to                       1     4     2     2    67    57   150     0     0    31    1597
the                      1     4     3     3    73    58   117     3     3    32    3511
UN                     -99     0     0     0     0    59     0     0     0     0       0
target                 -99     0     0     0     0    60     0     0     0     0       0
of                     -99     0     0     0     0    61     0     0     0     0       0
$10bn                    1     5     5     5    12    62   266     2     2    34     -99
-                      -99     0     0     0     0    63     0     0     0     0       0
although                 1     5     8     8    25    64   248     7     7    35      19
the                    -99     0     0     0     0    65     0     0     0     0       0
World                    1     5     5     5    35    66   182     4     4    36      60
Bank                   -99     0     0     0     0    67     0     0     0     0       0
reckons                  1     5     7     7    44    68   250     2     2    37       1
that                   -99     0     0     0     0    69     0     0     0     0       0
$15                      1     5     3     3    55    70   173     0     0    38     -99
