WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
for                      1     5     3     3    79    69   145     2     2   -16     519
long.                    2     1     5     4     5    71   252     1     1     0      43
too                      2     1     3     3     2    70   173     2     2     3      56
may                      2     1     3     3    16    73   145     1     1   -14      67
They                     2     1     4     4    14    72    70     4     4     2     258
have                     2     1     4     4    27    75   151     4     4   -13     361
not                      2     1     3     3    21    74   263     2     2     6     277
known                    2     1     5     5    33    76   165     5     5   -12      16
may                      2     1     3     3    16    73   199     1     1    17      67
known                    2     1     5     5    32    76   191     4     4   -16      16
have                     2     1     4     4    24    75   263     1     1     8     361
how                      2     1     3     3    40    78   219     0     0   -16      59
much                     2     1     4     4    47    79   246     3     3    -7      97
drivers                  2     2     7     7     4    85    75     4     4   -99       8
unencumbered             2     2    12    12    17    87   155     6     6   -13       1
unencumbered             2     2    12    12    14    87   452     3     3     3       1
drivers                  2     2     7     7     1    85   201     1     1    13       8
unencumbered             2     2    12    12    18    87   175     7     7   -17       1
unencumbered             2     2    12    12    14    87   140     3     3     4       1
vehicles                 2     2     8     8    28    88   643     4     4   -14       2
travelling               2     2    10    10    37    89   205     4     4    -9       2
*Blink                   2   -99    10    10   -99   -99   494   -99   -99   -99     -99
motorway,                2     3     9     8     7    96   179     7     7   -99       2
motorway,                2     3     9     8     3    96   258     3     3     4       2
but                      2     3     3     3    11    97   208     1     1    -8     325
sensed                   2     3     6     6    19    99   265     0     0    -8       1
that                     2     3     4     4    30   100   260     4     4   -11     871
were                     2     3     4     4    37   102   187     1     1    -7     106
discriminated            2     3    13    13    44   103   241     3     3    -7       1
mainstream.              2     4    11    10     4   107   208     4     4   -99       2
they                     2     4     4     4    18   109   155     2     2   -14     258
And                      2     4     3     3    15   108   160     3     3     3    1283
knew                     2     4     4     4    24   110   225     3     3    -9       7
they                     2     4     4     4    33   112   153     2     2    -9     258
that                     2     4     4     4    30   111    99     4     4     3     871
*Blink                   2   -99     4     4   -99   -99   862   -99   -99   -99     -99
mainstream.              2     4    11    10     5   107   269     5     5   -99       2
mainstream.              2     4    11    10     4   107   159     4     4     1       2
*Off-screen              2   -99    11    10   -99   -99   281   -99   -99   -99     -99
meanwhile,               3     1    10     9     6   130   177     6     6     0      12
meanwhile,               3     1    10     9     5   130   249     5     5     1      12
have                     3     1     4     4    15   131   381     4     4   -10     361
shaken                   3     1     6     6    21   132   190     5     5    -6       1
their                    3     1     5     5    30   134   248     3     3    -9     225
as                       3     1     2     2    39   136   166     0     0    -9     422
image                    3     1     5     5    37   135   149     4     4     2       6
overgrown                3     1     9     9    46   137   104     4     4    -9       1
camper                   3     1     6     6    55   138    57     3     3    -9       1
overgrown                3     1     9     9    47   137   258     5     5     8       1
*Blink                   3   -99     9     9   -99   -99    60   -99   -99   -99     -99
fashionable,             3     2    12    11     4   142   206     4     4   -99       2
the                      3     2     3     3    19   144   146     1     1   -15    3511
with                     3     2     4     4    17   143   100     4     4     2     393
help                     3     2     4     4    26   145   206     4     4    -9      21
air-conditioning,        3     2    17    16    38   147   384     8     8   -12     -99
built-in                 3     2     8     8    52   148   124     4     4   -14     -99
*Blink                   3   -99     8     8   -99   -99   289   -99   -99   -99     -99
cons.                    3     3     5     4     3   153   267     3     3   -99       1
Surely,                  3     3     7     6    10   154   190     4     4    -7       7
caravan-owners           3     3    14    14    20   155   267     6     6   -10     -99
caravan-owners           3     3    14    14    27   155   229    13    13    -7     -99
should                   3     3     6     6    35   156   208     6     6    -8      88
react                    3     3     5     5    41   157   188     5     5    -6       1
going                    3     3     5     5    48   159   173     3     3    -7      39
going                    3     3     5     5    45   159   113     0     0     3      39
going                    3     3     5     5    48   159   144     3     3    -3      39
the                      3     3     3     3    57   161   150     3     3    -9    3511
the                      3     3     3     3    54   161    83     0     0     3    3511
to                       3     4     2     2     5   165    63     0     0   -99    1597
to                       3     4     2     2     5   165   178     0     0     0    1597
simpler                  3     4     7     7    13   167   205     1     1    -8       2
simpler                  3     4     7     7    17   167   164     5     5    -4       2
the                      3     4     3     3     8   166   206     0     0     9    3511
holiday                  3     4     7     7    27   168   168     7     7   -19       4
holiday                  3     4     7     7    24   168   119     4     4     3       4
that                     3     4     4     4    35   170   257     2     2   -11     871
true                     3     4     4     4    44   172   249     3     3    -9      13
*Blink                   3   -99     4     4   -99   -99   690   -99   -99   -99     -99
invent                   3     5     6     6     3   178   177     3     3   -99       2
more                     3     5     4     4    11   180   203     2     2    -8     168
basic                    3     5     5     5    18   181   143     4     4    -7      10
portable                 3     5     8     8    28   183   226     4     4   -10       2
Chomsky,                 4     1     8     7    10   193   189     5     5     0       5
Chomsky,                 4     1     8     7     8   193   261     3     3     2       5
one                      4     1     3     3    14   194    52     0     0    -6     176
of                       4     1     2     2    19   195   146     1     1    -5    1757
America's                4     1     9     9    24   196   213     3     3    -5     -99
America's                4     1     9     9    29   196   131     8     8    -5     -99
leading                  4     1     7     7    37   197   159     6     6    -8       5
leading                  4     1     7     7    36   197    74     5     5     1       5
philosophers             4     1    12    12    46   198    93     7     7   -10       1
the                      4     1     3     3    70   203   225     3     3   -24    3511
took                     4     2     4     4     6   206   163     0     0   -99      17
centre                   4     2     6     6    12   207   213     1     1    -6      16
centre                   4     2     6     6    17   207   257     6     6    -5      16
in                       4     2     2     2    24   209   219     0     0    -7    1091
Istanbul                 4     2     8     8    33   211   211     3     3    -9       1
Istanbul                 4     2     8     8    30   211   153     0     0     3       1
Istanbul                 4     2     8     8    35   211   183     5     5    -5       1
court                    4     2     5     5    44   212   231     5     5    -9       8
yesterday                4     2     9     9    52   213   155     7     7    -8      16
a                        4     2     1     1    60   215   254     0     0    -8    1434
judge                    4     2     5     5    66   216   163     4     4    -6       6
threw                    4     2     5     5    73   217   184     5     5    -7       1
charges                  4     3     7     7     6   219    57     6     6   -99       6
against                  4     3     7     7    15   220   155     7     7    -9      36
Turkish                  4     3     7     7    26   222   237     6     6   -11       3
publisher                4     3     9     9    36   223   141     8     8   -10       7
publisher                4     3     9     9    33   223   133     5     5     3       7
book                     4     3     4     4    46   226   130     1     1   -13      33
his                      4     3     3     3    43   225   162     2     2     3     161
book                     4     3     4     4    47   226   125     2     2    -4      33
*Off-screen              4   -99     4     4   -99   -99    31   -99   -99   -99     -99
72-year-old              5     1    11    11     4   254   389     4     4     0     -99
linguistics              5     1    11    11    17   255   268     5     5   -13       1
professor                5     1     9     9    30   256   470     6     6   -13       4
watched                  5     1     7     7    39   257   240     5     5    -9       3
prosecutors              5     1    11    11    49   259   189     4     4   -10       2
prosecutors              5     1    11    11    46   259   102     1     1     3       2
abandoned                5     1     9     9    64   260   193     7     7   -18       4
abandoned                5     1     9     9    61   260   229     4     4     3       4
earlier                  5     1     7     7    71   261   150     4     4   -10      11
prosecutors              5     1    11    11    51   259   189     6     6    20       2
prosecutors              5     1    11    11    53   259   157     8     8    -2       2
earlier                  5     1     7     7    70   261   298     3     3   -17      11
earlier                  5     1     7     7    73   261    97     6     6    -3      11
claims                   5     2     6     6     4   262   262     4     4   -99       5
accepted                 5     2     8     8    16   264   232     5     5   -12       6
defence                  5     2     7     7    28   266   137     4     4   -12      11
defence                  5     2     7     7    24   266    79     0     0     4      11
*Blink                   5   -99     7     7   -99   -99    86   -99   -99   -99     -99
argument                 5     2     8     8    37   267   243     5     5   -99       7
Fatih                    5     2     5     5    47   269   146     1     1   -10       1
that                     5     2     4     4    45   268   141     4     4     2     871
Tas,                     5     2     4     3    53   270   181     1     1    -8       3
Tas,                     5     2     4     3    55   270   278     3     3    -2       3
Aram                     5     2     4     4    63   272   178     3     3    -8       1
Aram                     5     2     4     4    61   272   138     1     1     2       1
Publishing,              5     2    11    10    70   273   228     5     5    -9       6
Publishing,              5     2    11    10    68   273   223     3     3     2       6
Aram                     5     2     4     4    61   272   182     1     1     7       1
had                      5     2     3     3    80   274   148     3     3   -19     130
had                      5     2     3     3    79   274   153     2     2     1     130
separatist               5     3    10    10    18   277   149     7     7   -99       1
separatist               5     3    10    10    17   277   183     6     6     1       1
propaganda.              5     3    11    10    32   278    55    10    10   -15       2
propaganda.              5     3    11    10    28   278   233     6     6     4       2
propaganda.              5     3    11    10    31   278   169     9     9    -3       2
charge                   5     3     6     6    41   280   214     3     3   -10       9
often                    5     3     5     5    48   282   216     0     0    -7      31
levelled                 5     3     8     8    54   283   209     0     0    -6       1
often                    5     3     5     5    53   282   116     5     5     1      31
levelled                 5     3     8     8    58   283   124     4     4    -5       1
critics                  5     3     7     7    67   285   266     1     1    -9      11
critics                  5     3     7     7    73   285    75     7     7    -6      11
*Off-screen              5   -99     7     7   -99   -99    83   -99   -99   -99     -99
*Blink                   5   -99     7     7   -99   -99   105   -99   -99   -99     -99
policy                   5     4     6     6     9   288    98     0     0   -99      23
policy                   5     4     6     6    15   288   177     6     6    -6      23
towards                  5     4     7     7    23   289   159     7     7    -8      15
estimated                5     4     9     9    33   291   126     5     5   -10       2
estimated                5     4     9     9    29   291   250     1     1     4       2
estimated                5     4     9     9    35   291   198     7     7    -6       2
million                  5     4     7     7    43   293   243     2     2    -8      11
million                  5     4     7     7    46   293   201     5     5    -3      11
Kurds.                   5     4     6     5    53   294   294     4     4    -7       3
Rayif                    5     4     5     5    66   296    85     0     0   -13       1
Rayif                    5     4     5     5    69   296   146     3     3    -3       1
Bekir                    5     4     5     5    63   295   118     3     3     6       1
Rayif                    5     4     5     5    70   296   242     4     4    -7       1
Aldemir,                 5     4     8     7    72   297    95     0     0    -2       1
Aldemir,                 5     4     8     7    77   297   463     5     5    -5       1
prosecutor,              5     5    11    10     6   299   172     2     2   -99       2
prosecutor,              5     5    11    10    11   299   202     7     7    -5       2
he                       5     5     2     2    21   301   231     0     0   -10     265
'understood              5     5    11    10    31   302   190     7     6   -10       3
'understood              5     5    11    10    26   302   189     2     1     5       3
book                     5     5     4     4    44   304   157     4     4   -18      33
book                     5     5     4     4    40   304   114     0     0     4      33
not                      5     5     3     3    51   306   229     2     2   -11     277
seek                     5     5     4     4    56   307   188     3     3    -5       1
Turkish                  5     5     7     7    73   311   223     1     1   -17       3
72-year-old              6     1    11    11    10   254   137    10    10     0     -99
nation'.                 6     1     8     6     6   312   360     6     6     4       5
faced                    6     1     5     5    21   315   371     1     1   -15       4
faced                    6     1     5     5    23   315   105     3     3    -2       4
Tas                      6     1     3     3    17   314   214     1     1     6       3
a                        6     1     1     1    26   316   133     0     0    -9    1434
faced                    6     1     5     5    24   315   171     4     4     2       4
year                     6     1     4     4    32   317   189     4     4    -8      51
prison                   6     1     6     6    40   319   159     4     4    -8      23
prison                   6     1     6     6    37   319   144     1     1     3      23
printing                 6     1     8     8    49   321   196     2     2   -12       2
printing                 6     1     8     8    48   321    64     1     1     1       2
printing                 6     1     8     8    52   321   175     5     5    -4       2
American                 6     1     8     8    60   322   279     4     4    -8      16
American                 6     1     8     8    62   322    65     6     6    -2      16
Interventionism,         6     2    16    15     6   323   111     6     6   -99       1
Interventionism,         6     2    16    15    13   323   354    13    13    -7       1
Interventionism,         6     2    16    15     9   323   279     9     9     4       1
collection               6     2    10    10    26   325   201     7     7   -17       5
collection               6     2    10    10    23   325   159     4     4     3       5
Chomsky's                6     2     9     9    40   328   162     4     4   -17     -99
Chomsky's                6     2     9     9    36   328   220     0     0     4     -99
collection               6     2    10    10    28   325   221     9     9     8       5
political                6     2     9     9    48   329   238     2     2   -20      33
political                6     2     9     9    52   329   122     6     6    -4      33
he                       6     2     2     2    73   333    84     1     1   -21     265
Turkey                   6     3     6     6    13   335   353     5     5   -99       9
'brutal                  6     3     7     6    25   337   224     7     6   -12       2
repression'              6     3    11    10    33   338   276     7     7    -8       3
Kurds.                   6     3     6     5    46   341   136     1     1   -13       3
the                      6     3     3     3    43   340   125     2     2     3    3511
Kurds.                   6     3     6     5    50   341   140     5     5    -7       3
prosecutor               6     3    10    10    62   343   159     1     1   -12       2
*Blink                   6   -99    10    10   -99   -99    92   -99   -99   -99     -99
the                      6     4     3     3     5   346   237     0     0   -99    3511
right                    6     4     5     5    11   347   154     2     2    -6      38
right                    6     4     5     5    14   347   180     5     5    -3      38
decision,'               6     4    10     8    23   348   159     8     8    -9      11
Chomsky                  6     4     7     7    34   350   205     5     5   -11       5
Chomsky                  6     4     7     7    30   350   108     1     1     4       5
told                     6     4     4     4    39   351   143     2     2    -9      21
reporters                6     4     9     9    43   352   125     1     1    -4       2
reporters                6     4     9     9    48   352   149     6     6    -5       2
after                    6     4     5     5    57   353   177     5     5    -9      62
hearing.                 6     4     8     7    66   355   177     4     4    -9       8
*Blink                   6   -99     8     7   -99   -99    98   -99   -99   -99     -99
'Hopefully               6     5    10     9     7   356    57     7     6   -99       3
'Hopefully               6     5    10     9     6   356    91     6     5     1       3
will                     6     5     4     4    17   358   235     1     1   -11     210
as                       6     5     2     2    27   360   178     0     0   -10     422
*Blink                   6   -99     2     2   -99   -99   115   -99   -99   -99     -99
a                        6     5     1     1    30   361   116     0     0   -99    1434
a                        6     5     1     1    31   361    68     1     1    -1    1434
establishing             6     5    12    12    45   364    96     4     4   -14       2
freedom                  6     5     7     7    60   365   223     6     6   -15       6
speech                   6     5     6     6    69   367   212     4     4    -9       6
Turkey.'                 7     1     8     6     6   369   325     6     6     0       9
a                        7     1     1     1    22   372   117     1     1   -16    1434
Tas,                     7     1     4     3    20   371   320     4     4     2       3
22-year-old              7     1    11    11    26   373   228     3     3    -6     -99
22-year-old              7     1    11    11    34   373   179    11    11    -8     -99
university               7     1    10    10    41   374   215     6     6    -7      18
student,                 7     1     8     7    52   375   284     6     6   -11       4
six                      7     1     3     3    61   377   293     2     2    -9      13
other                    7     1     5     5    66   378    73     3     3    -5      78
cases                    7     1     5     5    73   379    93     4     4    -7       5
against                  7     2     7     7    15   381   215     7     7   -99      36
carrying                 7     2     8     8    22   383   185     1     1    -7       4
carrying                 7     2     8     8    29   383   157     8     8    -7       4
carrying                 7     2     8     8    28   383   195     7     7     1       4
possible                 7     2     8     8    39   385   159     7     7   -11      18
possible                 7     2     8     8    37   385   112     5     5     2      18
24-year                  7     2     7     7    46   386   222     5     5    -9      51
prison                   7     2     6     6    50   387   121     1     1    -4      23
prison                   7     2     6     6    54   387   146     5     5    -4      23
term,                    7     2     5     4    61   388   196     5     5    -7       9
for                      7     2     3     3    67   390   273     1     1    -6     519
printing                 7     2     8     8    72   391   147     2     2    -5       2
for                      7     2     3     3    69   390    98     3     3     3     519
articles                 7     3     8     8     6   392   153     6     6   -99       8
dealing                  7     3     7     7    18   395   180     0     0   -12       5
books                    7     3     5     5    14   394   202     2     2     4      16
dealing                  7     3     7     7    25   395   131     7     7   -11       5
dealing                  7     3     7     7    23   395   232     5     5     2       5
with                     7     3     4     4    30   396   234     4     4    -7     393
Kurdish                  7     3     7     7    39   398   231     4     4    -9       4
issue.                   7     3     6     5    47   399   238     4     4    -8      28
called                   7     3     6     6    53   401   159     0     0    -6      22
called                   7     3     6     6    58   401   146     5     5    -5      22
yesterday's              7     3    11    11    65   402   287     5     5    -7     -99
ruling                   7     3     6     6    75   403   212     3     3   -10       1
'insincere'              7     4    11     9     7   404   493     7     6   -99       1
suggested                7     4     9     9    16   406   153     0     0    -9       7
suggested                7     4     9     9    20   406   288     4     4    -4       7
presence                 7     4     8     8    33   408   143     3     3   -13       5
presence                 7     4     8     8    31   408   152     1     1     2       5
presence                 7     4     8     8    36   408   151     6     6    -5       5
professor                7     4     9     9    49   411   143     3     3   -13       4
professor                7     4     9     9    46   411   177     0     0     3       4
from                     7     4     4     4    60   412   236     4     4   -14     248
Massachusetts            7     4    13    13    70   414   209     5     5   -10       1
Massachusetts            7     4    13    13    76   414    97    11    11    -6       1
Institute                7     5     9     9     6   415   128     6     6   -99       2
Technology               7     5    10    10    20   417   199     7     7   -14      14
helped                   7     5     6     6    32   419   141     4     4   -12       8
helped                   7     5     6     6    30   419   215     2     2     2       8
him                      7     5     3     3    38   420   146     3     3    -8      49
escape                   7     5     6     6    41   421    73     2     2    -3      10
dismissed,               8     1    10     9    10   428   180    10    10     0       4
dismissed,               8     1    10     9     7   428   166     7     7     3       4
this                     8     1     4     4    17   430   199     2     2   -10     293
not                      8     1     3     3    23   432   235     0     0    -6     277
sincere                  8     1     7     7    30   434   228     1     1    -7       2
sincere                  8     1     7     7    35   434   207     6     6    -5       2
verdict,                 8     1     8     7    44   435   182     7     7    -9       1
verdict,                 8     1     8     7    42   435   150     5     5     2       1
was                      8     1     3     3    51   437   221     2     2    -9     383
given                    8     1     5     5    57   438   193     4     4    -6      20
because                  8     1     7     7    65   439   163     6     6    -8      78
Mr                       8     1     2     2    72   441   127     2     2    -7     109
support,'                8     2     9     7    16   443   287     6     6   -99       8
said.                    8     2     5     4    28   445   199     5     5   -12      53
said.                    8     2     5     4    24   445   207     1     1     4      53
*Off-screen              8   -99     5     4   -99   -99   167   -99   -99   -99     -99
charges                  8     2     7     7    40   447   217     4     4   -99       6
were                     8     2     4     4    44   448    71     0     0    -4     106
filed                    8     2     5     5    51   449   135     2     2    -7       1
filed                    8     2     5     5    49   449    78     0     0     2       1
against                  8     2     7     7    58   450   203     3     3    -9      36
against                  8     2     7     7    60   450   151     5     5    -2      36
Chomsky.                 8     2     8     7    70   452   193     4     4   -10       5
had                      8     3     3     3    16   455   134     0     0   -99     130
lawyers                  8     3     7     7    15   454   141     7     7     1       2
asked                    8     3     5     5    24   456   223     4     4    -9       8
asked                    8     3     5     5    22   456    87     2     2     2       8
be                       8     3     2     2    36   459   147     2     2   -14     423
he                       8     3     2     2    32   458   153     1     1     4     265
included                 8     3     8     8    42   460   165     5     5   -10       7
co-defendant,            8     3    13    12    54   463   156     3     3   -12     -99
co-defendant,            8     3    13    12    51   463   169     0     0     3     -99
co-defendant,            8     3    13    12    58   463   217     7     7    -7     -99
prosecutors              8     3    11    11    69   465   221     0     0   -11       2
prosecutors              8     3    11    11    75   465    77     6     6    -6       2
declined.                8     4     9     8     5   466   273     5     5   -99       1
critic                   8     4     6     6    23   469   123     1     1   -18       2
vocal                    8     4     5     5    21   468   259     5     5     2       2
critic                   8     4     6     6    28   469   320     6     6    -7       2
foreign                  8     4     7     7    36   472   199     1     1    -8      19
policy,                  8     4     7     6    43   473   223     0     0    -7      23
policy,                  8     4     7     6    50   473   167     7     7    -7      23
Chomsky                  8     4     7     7    59   475   218     5     5    -9       5
said                     8     4     4     4    65   476    72     3     3    -6      53
before                   8     4     6     6    72   477    77     5     5    -7      50
before                   8     4     6     6    70   477    92     3     3     2      50
the                      8     4     3     3    75   478   359     1     1    -5    3511
*Off-screen              8   -99     3     3   -99   -99    51   -99   -99   -99     -99
Americans                8     5     9     9    19   481   233     6     6   -99       6
that                     8     5     4     4    12   480   106     4     4     7     871
a                        8     5     1     1    28   483   289     1     1   -16    1434
responsibility           8     5    14    14    35   484   281     6     6    -7       9
abuses                   9     1     6     6     7   492   186     0     0     0       2
rights                   9     1     6     6     5   491   157     5     5     2      10
in                       9     1     2     2    15   493   289     1     1   -10    1091
Turkey,                  9     1     7     6    24   494   272     7     7    -9       9
is                       9     1     2     2    31   496   185     0     0    -7     717
close                    9     1     5     5    40   498   290     4     4    -9      12
a                        9     1     1     1    34   497   164     0     0     6    1434
close                    9     1     5     5    40   498   170     4     4    -6      12
ally.                    9     1     5     4    47   499   191     5     5    -7       1
the                      9     1     3     3    54   501   234     0     0    -7    3511
United                   9     1     6     6    61   502   176     3     3    -7      16
provides                 9     1     8     8    73   504   164     1     1   -12       5
provides                 9     1     8     8    78   504   172     6     6    -5       5
arms                     9     2     4     4    16   509   163     1     1   -99       3
Turkey                   9     2     6     6    23   511   243     0     0    -7       9
Turkey                   9     2     6     6    27   511   193     4     4    -4       9
the                      9     2     3     3    37   513   158     3     3   -10    3511
the                      9     2     3     3    35   513   111     1     1     2    3511
express                  9     2     7     7    43   514   193     5     5    -8       3
purpose                  9     2     7     7    52   515   274     6     6    -9       5
carrying                 9     2     8     8    61   517   225     4     4    -9       4
carrying                 9     2     8     8    65   517    86     8     8    -4       4
*Off-screen              9   -99     8     8   -99   -99   118   -99   -99   -99     -99
repression,              9     3    11    10     5   519   271     5     5   -99       3
becomes                  9     3     7     7    17   521   217     0     0   -12       3
becomes                  9     3     7     7    23   521   260     6     6    -6       3
responsibility,'         9     3    16    14    35   523   185     7     7   -12       9
responsibility,'         9     3    16    14    30   523   241     2     2     5       9
said.                    9     3     5     4    51   525   169     3     3   -21      53
he                       9     3     2     2    47   524   117     2     2     4     265
*Off-screen              9   -99     2     2   -99   -99    97   -99   -99   -99     -99
*Off-screen              9   -99     2     2   -99   -99   126   -99   -99   -99     -99
host                    10     1     4     4    10   558   148     2     2     0       1
playing                 10     1     7     7     4   557   160     4     4     6       6
to                      10     1     2     2    14   559   209     1     1   -10    1597
high-profile            10     1    12    12    22   561   205     4     4    -8     -99
high-profile            10     1    12    12    29   561   345    11    11    -7     -99
international           10     1    13    13    39   562   160     8     8   -10      12
international           10     1    13    13    37   562   166     6     6     2      12
conference              10     1    10    10    51   563   215     6     6   -14       2
bringing                10     1     8     8    61   564   234     5     5   -10       5
together                10     1     8     8    72   565   199     7     7   -11       5
ministers               10     2     9     9    14   567   216     6     6   -99      12
Islamic                 10     2     7     7    25   569   233     2     2   -11       1
and                     10     2     3     3    31   570   168     0     0    -6    1283
European                10     2     8     8    40   571   202     5     5    -9      27
European                10     2     8     8    43   571   168     8     8    -3      27
Union                   10     2     5     5    49   572   158     5     5    -6      13
countries.              10     2    10     9    57   573   204     7     7    -8      10
countries.              10     2    10     9    55   573    81     5     5     2      10
Union                   10     2     5     5    48   572   228     4     4     7      13
countries.              10     2    10     9    57   573   160     7     7    -9      10
Most                    10     2     4     4    69   574   191     4     4   -12      93
the                     10     2     3     3    75   576   118     2     2    -6    3511
human                   10     3     5     5    19   579   211     4     4   -99      25
rights                  10     3     6     6    27   580   173     6     6    -8      10
abuses                  10     3     6     6    34   581   224     6     6    -7       2
Turkey                  10     3     6     6    43   583   252     5     5    -9       9
from                    10     3     4     4    50   585   258     0     0    -7     248
fighting                10     3     8     8    57   586   142     2     2    -7       2
fighting                10     3     8     8    61   586   167     6     6    -4       2
between                 10     3     7     7    69   587   187     5     5    -8      42
forces                  10     4     6     6     3   589   187     3     3   -99       9
Kurdish                 10     4     7     7    11   591   139     0     0    -8       4
Kurdish                 10     4     7     7    16   591   185     5     5    -5       4
rebels                  10     4     6     6    24   592   250     5     5    -8       2
seeking                 10     4     7     7    33   593   163     7     7    -9       4
seeking                 10     4     7     7    32   593   110     6     6     1       4
self-rule.              10     4    10     9    39   594   217     5     5    -7     -99
self-rule.              10     4    10     9    43   594   239     9     9    -4     -99
37,000                  10     4     6     5    51   596   140     1     1    -8     -99
Some                    10     4     4     4    49   595   178     4     4     2      86
37,000                  10     4     6     5    54   596    86     4     4    -5     -99
people                  10     4     6     6    62   597   206     5     5    -8      90
died                    10     4     4     4    69   599   150     0     0    -7       7
*Blink                  10   -99     4     4   -99   -99    63   -99   -99   -99     -99
conflict,               10     5     9     8     3   602   110     3     3   -99       3
which                   10     5     5     5    15   603   222     5     5   -12     152
in                      10     5     2     2    22   605   224     0     0    -7    1091
1984.                   10     5     5     4    30   606   318     5     5    -8     -99
declared                10     5     8     8    43   608   126     1     1   -13       7
Rebels                  10     5     6     6    41   607   156     6     6     2       2
declared                10     5     8     8    47   608   198     5     5    -6       7
unilateral              10     5    10    10    60   610   294     7     7   -13       1
capture                 11     1     7     7     9   615    51     0     0     0       4
1999                    11     1     4     4     4   614   188     0     0     5     -99
capture                 11     1     7     7    10   615   203     1     1    -6       4
capture                 11     1     7     7    16   615   278     7     7    -6       4
their                   11     1     5     5    25   617   229     5     5    -9     225
leader,                 11     1     7     6    32   618   206     6     6    -7       8
Abdullah                11     1     8     8    41   619   146     7     7    -9       1
