WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
After                    1     1     5     5     1     1   151     1     1     1      62
After                    1     1     5     5     4     1   161     4     4     2      62
England's                1     1     9     9    10     2   140     4     4     3     -99
overwhelming             1     1    12    12    20     3   268     4     4     4       2
overwhelming             1     1    12    12    28     3   140    12    12     5       2
defeat                   1     1     6     6    32     4   188     3     3     6       1
of                       1     1     2     2    37     5   233     1     1     8    1757
the                    -99     0     0     0     0     6     0     0     0     0       0
admired                  1     1     7     7    43     7   226     0     0     7       1
admired                  1     1     7     7    47     7   157     4     4     9       1
Ireland                  1     1     7     7    54     8   193     3     3    10      12
-                      -99     0     0     0     0     9     0     0     0     0       0
how                      1     1     3     3    64    10   294     3     3    11      59
long                   -99     0     0     0     0    11     0     0     0     0       0
ago                      1     1     3     3    73    12   487     3     3    12      29
it                     -99     0     0     0     0    13     0     0     0     0       0
now                    -99     0     0     0     0    14     0     0     0     0       0
seems                    1     2     5     5     3    15   261     3     3    13      30
-                      -99     0     0     0     0    16     0     0     0     0       0
the                    -99     0     0     0     0    17     0     0     0     0       0
London                   1     2     6     6    16    18   198     4     4    14      27
London                   1     2     6     6    12    18   111     0     0    15      27
press,                 -99     0     0     0     0    19     0     0     0     0       0
sober                    1     2     5     5    31    20   256     5     5    16       1
sober                    1     2     5     5    29    20   231     3     3    17       1
broadsheets              1     2    11    11    36    21   262     4     4    18       1
as                     -99     0     0     0     0    22     0     0     0     0       0
much                     1     2     4     4    47    23   209     0     0    19      97
as                     -99     0     0     0     0    24     0     0     0     0       0
xenophobic               1     2    10    10    57    25   339     2     2    20       2
tabloids,                1     2     9     8    68    26   472     2     2    21       1
outdid                   1     3     6     6     4    27   443     4     4    22       1
outdid                   1     3     6     6     6    27    68     6     6    24       1
outdid                   1     3     6     6     2    27   193     2     2    25       1
even                     1     3     4     4    11    28   175     4     4    26      84
Welsh                  -99     0     0     0     0    29     0     0     0     0       0
supporters               1     3    10    10    23    30   222     5     5    27       2
of                     -99     0     0     0     0    31     0     0     0     0       0
the                      1     3     3     3    35    32   180     3     3    28    3511
1970s                    1     3     5     5    41    33   172     5     5    29       5
in                     -99     0     0     0     0    34     0     0     0     0       0
lack                     1     3     4     4    49    35   140     4     4    30       7
of                     -99     0     0     0     0    36     0     0     0     0       0
realism                  1     3     7     7    53    37   275     0     0    32       2
and                    -99     0     0     0     0    38     0     0     0     0       0
sheer                    1     3     5     5    67    39   153     2     2    33       2
sheer                    1     3     5     5    68    39   246     3     3    35       2
conceit;                 1     3     8     7    74    40   194     3     3    34       1
which                    1     4     5     5     3    41   192     3     3    36     152
is                     -99     0     0     0     0    42     0     0     0     0       0
saying                 -99     0     0     0     0    43     0     0     0     0       0
something.               1     4    10     9    18    44    92     2     2    37      29
I                      -99     0     0     0     0    45     0     0     0     0       0
did                      1     4     3     3    35    46   188     2     2    39      43
not                    -99     0     0     0     0    47     0     0     0     0       0
undervalue               1     4    10    10    44    48   273     3     3    40       1
the                    -99     0     0     0     0    49     0     0     0     0       0
victory                  1     4     7     7    57    50   192     1     1    41       4
victory                  1     4     7     7    61    50   211     5     5    43       4
over                   -99     0     0     0     0    51     0     0     0     0       0
an                       1     4     2     2    69    52   208     0     0    44     195
Ireland                  1     4     7     7    75    53   440     3     3    45      12
side                     1     5     4     4     1    54    57     1     1    23      12
side                     1     5     4     4     1    54   100     1     1    38      12
side                     1     5     4     4     2    54   407     2     2    46      12
who,                   -99     0     0     0     0    55     0     0     0     0       0
as                     -99     0     0     0     0    56     0     0     0     0       0
they                     1     5     4     4    16    57   209     3     3    47     258
showed                 -99     0     0     0     0    58     0     0     0     0       0
against                  1     5     7     7    28    59   205     3     3    48      36
Scotland                 1     5     8     8    36    60   195     3     3    49       1
on                     -99     0     0     0     0    61     0     0     0     0       0
Saturday,                1     5     9     8    48    62   280     3     3    50       2
can                    -99     0     0     0     0    63     0     0     0     0       0
pile                     1     5     4     4    62    64   326     3     3    51       1
up                     -99     0     0     0     0    65     0     0     0     0       0
points                   1     5     6     6    71    66   335     4     4    52       5
even                     1     5     4     4    77    67   353     3     3    53      84
though                   2     1     6     6     1    68   218     1     1    54      37
they                     2     1     4     4    10    69   210     3     3    55     258
may                    -99     0     0     0     0    70     0     0     0     0       0
be                       2     1     2     2    18    71   142     2     2    56     423
be                       2     1     2     2    16    71   115     0     0    57     423
losing                   2     1     6     6    25    72   146     6     6    58       4
losing                   2     1     6     6    25    72   186     6     6    60       4
the                    -99     0     0     0     0    73     0     0     0     0       0
set                      2     1     3     3    30    74   354     0     0    59      26
pieces.                -99     0     0     0     0    75     0     0     0     0       0
What                   -99     0     0     0     0    76     0     0     0     0       0
I                      -99     0     0     0     0    77     0     0     0     0       0
did                      2     1     3     3    50    78   263     1     1    61      43
did                      2     1     3     3    51    78   229     2     2    63      43
did                      2     1     3     3    52    78   139     3     3    64      43
did                      2     1     3     3    51    78   246     2     2    65      43
do,                    -99     0     0     0     0    79     0     0     0     0       0
several                  2     1     7     7    61    80   280     4     4    66      14
times,                 -99     0     0     0     0    81     0     0     0     0       0
was                    -99     0     0     0     0    82     0     0     0     0       0
warn                     2     1     4     4    76    83   287     0     0    67       5
against                  2     2     7     7     3    84   148     3     3    68      36
against                  2     2     7     7     0    84    83     0     0    69      36
against                  2     2     7     7     5    84   187     5     5    70      36
against                  2     2     7     7     2    84   113     2     2    71      36
a                      -99     0     0     0     0    85     0     0     0     0       0
French                   2     2     6     6    15    86   180     5     5    72      22
team                   -99     0     0     0     0    87     0     0     0     0       0
in                       2     2     2     2    22    88   236     0     0    73    1091
Paris                    2     2     5     5    29    89   272     4     4    74       5
who                    -99     0     0     0     0    90     0     0     0     0       0
had                      2     2     3     3    38    91   181     3     3    75     130
already                  2     2     7     7    45    92   182     6     6    76      24
beaten                   2     2     6     6    53    93   218     6     6    77       1
South                  -99     0     0     0     0    94     0     0     0     0       0
Africa                   2     2     6     6    62    95   170     2     2    78       6
and                    -99     0     0     0     0    96     0     0     0     0       0
New                      2     2     3     3    72    97   207     1     1    79      93
Zealand                  2     3     7     7     4    98   132     4     4    80       5
before                 -99     0     0     0     0    99     0     0     0     0       0
Christmas.               2     3    10     9    16   100    67     1     1    81       3
Christmas.               2     3    10     9    18   100   152     3     3    82       3
True,                    2     3     5     4    34   101   193     4     4    83      13
several                  2     3     7     7    40   102   279     4     4    84      14
of                     -99     0     0     0     0   103     0     0     0     0       0
the                      2     3     3     3    50   104   310     3     3    85    3511
young                    2     3     5     5    56   105   144     5     5    87      43
backs                    2     3     5     5    61   106   212     4     4    86       2
