WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
the                      1     1     3     3     5     2   217     1     1     0    3511
has                      1     1     3     3    13     4   203     1     1    -8     239
BBC                      1     1     3     3    11     3   202     3     3     2      21
BBC                      1     1     3     3     8     3   187     0     0     3      21
embraced                 1     1     8     8    23     5   109     7     7   -15       2
'narrowcasting'          1     1    15    14    31     6   170     6     6    -8       2
'narrowcasting'          1     1    15    14    35     6   237    10    10    -4       2
'narrowcasting'          1     1    15    14    34     6   112     9     9     1       2
'narrowcasting'          1     1    15    14    32     6   121     7     7     2       2
its                      1     1     3     3    46     8   173     0     0   -14     152
with                     1     1     4     4    44     7   165     3     3     2     393
new                      1     1     3     3    53     9   200     3     3    -9      93
channels,                1     1     9     8    58    10   332     4     4    -5       3
Boyd                     1     1     4     4    67    11   501     3     3    -9       1
Tonkin                   1     1     6     6    72    12   680     3     3    -5       1
asks                     1     1     4     4    78    13   202     2     2    -6       2
will                     1     2     4     4     6    16   236     0     0   -99     210
surprise                 1     2     8     8    25    19   168     3     3   -19       2
surprise                 1     2     8     8    30    19    58     8     8    -5       2
surprise                 1     2     8     8    30    19   108     8     8     0       2
the                      1     2     3     3    39    22   187     0     0    -9    3511
with                     1     2     4     4    38    21   176     4     4     1     393
with                     1     2     4     4    35    21    84     1     1     3     393
unexpected.              1     2    11    10    51    23   197     8     8   -16       4
unexpected.              1     2    11    10    47    23   262     4     4     4       4
Saturday,                1     2     9     8    65    25   245     3     3   -18       2
On                       1     2     2     2    60    24    82     1     1     5     417
*Blink                   1   -99     2     2   -99   -99   231   -99   -99   -99     -99
new                      1     3     3     3     7    28   148     1     1   -99      93
cultural                 1     3     8     8    14    29   178     4     4    -7       7
cultural                 1     3     8     8    18    29   169     8     8    -4       7
channel                  1     3     7     7    24    30   280     5     5    -6       4
finally                  1     3     7     7    33    31    95     6     6    -9       9
the                      1     3     3     3    42    33    76     2     2    -9    3511
shed                     1     3     4     4    39    32   245     4     4     3       1
dowdy                    1     3     5     5    48    34   254     4     4    -9       1
chrysalis                1     3     9     9    55    35   228     5     5    -7       1
chrysalis                1     3     9     9    53    35   179     3     3     2       1
Knowledge                1     3     9     9    67    37   221     4     4   -14       2
of                       1     3     2     2    62    36   217     2     2     5    1757
to                       1     3     2     2    74    38   132     1     1   -12    1597
emerge                   1     4     6     6     6    39   161     6     6   -99       4
gaudy                    1     4     5     5    15    42   107     3     3    -9       1
metamorphosis.           1     5    14    13    18    57    74     8     8   -99       1
a                        1     4     1     1    11    41   116     1     1   -99    1434
butterfly                1     4     9     9    25    43   208     7     7   -14       2
butterfly                1     4     9     9    22    43   138     4     4     3       2
known                    1     4     5     5    32    44   236     4     4   -10      16
'Four'.                  1     4     7     4    41    46   335     4     3    -9      27
as                       1     4     2     2    36    45    90     2     2     5     422
of                       1     5     2     2    46    62    65     1     1   -99    1757
all                      1     4     3     3    51    48   160     2     2   -99     167
can                      1     4     3     3    62    51   172     3     3   -11     123
stick                    1     4     5     5    66    52   117     3     3    -4       1
around                   1     4     6     6    73    53   226     4     4    -7      31
watch                    1     5     5     5     4    55   173     4     4   -99      11
metamorphosis.           1     5    14    13    16    57   190     6     6   -12       1
metamorphosis.           1     5    14    13    15    57   193     5     5     1       1
the                      1     5     3     3     9    56   192     3     3     6    3511
metamorphosis.           1     5    14    13    17    57    95     7     7    -8       1
a                        1     5     1     1    32    59   136     1     1   -15    1434
After                    1     5     5     5    28    58   115     3     3     4      62
first                    1     5     5     5    38    60   175     5     5   -10      87
night                    1     5     5     5    43    61   182     4     4    -5      12
joint                    1     5     5     5    51    63   266     3     3    -8       3
transmission             1     5    12    12    60    64   144     6     6    -9       1
transmission             1     5    12    12    58    64   183     4     4     2       1
*Blink                   1   -99    12    12   -99   -99   434   -99   -99   -99     -99
night                    1     5     5     5    44    61   263     5     5   -99      12
Four's                   2     1     6     6     5    68   186     5     5     0     -99
hours                    2     1     5     5    13    70   187     2     2    -8       9
*Blink                   2   -99     5     5   -99   -99    92   -99   -99   -99     -99
per                      2     1     3     3    18    71   173     1     1   -99      36
of                       2     1     2     2    25    73   123     0     0    -7    1757
day                      2     1     3     3    22    72   203     1     1     3      35
of                       2     1     2     2    26    73   247     1     1    -4    1757
day                      2     1     3     3    22    72   229     1     1     4      35
arts,                    2     1     5     4    33    74   271     5     5   -11       6
day                      2     1     3     3    22    72   194     1     1    11      35
of                       2     1     2     2    26    73   254     1     1    -4    1757
day                      2     1     3     3    21    72   103     0     0     5      35
*Blink                   2   -99     3     3   -99   -99   147   -99   -99   -99     -99
ideas                    2     1     5     5    37    75   181     3     3   -99       7
and                      2     1     3     3    40    76   212     0     0    -3    1283
and                      2     1     3     3    42    76    54     2     2    -2    1283
reportage                2     1     9     9    49    77   215     5     5    -7       3
reportage                2     1     9     9    52    77    75     8     8    -3       3
reportage                2     1     9     9    48    77   178     4     4     4       3
reverted                 2     1     8     8    58    79   221     0     0   -10       1
has                      2     1     3     3    56    78   164     2     2     2     239
*Blink                   2   -99     3     3   -99   -99   346   -99   -99   -99     -99
digital                  2     2     7     7     7    82    60     7     7   -99       8
platforms                2     2     9     9    15    83   376     7     7    -8       1
platforms                2     2     9     9     9    83   143     1     1     6       1
closed                   2     2     6     6    27    85   178     3     3   -18       7
closed                   2     2     6     6    26    85   194     2     2     1       7
still                    2     2     5     5    23    84   112     5     5     3      52
