WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
Now                      1     1     3     3     2     1   202     2     2     1     107
the                    -99     0     0     0     0     2     0     0     0     0       0
BBC                      1     1     3     3    11     3   163     3     3     2      21
has                    -99     0     0     0     0     4     0     0     0     0       0
embraced                 1     1     8     8    21     5   175     5     5     3       2
'narrowcasting'          1     1    15    14    31     6   286     6     6     4       2
'narrowcasting'          1     1    15    14    29     6   190     4     4     7       2
'narrowcasting'          1     1    15    14    28     6   181     3     3     8       2
with                     1     1     4     4    45     7   152     4     4     5     393
its                    -99     0     0     0     0     8     0     0     0     0       0
new                      1     1     3     3    51     9   191     1     1     9      93
channels,                1     1     9     8    54    10   115     0     0     6       3
channels,                1     1     9     8    59    10   159     5     5    10       3
Boyd                     1     1     4     4    66    11   285     2     2    12       1
Boyd                     1     1     4     4    67    11   241     3     3    15       1
Tonkin                   1     1     6     6    70    12   378     1     1    11       1
Tonkin                   1     1     6     6    72    12   318     3     3    13       1
Tonkin                   1     1     6     6    72    12   313     3     3    16       1
asks                     1     1     4     4    78    13   264     2     2    14       2
asks                     1     1     4     4    78    13   131     2     2    17       2
if                     -99     0     0     0     0    14     0     0     0     0       0
TV                       1     2     2     2     5    15   157     2     2    18      11
TV                       1     2     2     2     3    15   183     0     0    19      11
will                   -99     0     0     0     0    16     0     0     0     0       0
ever                     1     2     4     4    14    17   211     3     3    20      38
again                    1     2     5     5    21    18   175     5     5    21      28
surprise                 1     2     8     8    29    19   317     7     7    22       2
us                     -99     0     0     0     0    20     0     0     0     0       0
with                     1     2     4     4    38    21   177     4     4    23     393
the                    -99     0     0     0     0    22     0     0     0     0       0
unexpected.              1     2    11    10    50    23   273     7     7    24       4
On                     -99     0     0     0     0    24     0     0     0     0       0
Saturday,                1     2     9     8    66    25   220     4     4    25       2
the                      1     2     3     3    73    26   327     1     1    26    3511
BBC's                    1     3     5     5     5    27   232     5     5    27     -99
new                    -99     0     0     0     0    28     0     0     0     0       0
cultural                 1     3     8     8    17    29   295     7     7    30       7
channel                  1     3     7     7    21    30   267     2     2    28       4
finally                  1     3     7     7    32    31   147     5     5    29       9
shed                   -99     0     0     0     0    32     0     0     0     0       0
the                      1     3     3     3    40    33   174     0     0    31    3511
dowdy                    1     3     5     5    49    34   238     5     5    32       1
chrysalis                1     3     9     9    54    35   272     4     4    33       1
of                     -99     0     0     0     0    36     0     0     0     0       0
Knowledge                1     3     9     9    66    37   324     3     3    34       2
Knowledge                1     3     9     9    72    37   156     9     9    35       2
to                     -99     0     0     0     0    38     0     0     0     0       0
emerge                   1     4     6     6     5    39   256     5     5    36       4
emerge                   1     4     6     6     5    39   162     5     5    44       4
emerge                   1     4     6     6     2    39   270     2     2    45       4
as                     -99     0     0     0     0    40     0     0     0     0       0
a                      -99     0     0     0     0    41     0     0     0     0       0
gaudy                    1     4     5     5    15    42   151     3     3    43       1
gaudy                    1     4     5     5    14    42   291     2     2    47       1
butterfly                1     4     9     9    18    43   237     0     0    37       2
butterfly                1     4     9     9    26    43   191     8     8    38       2
butterfly                1     4     9     9    27    43   170     9     9    41       2
butterfly                1     4     9     9    21    43   184     3     3    42       2
butterfly                1     4     9     9    21    43   203     3     3    46       2
butterfly                1     4     9     9    25    43   275     7     7    48       2
known                    1     4     5     5    32    44   177     4     4    49      16
as                       1     4     2     2    36    45   223     2     2    40     422
'Four'.                  1     4     7     4    41    46   333     4     3    39      27
'Four'.                  1     4     7     4    37    46   318     0    -1    50      27
'Four'.                  1     4     7     4    42    46   169     5     4    51      27
Not                    -99     0     0     0     0    47     0     0     0     0       0
all                      1     4     3     3    50    48   207     1     1    52     167
of                     -99     0     0     0     0    49     0     0     0     0       0
us                       1     4     2     2    57    50   330     1     1    53      86
can                    -99     0     0     0     0    51     0     0     0     0       0
stick                    1     4     5     5    66    52   332     3     3    54       1
stick                    1     4     5     5    64    52   243     1     1    55       1
around                   1     4     6     6    72    53   224     3     3    56      31
to                     -99     0     0     0     0    54     0     0     0     0       0
watch                    1     5     5     5     4    55   178     4     4    57      11
the                    -99     0     0     0     0    56     0     0     0     0       0
metamorphosis.           1     5    14    13    15    57   683     5     5    58       1
metamorphosis.           1     5    14    13    12    57   191     2     2    59       1
After                    1     5     5     5    29    58   201     4     4    60      62
a                      -99     0     0     0     0    59     0     0     0     0       0
first                    1     5     5     5    36    60   160     3     3    61      87
night                  -99     0     0     0     0    61     0     0     0     0       0
of                       1     5     2     2    46    62   255     1     1    62    1757
joint                    1     5     5     5    53    63   218     5     5    63       3
transmission             1     5    12    12    60    64   267     6     6    64       1
with                     1     5     4     4    68    65   205     1     1    65     393
BBC                      1     5     3     3    73    66   199     1     1    66      21
BBC                      1     5     3     3    74    66   261     2     2    67      21
2,                     -99     0     0     0     0    67     0     0     0     0       0
Four's                   2     1     6     6     5    68   235     5     5    68     -99
six                    -99     0     0     0     0    69     0     0     0     0       0
hours                    2     1     5     5    12    70   291     1     1    69       9
hours                    2     1     5     5    16    70   326     5     5    71       9
per                    -99     0     0     0     0    71     0     0     0     0       0
day                      2     1     3     3    21    72   196     0     0    70      35
day                      2     1     3     3    23    72   188     2     2    72      35
of                     -99     0     0     0     0    73     0     0     0     0       0
arts,                    2     1     5     4    31    74   267     3     3    73       6
ideas                    2     1     5     5    39    75   258     5     5    74       7
and                    -99     0     0     0     0    76     0     0     0     0       0
reportage                2     1     9     9    48    77   281     4     4    75       3
has                    -99     0     0     0     0    78     0     0     0     0       0
reverted                 2     1     8     8    58    79   274     0     0    76       1
to                       2     1     2     2    68    80   193     1     1    77    1597
the                      2     1     3     3    70    81    70     0     0    78    3511
digital                  2     2     7     7     6    82   366     6     6    79       8
digital                  2     2     7     7     7    82    81     7     7    90       8
platforms                2     2     9     9     8    83   206     0     0    86       1
platforms                2     2     9     9    14    83   289     6     6    87       1
platforms                2     2     9     9     9    83   200     1     1    89       1
still                    2     2     5     5    23    84   189     5     5    82      52
still                    2     2     5     5    20    84   247     2     2    83      52
still                    2     2     5     5    18    84   626     0     0    88      52
closed                   2     2     6     6    24    85   264     0     0    80       7
closed                   2     2     6     6    26    85   214     2     2    91       7
to                     -99     0     0     0     0    86     0     0     0     0       0
the                      2     2     3     3    35    87   309     1     1    81    3511
half                     2     2     4     4    39    88   174     1     1    92      20
of                     -99     0     0     0     0    89     0     0     0     0       0
British                  2     2     7     7    52    90   169     6     6    93      77
households               2     2    10    10    63    91   273     9     9    84       1
households               2     2    10    10    61    91   308     7     7    94       1
who                    -99     0     0     0     0    92     0     0     0     0       0
can                      2     2     3     3    70    93   231     1     1    85     123
can                      2     2     3     3    71    93   269     2     2    95     123
only                   -99     0     0     0     0    94     0     0     0     0       0
receive                  2     3     7     7     6    95   188     6     6    96       5
