WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
Barrister,               1     1    10     9     6     1   400     6     6     0       3
Barrister,               1     1    10     9    10     1   231    10    10    -4       3
hero,                    1     1     5     4    18     3   545     3     3    -8       3
politician.              1     1    11    10    29     4   177     8     8   -11       7
politician.              1     1    11    10    28     4   216     7     7     1       7
Officially:              1     1    11    10    40     5   327     7     7   -12       2
Officially:              1     1    11    10    39     5   198     6     6     1       2
murdered                 1     1     8     8    47     6   141     2     2    -8       3
murdered                 1     1     8     8    51     6   172     6     6    -4       3
Irish                    1     1     5     5    59     8   206     2     2    -8      19
National                 1     1     8     8    66     9   224     3     3    -7      18
National                 1     1     8     8    69     9    59     6     6    -3      18
Irish                    1     1     5     5    58     8   217     1     1    11      19
Liberation               1     2    10    10     5    10   305     5     5   -99       2
Army,                    1     2     5     4    14    11   182     3     3    -9       5
March                    1     2     5     5    25    13   196     5     5   -11       5
March                    1     2     5     5    22    13   157     2     2     3       5
1979.                    1     2     5     4    30    14   141     4     4    -8     -99
Unofficially:            1     2    13    12    32    15   307     0     0    -2       2
Unofficially:            1     2    13    12    43    15   123    11    11   -11       2
*Blink                   1   -99    13    12   -99   -99    88   -99   -99   -99     -99
who                      1     2     3     3    52    18   179     0     0   -99     157
spy                      1     2     3     3    50    17    93     2     2     2       1
Unofficially:            1     2    13    12    39    15   279     7     7    11       2
who                      1     2     3     3    52    18   170     0     0   -13     157
too                      1     2     3     3    61    20   135     0     0    -9      56
knew                     1     2     4     4    58    19   287     2     2     3       7
much?                    1     2     5     4    67    21   229     2     2    -9      97
much?                    1     2     5     4    69    21    87     4     4    -2      97
Unanswered               1     3    10    10     7    22   127     7     7   -99       2
questions:               1     3    10     9    15    23   133     4     4    -8      10
questions:               1     3    10     9    14    23    66     3     3     1      10
was                      1     3     3     3    23    24   188     1     1    -9     383
involved                 1     3     8     8    30    26   349     1     1    -7      10
involved                 1     3     8     8    37    26   172     8     8    -7      10
he                       1     3     2     2    28    25   293     2     2     9     265
in                       1     3     2     2    39    27   150     1     1   -11    1091
dirty                    1     3     5     5    46    28   234     5     5    -7       4
tricks                   1     3     6     6    50    29   269     3     3    -4       1
dirty                    1     3     5     5    44    28   487     3     3     6       4
tricks                   1     3     6     6    52    29   153     5     5    -8       1
extreme                  1     3     7     7    60    31   210     2     2    -8       3
right-wing               1     3    10    10    68    32   201     2     2    -8     -99
right-wing               1     3    10    10    73    32    63     7     7    -5     -99
conspiracies?            1     4    13    12     9    33   315     9     9   -99       1
did                      1     4     3     3    21    35   204     3     3   -12      43
did                      1     4     3     3    19    35   184     1     1     2      43
have                     1     4     4     4    25    37   186     0     0    -6     361
to                       1     4     2     2    30    38   186     0     0    -5    1597
die?                     1     4     4     3    37    39   324     4     4    -7       5
to                       1     4     2     2    31    38   150     1     1     6    1597
the                      1     4     3     3    45    42   247     0     0   -14    3511
story                    1     4     5     5    52    43   152     3     3    -7      14
about                    1     4     5     5    58    44   166     3     3    -6     164
revealed?                1     4     9     8    71    47   191     4     4   -13       9
is                       1     4     2     2    42    41   219     0     0    29     717
story                    1     4     5     5    49    43   284     0     0    -7      14
*Blink                   1   -99     5     5   -99   -99    89   -99   -99   -99     -99
about                    1     4     5     5    60    44   235     5     5   -99     164
revealed?                1     4     9     8    73    47   254     6     6   -13       9
far                      1     5     3     3     4    49    83     1     1   -99      39
*Blink                   1   -99     3     3   -99   -99    93   -99   -99   -99     -99
as                       1     5     2     2    14    51    87     2     2   -99     422
away                     1     5     4     4    11    50   141     4     4     3      27
away                     1     5     4     4    11    50    84     4     4     0      27
as                       1     5     2     2    14    51   309     2     2    -3     422
Trafalgar                1     5     9     9    21    52   190     6     6    -7     -99
Trafalgar                1     5     9     9    16    52   119     1     1     5     -99
office-workers           1     5    14    14    35    54   165     3     3   -19     -99
office-workers           1     5    14    14    41    54   267     9     9    -6     -99
office-workers           1     5    14    14    46    54   171    14    14    -5     -99
shudder.                 1     5     8     7    57    57   164     1     1   -11       1
the                      1     5     3     3    54    56   146     2     2     3    3511
shudder.                 1     5     8     7    62    57   254     6     6    -8       1
was                      1     5     3     3    72    59   326     1     1   -10     383
that?'                   2     1     6     4     6    60   243     6     6     0     871
was                      2     1     3     3     7    61    59     0     0    -1     383
the                      2     1     3     3    11    62   191     0     0    -4    3511
question                 2     1     8     8    19    63   178     4     4    -8      12
question                 2     1     8     8    15    63   113     0     0     4      12
repeated                 2     1     8     8    30    64   310     6     6   -15       2
across                   2     1     6     6    37    65   214     4     4    -7      28
central                  2     1     7     7    47    66   234     7     7   -10       6
central                  2     1     7     7    45    66   188     5     5     2       6
the                      2     1     3     3    63    70   181     1     1   -18    3511
