WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
The                    -99     0     0     0     0     1     0     0     0     0       0
decision                 1     1     8     8     5     2   192     1     1     2      11
of                       1     1     2     2    13     3    90     0     0     1    1757
the                    -99     0     0     0     0     4     0     0     0     0       0
Human                    1     1     5     5    25     5   251     5     5     3      25
Fertility                1     1     9     9    29     6    95     3     3     4       1
Fertility                1     1     9     9    34     6   217     8     8     5       1
and                    -99     0     0     0     0     7     0     0     0     0       0
Embryology               1     1    10    10    46     8   288     6     6     6       3
Authority                1     1     9     9    57     9   260     6     6     8       8
Authority                1     1     9     9    55     9   128     4     4     9       8
(HFEA)                   1     1     6     4    66    10   269     5     4    10       6
to                       1     1     2     2    69    11   169     1     1    11    1597
allow                    1     1     5     5    74    12   172     3     3    13       6
a                        1     1     1     1    78    13   137     1     1    12    1434
couple                   1     2     6     6     5    14   117     5     5    16       7
to                     -99     0     0     0     0    15     0     0     0     0       0
select                 -99     0     0     0     0    16     0     0     0     0       0
genetically              1     2    11    11    17    17   220     0     0    17       2
genetically              1     2    11    11    21    17   205     4     4    18       2
genetically              1     2    11    11    27    17   350    10    10    19       2
genetically              1     2    11    11    28    17   248    11    11    21       2
their                  -99     0     0     0     0    18     0     0     0     0       0
next                     1     2     4     4    37    19   198     2     2    20      35
next                     1     2     4     4    36    19    53     1     1    22      35
baby                     1     2     4     4    41    20    63     1     1    23       5
baby                     1     2     4     4    44    20   111     4     4    25       5
baby                     1     2     4     4    42    20   195     2     2    26       5
was                    -99     0     0     0     0    21     0     0     0     0       0
bound                    1     2     5     5    51    22   181     2     2    27       2
to                       1     2     2     2    55    23   162     0     0    28    1597
raise                  -99     0     0     0     0    24     0     0     0     0       0
concerns                 1     2     8     8    64    25   199     0     0    29       2
that                     1     2     4     4    74    26   274     1     1    30     871
advances               -99     0     0     0     0    27     0     0     0     0       0
in                     -99     0     0     0     0    28     0     0     0     0       0
biotechnology            1     3    13    13    24    29    62    12    12    32       4
biotechnology            1     3    13    13    25    29    67    13    13    34       4
biotechnology            1     3    13    13    24    29   123    12    12    35       4
biotechnology            1     3    13    13    18    29   181     6     6    36       4
are                      1     3     3     3    28    30   161     2     2    40     351
racing                   1     3     6     6    32    31   111     2     2    38       4
racing                   1     3     6     6    36    31   199     6     6    41       4
racing                   1     3     6     6    32    31    80     2     2    42       4
ahead                    1     3     5     5    37    32   203     0     0    37       9
ahead                    1     3     5     5    38    32   120     1     1    43       9
of                       1     3     2     2    43    33   244     0     0    44    1757
our                    -99     0     0     0     0    34     0     0     0     0       0
ability                  1     3     7     7    54    35   191     4     4    45       9
ability                  1     3     7     7    50    35   292     0     0    46       9
to                     -99     0     0     0     0    36     0     0     0     0       0
control                  1     3     7     7    62    37   397     1     1    47      10
the                    -99     0     0     0     0    38     0     0     0     0       0
consequences.          -99     0     0     0     0    39     0     0     0     0       0
The                    -99     0     0     0     0    40     0     0     0     0       0
couple                   1     4     6     6    22    41   271     4     4    52       7
at                       1     4     2     2    27    42    53     2     2    50     269
at                       1     4     2     2    25    42   140     0     0    51     269
the                      1     4     3     3    31    43   139     3     3    54    3511
centre                   1     4     6     6    34    44   163     2     2    53      16
of                     -99     0     0     0     0    45     0     0     0     0       0
this                   -99     0     0     0     0    46     0     0     0     0       0
case                     1     4     4     4    47    47   313     0     0    56      26
have                     1     4     4     4    52    48   373     0     0    57     361
a                        1     4     1     1    57    49   334     0     0    59    1434
son                      1     4     3     3    59    50   203     0     0    58       6
who                    -99     0     0     0     0    51     0     0     0     0       0
suffers                  1     4     7     7    68    52   247     1     1    60       1
suffers                  1     4     7     7    68    52    52     1     1    62       1
from                   -99     0     0     0     0    53     0     0     0     0       0
a                      -99     0     0     0     0    54     0     0     0     0       0
potentially              1     5    11    11    12    55   172    10    10    64       3
fatal                    1     5     5     5    18    56    61     4     4    65       3
disorder                 1     5     8     8    25    57    63     5     5    33       4
disorder                 1     5     8     8    26    57    82     6     6    49       4
disorder                 1     5     8     8    24    57   164     4     4    66       4
disorder                 1     5     8     8    26    57   204     6     6    67       4
and                    -99     0     0     0     0    58     0     0     0     0       0
whose                    1     5     5     5    33    59    62     0     0    39      11
whose                    1     5     5     5    36    59   196     3     3    69      11
best                     1     5     4     4    40    60   157     1     1    55      23
best                     1     5     4     4    40    60   175     1     1    68      23
best                     1     5     4     4    43    60   113     4     4    71      23
hope                     1     5     4     4    47    61   259     3     3    70      14
is                     -99     0     0     0     0    62     0     0     0     0       0
a                      -99     0     0     0     0    63     0     0     0     0       0
marrow                   1     5     6     6    56    64   264     2     2    72       2
transplant               1     5    10    10    69    65    94     8     8    61       1
transplant               1     5    10    10    68    65   173     7     7    73       1
from                     1     5     4     4    74    66   262     2     2    74     248
a                        1     5     1     1    77    67   229     0     0    76    1434
sibling,                 2     1     8     7     1    68    63     1     1    78       2
sibling,                 2     1     8     7     2    68   410     2     2    79       2
so                     -99     0     0     0     0    69     0     0     0     0       0
the                      2     1     3     3    15    70   117     3     3    80    3511
stakes                   2     1     6     6    16    71   255     0     0    81       3
of                       2     1     2     2    25    72   179     2     2    83    1757
this                     2     1     4     4    29    73   233     3     3    84     293
decision                 2     1     8     8    37    74   213     6     6    82      11
decision                 2     1     8     8    33    74   214     2     2    85      11
are                    -99     0     0     0     0    75     0     0     0     0       0
particularly             2     1    12    12    51    76   177     7     7    86       8
particularly             2     1    12    12    48    76    61     4     4    87       8
particularly             2     1    12    12    44    76    61     0     0    88       8
particularly             2     1    12    12    51    76    64     7     7    89       8
