WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
As                     -99     0     0     0     0     1     0     0     0     0       0
the                      1     1     3     3     3     2    71     0     0     2    3511
first                    1     1     5     5     8     3   113     1     1     3      87
phase                    1     1     5     5    13     4    74     0     0     4       4
of                       1     1     2     2    19     5   170     0     0     5    1757
the                    -99     0     0     0     0     6     0     0     0     0       0
official                 1     1     8     8    29     7   142     3     3     6      10
official                 1     1     8     8    33     7   116     7     7     7      10
inquiry                  1     1     7     7    40     8   197     5     5     8       5
into                   -99     0     0     0     0     9     0     0     0     0       0
the                      1     1     3     3    49    10   141     1     1     9    3511
death                    1     1     5     5    57    11   153     5     5    10      22
of                     -99     0     0     0     0    12     0     0     0     0       0
Victoria                 1     1     8     8    65    13   204     4     4    11       8
Climbie                  1     1     7     7    77    14   173     7     7    12       8
drew                   -99     0     0     0     0    15     0     0     0     0       0
to                       1     2     2     2     7    16   175     2     2    13    1597
a                      -99     0     0     0     0    17     0     0     0     0       0
close                    1     2     5     5    15    18   205     5     5    14      12
yesterday,               1     2    10     9    22    19   154     6     6    15      16
this                   -99     0     0     0     0    20     0     0     0     0       0
is                       1     2     2     2    34    21    85     2     2    16     717
perhaps                  1     2     7     7    40    22   152     5     5    18      30
a                      -99     0     0     0     0    23     0     0     0     0       0
good                     1     2     4     4    49    24   182     4     4    19      52
moment                   1     2     6     6    53    25   104     3     3    20      12
to                     -99     0     0     0     0    26     0     0     0     0       0
recall                   1     2     6     6    63    27   174     3     3    21       8
the                    -99     0     0     0     0    28     0     0     0     0       0
words                    1     2     5     5    76    29   169     5     5    22       6
of                     -99     0     0     0     0    30     0     0     0     0       0
Lord                   -99     0     0     0     0    31     0     0     0     0       0
Laming,                  1     3     7     6    10    32   279     5     5    23       2
Laming,                  1     3     7     6    10    32   206     5     5    25       2
the                    -99     0     0     0     0    33     0     0     0     0       0
chairman                 1     3     8     8    22    34   433     5     5    24       3
chairman                 1     3     8     8    22    34   205     5     5    26       3
of                     -99     0     0     0     0    35     0     0     0     0       0
the                    -99     0     0     0     0    36     0     0     0     0       0
inquiry,                 1     3     8     7    33    37   148     0     0    27       5
inquiry,                 1     3     8     7    38    37   152     5     5    28       5
on                     -99     0     0     0     0    38     0     0     0     0       0
the                    -99     0     0     0     0    39     0     0     0     0       0
opening                  1     3     7     7    50    40   176     1     1    29       1
opening                  1     3     7     7    53    40    81     4     4    30       1
of                     -99     0     0     0     0    41     0     0     0     0       0
the                    -99     0     0     0     0    42     0     0     0     0       0
proceedings              1     3    11    11    67    43   195     3     3    31       4
some                     1     3     4     4    80    44   104     4     4    32      86
months                 -99     0     0     0     0    45     0     0     0     0       0
ago.                   -99     0     0     0     0    46     0     0     0     0       0
At                     -99     0     0     0     0    47     0     0     0     0       0
that                     1     4     4     4    18    48   197     3     3    33     871
time                   -99     0     0     0     0    49     0     0     0     0       0
he                       1     4     2     2    26    50   160     1     1    34     265
