WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
If                       1     1     2     2     1     1   193     1     1     1     150
you                    -99     0     0     0     0     2     0     0     0     0       0
believe                  1     1     7     7    13     3   120     6     6     2      20
their                  -99     0     0     0     0     4     0     0     0     0       0
critics,                 1     1     8     7    25     5   231     4     4     3      11
our                    -99     0     0     0     0     6     0     0     0     0       0
noble                    1     1     5     5    37     7   214     3     3     4       2
Lords                  -99     0     0     0     0     8     0     0     0     0       0
have                     1     1     4     4    47     9   166     1     1     5     361
proved                 -99     0     0     0     0    10     0     0     0     0       0
themselves               1     1    10    10    59    11   178     1     1     6      21
supreme                  1     1     7     7    70    12   194     1     1     7       2
lords                    1     2     5     5     2    13   202     2     2     8       9
of                     -99     0     0     0     0    14     0     0     0     0       0
spin.                  -99     0     0     0     0    15     0     0     0     0       0
Yesterday's              1     2    11    11    22    16   232     7     7     9     -99
Yesterday's              1     2    11    11    19    16   166     4     4    11     -99
Yesterday's              1     2    11    11    16    16    89     1     1    12     -99
report                   1     2     6     6    33    17   151     6     6    10       7
on                       1     2     2     2    34    18   157     0     0    13     417
cloning                -99     0     0     0     0    19     0     0     0     0       0
from                   -99     0     0     0     0    20     0     0     0     0       0
the                      1     2     3     3    51    21   229     1     1    14    3511
Lords                    1     2     5     5    58    22   177     4     4    15       9
select                   1     2     6     6    65    23   197     5     5    16       5
committee                1     2     9     9    74    24   194     7     7    17       8
on                     -99     0     0     0     0    25     0     0     0     0       0
stem-cell                1     3     9     9     2    26   244     2     2    18     -99
research                 1     3     8     8    18    27   186     8     8    19      22
gives                  -99     0     0     0     0    28     0     0     0     0       0
the                    -99     0     0     0     0    29     0     0     0     0       0
thumbs-up                1     3     9     9    31    30   247     2     2    20     -99
to                     -99     0     0     0     0    31     0     0     0     0       0
a                      -99     0     0     0     0    32     0     0     0     0       0
technique                1     3     9     9    45    33   256     1     1    21       5
that,                    1     3     5     4    58    34   147     4     4    22     871
it                     -99     0     0     0     0    35     0     0     0     0       0
says,                    1     3     5     4    67    36   204     4     4    23      47
says,                    1     3     5     4    63    36   141     0     0    24      47
offers                 -99     0     0     0     0    37     0     0     0     0       0
'real                    1     4     5     4     4    38   225     4     3    25      37
and                    -99     0     0     0     0    39     0     0     0     0       0
great                  -99     0     0     0     0    40     0     0     0     0       0
hope                     1     4     4     4    19    41   222     3     3    26      14
for                    -99     0     0     0     0    42     0     0     0     0       0
a                      -99     0     0     0     0    43     0     0     0     0       0
range                    1     4     5     5    30    44   198     3     3    27       7
of                     -99     0     0     0     0    45     0     0     0     0       0
common                 -99     0     0     0     0    46     0     0     0     0       0
diseases'.               1     4    10     8    43    47   170     0     0    28       1
Yet                    -99     0     0     0     0    48     0     0     0     0       0
this                     1     4     4     4    62    49   180     0     0    29     293
was                    -99     0     0     0     0    50     0     0     0     0       0
the                      1     4     3     3    73    51   160     2     2    30    3511
only                   -99     0     0     0     0    52     0     0     0     0       0
possible                 1     5     8     8     5    53   143     5     5    31      18
outcome                  1     5     7     7    15    54   167     6     6    32       3
because                  1     5     7     7    22    55   192     5     5    33      78
it                     -99     0     0     0     0    56     0     0     0     0       0
was                    -99     0     0     0     0    57     0     0     0     0       0
a                      -99     0     0     0     0    58     0     0     0     0       0
'put-up                  1     5     7     6    36    59   233     2     1    34     -99
job',                    1     5     5     3    43    60   200     1     1    35      16
according                1     5     9     9    55    61   169     7     7    36      14
to                     -99     0     0     0     0    62     0     0     0     0       0
the                    -99     0     0     0     0    63     0     0     0     0       0
anti-abortion            1     5    13    13    66    64   214     1     1    37     -99
anti-abortion            1     5    13    13    73    64   327     8     8    38     -99
lobby,                   2     1     6     5     2    65   280     2     2    39       2
which                    2     1     5     5    12    66   158     5     5    42     152
says                     2     1     4     4    14    67   110     1     1    43      47
the                      2     1     3     3    19    68   182     1     1    40    3511
committee                2     1     9     9    26    69   146     4     4    41       8
was                    -99     0     0     0     0    70     0     0     0     0       0
packed                   2     1     6     6    39    71   207     3     3    44       3
with                   -99     0     0     0     0    72     0     0     0     0       0
cloning's                2     1     9     9    50    73   229     2     2    45     -99
supporters.              2     1    11    10    62    74   202     4     4    46       2
The                      2     1     3     3    74    75   147     0     0    47    3511
conclusion               2     2    10    10     3    76   208     3     3    48       7
is                     -99     0     0     0     0    77     0     0     0     0       0
indeed                   2     2     6     6    18    78   186     4     4    49      26
unsurprising,            2     2    13    12    26    79   210     5     5    50       1
but                      2     2     3     3    37    80   173     2     2    53     325
for                      2     2     3     3    42    81   122     3     3    54     519
a                        2     2     1     1    44    82   202     1     1    51    1434
different              -99     0     0     0     0    83     0     0     0     0       0
reason:                  2     2     7     6    56    84   261     1     1    52      11
it                     -99     0     0     0     0    85     0     0     0     0       0
reflects                 2     2     8     8    68    86   194     2     2    55       2
reflects                 2     2     8     8    74    86   289     8     8    56       2
reflects                 2     2     8     8    67    86   124     1     1    57       2
the                    -99     0     0     0     0    87     0     0     0     0       0
overwhelming             2     3    12    12     5    88   252     5     5    58       2
weight                 -99     0     0     0     0    89     0     0     0     0       0
of                     -99     0     0     0     0    90     0     0     0     0       0
current                  2     3     7     7    24    91   223     1     1    59      15
medical                  2     3     7     7    36    92   140     5     5    60      10
and                    -99     0     0     0     0    93     0     0     0     0       0
scientific               2     3    10    10    50    94   254     7     7    61      14
opinion.               -99     0     0     0     0    95     0     0     0     0       0
The                      2     3     3     3    65    96    80     2     2    62    3511
The                      2     3     3     3    64    96   125     1     1    64    3511
cloning                  2     3     7     7    73    97    69     6     6    63       6
issue                  -99     0     0     0     0    98     0     0     0     0       0
has                    -99     0     0     0     0    99     0     0     0     0       0
been                     2     4     4     4     5   100   223     1     1    65     178
more                   -99     0     0     0     0   101     0     0     0     0       0
thoroughly               2     4    10    10    20   102   171     6     6    66       2
aired,                   2     4     6     5    29   103   191     4     4    67       1
examined                 2     4     8     8    39   104   248     7     7    68       1
and                    -99     0     0     0     0   105     0     0     0     0       0
debated                  2     4     7     7    48   106   219     3     3    69       1
than                   -99     0     0     0     0   107     0     0     0     0       0
any                      2     4     3     3    59   108   193     1     1    70      58
other                  -99     0     0     0     0   109     0     0     0     0       0
in                     -99     0     0     0     0   110     0     0     0     0       0
science                  2     4     7     7    72   111   194     1     1    71      19
and                    -99     0     0     0     0   112     0     0     0     0       0
medicine               -99     0     0     0     0   113     0     0     0     0       0
in                     -99     0     0     0     0   114     0     0     0     0       0
recent                   2     5     6     6    20   115   257     4     4    72      13
years.                 -99     0     0     0     0   116     0     0     0     0       0
Official                 2     5     8     8    40   117   207     6     6    73      10
reports                  2     5     7     7    49   118   176     6     6    74       2
have                     2     5     4     4    55   119   203     4     4    75     361
been                   -99     0     0     0     0   120     0     0     0     0       0
published                2     5     9     9    65   121   157     4     4    76       8
by                       2     5     2     2    72   122   260     1     1    77     252
the                    -99     0     0     0     0   123     0     0     0     0       0
Human                  -99     0     0     0     0   124     0     0     0     0       0
Genetics                 3     1     8     8     8   125   147     2     2    79       1
Advisory                 3     1     8     8    18   126   232     3     3    80       1
Commission,              3     1    11    10    26   127   147     2     2    81       6
the                    -99     0     0     0     0   128     0     0     0     0       0
Human                    3     1     5     5    40   129   215     0     0    82      25
Fertilisation            3     1    13    13    50   130   160     4     4    83       2
and                    -99     0     0     0     0   131     0     0     0     0       0
Embryology               3     1    10    10    65   132   229     1     1    84       3
Authority              -99     0     0     0     0   133     0     0     0     0       0
(HFEA)                   3     2     6     4    16   134   202     6     5    85       6
(HFEA)                   3     2     6     4    10   134   302     0    -1    88       6
(HFEA)                   3     2     6     4    12   134   102     2     1    89       6
and                    -99     0     0     0     0   135     0     0     0     0       0
the                    -99     0     0     0     0   136     0     0     0     0       0
Chief                    3     2     5     5    28   137   195     3     3    86      16
Chief                    3     2     5     5    26   137    89     1     1    87      16
Chief                    3     2     5     5    27   137   177     2     2    90      16
Medical                  3     2     7     7    35   138   175     4     4    91      10
Officer.               -99     0     0     0     0   139     0     0     0     0       0
All                    -99     0     0     0     0   140     0     0     0     0       0
have                     3     2     4     4    55   141   238     3     3    92     361
backed                   3     2     6     6    59   142   255     2     2    95       4
cloning                  3     2     7     7    66   143   223     2     2    93       6
for                      3     2     3     3    74   144   155     2     2    96     519
stem                     3     2     4     4    76   145   174     0     0    94       2
stem                     3     2     4     4    76   145    54     0     0    97       2
cells                    3     3     5     5     3   146   217     3     3    98       5
(the                     3     3     4     3     7   147   300     1     0   103    3511
body's                   3     3     6     6    17   148   251     6     6    99     -99
body's                   3     3     6     6    17   148   228     6     6   101     -99
body's                   3     3     6     6    11   148   224     0     0   102     -99
master                   3     3     6     6    20   149   255     2     2   104       3
cells)                   3     3     6     5    28   150   236     3     3   100       5
cells)                   3     3     6     5    28   150   153     3     3   105       5
from                   -99     0     0     0     0   151     0     0     0     0       0
cloned                   3     3     6     6    39   152   148     2     2   106       3
embryos                  3     3     7     7    48   153   214     4     4   108       2
or                     -99     0     0     0     0   154     0     0     0     0       0
cloned                   3     3     6     6    56   155   282     1     1   109       3
adult                    3     3     5     5    67   156   232     5     5   110       6
cells                    3     3     5     5    73   157   100     5     5   111       5
to                     -99     0     0     0     0   158     0     0     0     0       0
produce                  3     4     7     7     7   159   161     7     7   112       9
new                    -99     0     0     0     0   160     0     0     0     0       0
tissues                  3     4     7     7    16   161   139     4     4   113       1
for                    -99     0     0     0     0   162     0     0     0     0       0
body                     3     4     4     4    28   163   181     4     4   114      12
repair.                -99     0     0     0     0   164     0     0     0     0       0
The                    -99     0     0     0     0   165     0     0     0     0       0
courts,                  3     4     7     6    46   166   198     1     1   115       3
too,                     3     4     4     3    54   167   146     1     1   116      56
have                   -99     0     0     0     0   168     0     0     0     0       0
had                      3     4     3     3    65   169   155     2     2   117     130
their                    3     4     5     5    71   170   112     4     4   118     225
say.                   -99     0     0     0     0   171     0     0     0     0       0
The                    -99     0     0     0     0   172     0     0     0     0       0
Pro-Life                 3     5     8     8    12   173   221     8     8   119     -99
Alliance               -99     0     0     0     0   174     0     0     0     0       0
claimed                  3     5     7     7    24   175   174     2     2   120       6
in                     -99     0     0     0     0   176     0     0     0     0       0
a                      -99     0     0     0     0   177     0     0     0     0       0
case                     3     5     4     4    36   178   202     1     1   121      26
last                   -99     0     0     0     0   179     0     0     0     0       0
year                     3     5     4     4    46   180   188     1     1   122      51
that                   -99     0     0     0     0   181     0     0     0     0       0
there                    3     5     5     5    58   182   216     3     3   123     189
was                    -99     0     0     0     0   183     0     0     0     0       0
