WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
When                     1     1     4     4     4     1   191     4     4     0     144
about                    1     1     5     5    12     4   188     1     1    -8     164
I                        1     1     1     1    21     6   243     0     0    -9     327
I                        1     1     1     1    22     6   184     1     1    -1     327
worked                   1     1     6     6    27     7   209     4     4    -5       8
office.                  1     1     7     6    37    10   228     1     1   -10      11
an                       1     1     2     2    34     9    76     1     1     3     195
*Blink                   1   -99     2     2   -99   -99    64   -99   -99   -99     -99
office.                  1     1     7     6    40    10    77     4     4   -99      11
*Blink                   1   -99     7     6   -99   -99    91   -99   -99   -99     -99
Every                    1     1     5     5    45    11   182     1     1   -99      45
morning                  1     1     7     7    53    12   105     3     3    -8      17
there                    1     1     5     5    60    13   219     2     2    -7     189
would                    1     1     5     5    65    14   202     1     1    -5     146
be                       1     1     2     2    72    15   160     2     2    -7     423
joke,                    1     2     5     4    12    18    86     5     5   -99       2
'Just                    1     5     5     4    21    63    76     1     0   -99      75
anyone                   1     2     6     6    20    20    65     1     1   -99       9
anyone                   1     2     6     6    25    20    58     6     6    -5       9
anyone                   1     2     6     6    24    20   182     5     5     1       9
arrived                  1     2     7     7    34    22   207     4     4   -10       9
who                      1     2     3     3    29    21   170     3     3     5     157
five                     1     2     4     4    41    23    84     3     3   -12      18
thing                    1     5     5     5    48    69    54     1     1   -99      24
late                     1     2     4     4    53    25   204     2     2   -99      11
would                    1     2     5     5    59    26   183     3     3    -6     146
say                      1     2     3     3    63    27   106     1     1    -4      49
'Morning'                1     2     9     7    69    28   198     3     2    -6      17
say                      1     2     3     3    63    27   267     1     1     6      49
'Morning'                1     2     9     7    75    28   160     9     8   -12      17
everyone                 1     3     8     8     4    30   141     4     4   -99       7
'Afternoon'.             1     3    12     9    26    34   210     1     0   -22       4
'Afternoon'.             1     3    12     9    31    34   150     6     5    -5       4
call                     1     3     4     4    18    32   262     3     3    13      22
back                     1     3     4     4    24    33    75     4     4    -6      38
'Just                    1     5     5     4    25    63    63     5     4   -99      75
thing                    1     5     5     5    48    69   236     1     1   -23      24
joke                     1     3     4     4    52    37   461     1     1   -99       2
come                     1     3     4     4    64    39   242     2     2   -12      37
about                    1     3     5     5    71    41   229     1     1    -7     164
11,                      1     3     3     2    76    42   198     0     0    -5     -99
11,                      1     3     3     2    79    42   100     3     3    -3     -99
when                     1     4     4     4     4    43   219     4     4   -99     144
boss                     1     4     4     4    13    45    69     4     4    -9       1
would                    1     4     5     5    16    46   130     2     2    -3     146
his                      1     4     3     3    26    48   215     1     1   -10     161
coffee                   1     4     6     6    31    49   177     2     2    -5       4
cup                      1     4     3     3    37    50   123     1     1    -6       9
across                   1     4     6     6    44    51   199     4     4    -7      28
across                   1     4     6     6    40    51   151     0     0     4      28
sink                     1     4     4     4    54    54   227     0     0   -14       4
sink                     1     4     4     4    58    54   208     4     4    -4       4
it                       1     4     2     2    70    57   222     2     2   -12     544
*Off-screen              1   -99     2     2   -99   -99   180   -99   -99   -99     -99
wished                   2     1     6     6     4    78   178     2     2     0       1
I                        2     1     1     1    10    79   160     1     1    -6     327
the                      2     1     3     3    16    81   268     1     1    -6    3511
to                       2     1     2     2    24    83   284     0     0    -8    1597
wait                     2     1     4     4    30    84   112     3     3    -6       7
five                     2     1     4     4    33    85   171     1     1    -3      18
minutes,                 2     1     8     7    41    86   159     4     4    -8       8
say                      2     1     3     3    49    87   189     3     3    -8      49
