WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
She                      1     1     3     3     2     1   185     2     2     2      91
was                      1     1     3     3     7     2   156     3     3     1     383
the                      1     1     3     3    11     3   276     3     3     3    3511
best-selling             1     1    12    12    23     4   205    11    11     4     -99
queen                  -99     0     0     0     0     5     0     0     0     0       0
of                       1     1     2     2    31     6   321     0     0     5    1757
the                    -99     0     0     0     0     7     0     0     0     0       0
romantic                 1     1     8     8    40     8   206     2     2     6       4
romantic                 1     1     8     8    43     8   108     5     5     8       4
Aga                      1     1     3     3    49     9   229     2     2     7       1
Aga                      1     1     3     3    49     9   240     2     2    12       1
saga.                    1     1     5     4    53    10   178     2     2    11       2
He                     -99     0     0     0     0    11     0     0     0     0       0
was                      1     1     3     3    63    12   185     3     3    15     383
the                      1     1     3     3    64    13   306     0     0    10    3511
the                      1     1     3     3    64    13   288     0     0    13    3511
enfant                   1     1     6     6    72    14   173     4     4    14       1
terrible                 1     2     8     8     4    15   487     4     4    17       6
of                     -99     0     0     0     0    16     0     0     0     0       0
the                      1     2     3     3    15    17   239     3     3    18    3511
right-on                 1     2     8     8    23    18   207     7     7    19     -99
urban                    1     2     5     5    30    19   556     5     5    21       3
urban                    1     2     5     5    28    19   134     3     3    22       3
literati.                1     2     9     8    31    20   242     0     0    20       1
literati.                1     2     9     8    33    20   171     2     2    23       1
literati.                1     2     9     8    39    20   313     8     8    24       1
Would                  -99     0     0     0     0    21     0     0     0     0       0
the                      1     2     3     3    48    22   171     1     1    25    3511
earth                  -99     0     0     0     0    23     0     0     0     0       0
move                     1     2     4     4    61    24   526     4     4    27      10
when                   -99     0     0     0     0    25     0     0     0     0       0
their                  -99     0     0     0     0    26     0     0     0     0       0
paths                    1     2     5     5    74    27   144     1     1    28       1
paths                    1     2     5     5    78    27   233     5     5    29       1
crossed?                 1     3     8     7     3    28   360     3     3    30       2
I                      -99     0     0     0     0    29     0     0     0     0       0
quite                  -99     0     0     0     0    30     0     0     0     0       0
like                     1     3     4     4    21    31   265     0     0    31      99
Joanna                   1     3     6     6    30    32   265     4     4    32      18
Joanna                   1     3     6     6    29    32   286     3     3    34      18
Trollope;                1     3     9     8    35    33    89     2     2    33       3
she's                    1     3     5     5    45    34   170     2     2    35     -99
warm,                  -99     0     0     0     0    35     0     0     0     0       0
engaged                  1     3     7     7    60    36   801     5     5    37       4
and                    -99     0     0     0     0    37     0     0     0     0       0
responsive,              1     3    11    10    72    38   353     5     5    38       1
responsive,              1     3    11    10    76    38   213     9     9    39       1
and                      1     4     3     3     2    39   265     2     2    41    1283
clearly                -99     0     0     0     0    40     0     0     0     0       0
has                    -99     0     0     0     0    41     0     0     0     0       0
her                      1     4     3     3    17    42   371     1     1    42     107
heart                  -99     0     0     0     0    43     0     0     0     0       0
in                     -99     0     0     0     0    44     0     0     0     0       0
approximately            1     4    13    13    32    45   175     3     3    43       1
approximately            1     4    13    13    41    45   229    12    12    44       1
approximately            1     4    13    13    31    45   188     2     2    45       1
approximately            1     4    13    13    42    45    65    13    13    46       1
the                    -99     0     0     0     0    46     0     0     0     0       0
right                    1     4     5     5    51    47   338     4     4    48      38
place.                   1     4     6     5    55    48   214     2     2    47      22
To                     -99     0     0     0     0    49     0     0     0     0       0
me,                      1     4     3     2    65    50   256     2     2    49      55
she                    -99     0     0     0     0    51     0     0     0     0       0
is                     -99     0     0     0     0    52     0     0     0     0       0
a                        1     4     1     1    75    53   309     1     1    50    1434
quintessentially         1     5    16    16     2    54   516     2     2    52       2
quintessentially         1     5    16    16     9    54   347     9     9    53       2
English                -99     0     0     0     0    55     0     0     0     0       0
phenomenon,              1     5    11    10    28    56   240     3     3    54       2
phenomenon,              1     5    11    10    36    56   336    11    11    55       2
the                    -99     0     0     0     0    57     0     0     0     0       0
lower-middlebrow         1     5    16    16    48    58   166     7     7    56     -99
lower-middlebrow         1     5    16    16    53    58   386    12    12    57     -99
lower-middlebrow         1     5    16    16    57    58   230    16    16    59     -99
novelist                 1     5     8     8    60    59   149     2     2    58       4
novelist                 1     5     8     8    61    59   112     3     3    60       4
who                      1     5     3     3    70    60   197     3     3    61     157
has                    -99     0     0     0     0    61     0     0     0     0       0
just                     1     5     4     4    78    62   553     3     3    62      75
enough                   2     1     6     6     3    63   213     3     3    64      32
sophistication           2     1    14    14    13    64   278     6     6    65       1
to                     -99     0     0     0     0    65     0     0     0     0       0
be                       2     1     2     2    26    66   165     1     1    66     423
able                     2     1     4     4    32    67   192     4     4    67      14
to                     -99     0     0     0     0    68     0     0     0     0       0
convince                 2     1     8     8    40    69   243     4     4    68       3
her                    -99     0     0     0     0    70     0     0     0     0       0
readership               2     1    10    10    53    71   363     4     4    69       3
that                   -99     0     0     0     0    72     0     0     0     0       0
they                     2     1     4     4    67    73   194     2     2    70     258
may                    -99     0     0     0     0    74     0     0     0     0       0
be                       2     1     2     2    75    75   248     1     1    71     423
getting                  2     2     7     7     2    76   271     2     2    72      23
an                     -99     0     0     0     0    77     0     0     0     0       0
upper-middlebrow         2     2    16    16    16    78   249     5     5    73     -99
upper-middlebrow         2     2    16    16    25    78   420    14    14    74     -99
product.                 2     2     8     7    29    79   114     1     1    75       5
product.                 2     2     8     7    36    79   234     8     8    76       5
product.                 2     2     8     7    34    79   184     6     6    77       5
She's                  -99     0     0     0     0    80     0     0     0     0       0
also                     2     2     4     4    49    81   201     2     2    78      58
quite                    2     2     5     5    56    82   183     4     4    79      48
vulnerable,              2     2    11    10    61    83   190     3     3    80       5
vulnerable,              2     2    11    10    65    83   260     7     7    81       5
Joanna,                  2     2     7     6    75    84   336     5     5    82      18
and                    -99     0     0     0     0    85     0     0     0     0       0
has                      2     3     3     3     4    86   429     0     0    83     239
had                    -99     0     0     0     0    87     0     0     0     0       0
quite                    2     3     5     5    17    88   247     5     5    84      48
a                      -99     0     0     0     0    89     0     0     0     0       0
monstering               2     3    10    10    25    90   331     5     5    85       1
from                     2     3     4     4    33    91   174     2     2    86     248
the                      2     3     3     3    38    92   197     2     2    88    3511
Daily                    2     3     5     5    42    93   200     2     2    87       8
Mail,                    2     3     5     4    47    94   223     1     1    89       5
Mail,                    2     3     5     4    48    94   165     2     2    93       5
that                     2     3     4     4    52    95   178     0     0    90     871
that                     2     3     4     4    56    95   180     4     4    91     871
that                     2     3     4     4    52    95   140     0     0    94     871
paper                    2     3     5     5    59    96    65     2     2    92      10
paper                    2     3     5     5    61    96   441     4     4    97      10
paper                    2     3     5     5    60    96   144     3     3    98      10
paper                    2     3     5     5    60    96   203     3     3   100      10
bastion                  2     3     7     7    67    97   167     4     4    95       1
bastion                  2     3     7     7    64    97   277     1     1    99       1
bastion                  2     3     7     7    69    97   576     6     6   101       1
bastion                  2     3     7     7    68    97   325     5     5   102       1
of                     -99     0     0     0     0    98     0     0     0     0       0
Agashire,                2     4     9     8     2    99   428     2     2   103       1
Agashire,                2     4     9     8     7    99   180     7     7   104       1
Agashire,                2     4     9     8     3    99   263     3     3   105       1
which                  -99     0     0     0     0   100     0     0     0     0       0
is,                      2     4     3     2    19   101   267     3     3   106     717
of                     -99     0     0     0     0   102     0     0     0     0       0
course,                  2     4     7     6    29   103   328     6     6   112      32
her                    -99     0     0     0     0   104     0     0     0     0       0
proper                   2     4     6     6    35   105   243     0     0   109       8
proper                   2     4     6     6    39   105   276     4     4   114       8
province.                2     4     9     8    43   106   163     1     1   110       2
province.                2     4     9     8    50   106   308     8     8   111       2
province.                2     4     9     8    48   106   314     6     6   113       2
In                       2     4     2     2    53   107   144     1     1   115    1091
an                     -99     0     0     0     0   108     0     0     0     0       0
interview                2     4     9     9    64   109   124     6     6   116       1
interview                2     4     9     9    59   109   321     1     1   117       1
interview                2     4     9     9    66   109   190     8     8   118       1
in                     -99     0     0     0     0   110     0     0     0     0       0
another                  2     4     7     7    75   111   320     4     4   119      33
newspaper                2     5     9     9     1   112    53     1     1   107      13
last                   -99     0     0     0     0   113     0     0     0     0       0
week,                    2     5     5     4    18   114   273     3     3   120      42
Joanna                 -99     0     0     0     0   115     0     0     0     0       0
seemingly                2     5     9     9    31   116   271     3     3   121       1
admitted                 2     5     8     8    38   117   242     0     0   122       2
admitted                 2     5     8     8    46   117   269     8     8   123       2
to                     -99     0     0     0     0   118     0     0     0     0       0
leading                  2     5     7     7    57   119   189     7     7   124       5
a                      -99     0     0     0     0   120     0     0     0     0       0
rather                 -99     0     0     0     0   121     0     0     0     0       0
unseemly                 2     5     8     8    68   122   318     1     1   125       1
life                     2     5     4     4    77   123   402     1     1   126      56
nowadays,                3     1     9     8     1   124   145     1     1   128       3
nowadays,                3     1     9     8     7   124   275     7     7   129       3
nowadays,                3     1     9     8     1   124    52     1     1   130       3
nowadays,                3     1     9     8     2   124   243     2     2   132       3
nowadays,                3     1     9     8     2   124   129     2     2   133       3
cruising                 3     1     8     8    14   125   296     4     4   134       1
the                    -99     0     0     0     0   126     0     0     0     0       0
London                   3     1     6     6    26   127   355     3     3   135      27
streets                  3     1     7     7    35   128   305     5     5   136       5
on                     -99     0     0     0     0   129     0     0     0     0       0
the                      3     1     3     3    42   130   156     1     1   139    3511
lookout                  3     1     7     7    45   131   243     0     0   138       1
for                      3     1     3     3    55   132   165     2     2   140     519
thirtysomething          3     1    15    15    65   133   458     8     8   141       1
men                    -99     0     0     0     0   134     0     0     0     0       0
to                       3     1     2     2    79   135   313     2     2   142    1597
have                   -99     0     0     0     0   136     0     0     0     0       0
uncommitted              3     2    11    11    12   137   188     7     7   145       1
uncommitted              3     2    11    11     9   137   269     4     4   146       1
sex                      3     2     3     3    20   138   167     3     3   143      11
with.                  -99     0     0     0     0   139     0     0     0     0       0
She                    -99     0     0     0     0   140     0     0     0     0       0
also                     3     2     4     4    34   141   250     3     3   147      58
posed                    3     2     5     5    40   142   193     4     4   148       2
for                    -99     0     0     0     0   143     0     0     0     0       0
a                      -99     0     0     0     0   144     0     0     0     0       0
photographer,            3     2    13    12    49   145   387     1     1   149       2
photographer,            3     2    13    12    57   145   198     9     9   150       2
exhibiting               3     2    10    10    70   146   335     8     8   151       1
her                    -99     0     0     0     0   147     0     0     0     0       0
long,                    3     3     5     4     2   148   228     2     2   152      43
slim                   -99     0     0     0     0   149     0     0     0     0       0
legs                     3     3     4     4    14   150   240     3     3   153       4
clad                   -99     0     0     0     0   151     0     0     0     0       0
in                       3     3     2     2    23   152   291     2     2   154    1091
fishnet                  3     3     7     7    31   153   313     7     7   155       1
stockings.               3     3    10     9    38   154   278     6     6   156       2
Predictably,             3     3    12    11    50   155   503     7     7   157       2
the                    -99     0     0     0     0   156     0     0     0     0       0
envious                  3     3     7     7    64   157   225     4     4   158       1
envious                  3     3     7     7    66   157   201     6     6   160       1
wrath                    3     3     5     5    72   158   226     4     4   159       3
of                       3     3     2     2    76   159   108     2     2   161    1757
middle-aged              3     4    11    11     2   160   277     2     2   162     -99
middle-aged              3     4    11    11     9   160   165     9     9   164     -99
Middle                   3     4     6     6    15   161   436     3     3   163      12
England                  3     4     7     7    23   162   208     4     4   165      12
England                  3     4     7     7    19   162    89     0     0   166      12
descended                3     4     9     9    34   163   272     7     7   167       2
on                     -99     0     0     0     0   164     0     0     0     0       0
her,                     3     4     4     3    42   165   223     2     2   168     107
this                   -99     0     0     0     0   166     0     0     0     0       0
scion                    3     4     5     5    52   167   186     2     2   169       1
of                       3     4     2     2    56   168   241     0     0   170    1757
the                    -99     0     0     0     0   169     0     0     0     0       0
sleeveless               3     4    10    10    68   170   274     5     5   171       1
sleeveless               3     4    10    10    65   170   289     2     2   172       1
sleeveless               3     4    10    10    70   170   266     7     7   173       1
anorak                 -99     0     0     0     0   171     0     0     0     0       0
and                      3     5     3     3     2   172    91     2     2   175    1283
the                    -99     0     0     0     0   173     0     0     0     0       0
Liberty                  3     5     7     7    13   174   169     5     5   177       2
Liberty                  3     5     7     7    14   174   298     6     6   179       2
headscarf.             -99     0     0     0     0   175     0     0     0     0       0
