WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
*Off-screen              1   -99     0     0   -99   -99   139   -99   -99   -99     -99
*Off-screen              1   -99     0     0   -99   -99    72   -99   -99   -99     -99
*Off-screen              1   -99     0     0   -99   -99   118   -99   -99   -99     -99
She                      1     1     3     3     0     1    57     0     0   -99      91
the                      1     1     3     3     8     3    91     0     0    -8    3511
best-selling             1     1    12    12    15     4   159     3     3    -7     -99
best-selling             1     1    12    12    20     4    75     8     8    -5     -99
best-selling             1     1    12    12    23     4   146    11    11    -3     -99
of                       1     1     2     2    31     6   196     0     0    -8    1757
romantic                 1     1     8     8    39     8   152     1     1    -8       4
romantic                 1     1     8     8    43     8   168     5     5    -4       4
Aga                      1     1     3     3    49     9   178     2     2    -6       1
saga.                    1     1     5     4    52    10   459     1     1    -3       2
Aga                      1     1     3     3    48     9   526     1     1     4       1
saga.                    1     1     5     4    52    10   174     1     1    -4       2
He                       1     1     2     2    59    11   229     2     2    -7     265
was                      1     1     3     3    60    12   134     0     0    -1     383
the                      1     1     3     3    65    13   151     1     1    -5    3511
was                      1     1     3     3    62    12    99     2     2     3     383
enfant                   1     1     6     6    69    14   240     1     1    -7       1
enfant                   1     1     6     6    70    14   167     2     2    -1       1
*Blink                   1   -99     6     6   -99   -99   101   -99   -99   -99     -99
terrible                 1     2     8     8     7    15   123     7     7   -99       6
right-on                 1     2     8     8    16    18   185     0     0    -9     -99
right-on                 1     2     8     8    21    18   302     5     5    -5     -99
urban                    1     2     5     5    26    19   151     1     1    -5       3
urban                    1     2     5     5    28    19   191     3     3    -2       3
urban                    1     2     5     5    26    19   152     1     1     2       3
urban                    1     2     5     5    25    19   101     0     0     1       3
urban                    1     2     5     5    29    19   244     4     4    -4       3
literati.                1     2     9     8    34    20   219     3     3    -5       1
literati.                1     2     9     8    36    20   448     5     5    -2       1
literati.                1     2     9     8    37    20   179     6     6    -1       1
urban                    1     2     5     5    28    19   621     3     3     9       3
Would                    1     2     5     5    46    21   125     5     5   -18     146
Would                    1     2     5     5    44    21   107     3     3     2     146
earth                    1     2     5     5    51    23   218     0     0    -7       8
move                     1     2     4     4    58    24   177     1     1    -7      10
when                     1     2     4     4    66    25   203     4     4    -8     144
their                    1     2     5     5    69    26   119     2     2    -3     225
paths                    1     2     5     5    75    27   153     2     2    -6       1
crossed?                 1     3     8     7     5    28   198     5     5   -99       2
quite                    1     3     5     5    20    30   259     5     5   -15      48
Joanna                   1     3     6     6    27    32   170     1     1    -7      18
Joanna                   1     3     6     6    31    32   177     5     5    -4      18
Joanna                   1     3     6     6    26    32    90     0     0     5      18
Trollope;                1     3     9     8    39    33   290     6     6   -13       3
warm,                    1     3     5     4    49    35   229     0     0   -10       6
she's                    1     3     5     5    47    34   139     4     4     2     -99
engaged                  1     3     7     7    57    36   212     2     2   -10       4
responsive,              1     3    11    10    67    38   183     0     0   -10       1
responsive,              1     3    11    10    71    38   400     4     4    -4       1
responsive,              1     3    11    10    73    38   190     6     6    -2       1
clearly                  1     4     7     7     5    40   105     1     1   -99      14
clearly                  1     4     7     7     9    40   109     5     5    -4      14
her                      1     4     3     3    19    42   237     3     3   -10     107
heart                    1     4     5     5    24    43   155     4     4    -5       8
her                      1     4     3     3    18    42   142     2     2     6     107
approximately            1     4    13    13    31    45   221     2     2   -13       1
approximately            1     4    13    13    36    45   144     7     7    -5       1
right                    1     4     5     5    49    47   224     2     2   -13      38
place.                   1     4     6     5    55    48   200     2     2    -6      22
me,                      1     4     3     2    65    50   174     2     2   -10      55
she                      1     4     3     3    68    51   214     1     1    -3      91
a                        1     4     1     1    74    53   169     0     0    -6    1434
quintessentially         1     5    16    16     5    54   196     5     5   -99       2
quintessentially         1     5    16    16    13    54   236    13    13    -8       2
English                  1     5     7     7    17    55    78     0     0    -4      14
English                  1     5     7     7    24    55   188     7     7    -7      14
phenomenon,              1     5    11    10    32    56   233     7     7    -8       2
lower-middlebrow         1     5    16    16    41    58   243     0     0    -9     -99
lower-middlebrow         1     5    16    16    52    58   233    11    11   -11     -99
lower-middlebrow         1     5    16    16    55    58   368    14    14    -3     -99
lower-middlebrow         1     5    16    16    57    58    99    16    16    -2     -99
novelist                 1     5     8     8    64    59   253     6     6    -7       4
novelist                 1     5     8     8    65    59   112     7     7    -1       4
has                      1     5     3     3    73    61   186     2     2    -8     239
has                      1     5     3     3    74    61   383     3     3    -1     239
has                      1     5     3     3    71    61   190     0     0     3     239
novelist                 1     5     8     8    59    59   153     1     1    12       4
lower-middlebrow         1     5    16    16    54    58   225    13    13     5     -99
lower-middlebrow         1     5    16    16    52    58   217    11    11     2     -99
lower-middlebrow         1     5    16    16    57    58   130    16    16    -5     -99
lower-middlebrow         1     5    16    16    47    58   351     6     6    10     -99
lower-middlebrow         1     5    16    16    53    58   481    12    12    -6     -99
lower-middlebrow         1     5    16    16    56    58   412    15    15    -3     -99
lower-middlebrow         1     5    16    16    57    58   151    16    16    -1     -99
novelist                 1     5     8     8    64    59   217     6     6    -7       4
who                      1     5     3     3    67    60   166     0     0    -3     157
has                      1     5     3     3    72    61   156     1     1    -5     239
just                     1     5     4     4    75    62   108     0     0    -3      75
just                     1     5     4     4    78    62   260     3     3    -3      75
just                     1     5     4     4    79    62    31     4     4    -1      75
*Off-screen              2   -99     4     4   -99   -99   148   -99   -99   -99     -99
enough                   2     1     6     6     2    63   257     2     2   -99      32
sophistication           2     1    14    14    13    64   240     6     6   -11       1
sophistication           2     1    14    14    17    64   154    10    10    -4       1
able                     2     1     4     4    28    67   210     0     0   -11      14
able                     2     1     4     4    30    67   106     2     2    -2      14
convince                 2     1     8     8    37    69   213     1     1    -7       3
convince                 2     1     8     8    41    69   115     5     5    -4       3
readership               2     1    10    10    50    71   272     1     1    -9       3
readership               2     1    10    10    58    71   105     9     9    -8       3
readership               2     1    10    10    51    71    57     2     2     7       3
they                     2     1     4     4    66    73   191     1     1   -15     258
they                     2     1     4     4    68    73   213     3     3    -2     258
may                      2     1     3     3    71    74   121     1     1    -3      67
readership               2     1    10    10    55    71   212     6     6    16       3
that                     2     1     4     4    61    72    73     1     1    -6     871
getting                  2     2     7     7     3    76   106     3     3   -99      23
upper-middlebrow         2     2    16    16    12    78   219     1     1    -9     -99
upper-middlebrow         2     2    16    16    19    78   236     8     8    -7     -99
upper-middlebrow         2     2    16    16    23    78   272    12    12    -4     -99
product.                 2     2     8     7    29    79    95     1     1    -6       5
product.                 2     2     8     7    32    79   157     4     4    -3       5
upper-middlebrow         2     2    16    16    23    78   296    12    12     9     -99
upper-middlebrow         2     2    16    16    20    78   217     9     9     3     -99
upper-middlebrow         2     2    16    16    12    78   366     1     1     8     -99
upper-middlebrow         2     2    16    16    22    78   195    11    11   -10     -99
She's                    2     2     5     5    44    80   185     3     3   -22     -99
quite                    2     2     5     5    53    82   174     1     1    -9      48
vulnerable,              2     2    11    10    59    83    81     1     1    -6       5
Joanna,                  2     2     7     6    70    84   233     0     0   -11      18
Joanna,                  2     2     7     6    71    84    60     1     1    -1      18
has                      2     3     3     3     4    86   179     0     0   -99     239
had                      2     3     3     3    10    87   258     2     2    -6     130
had                      2     3     3     3     8    87   408     0     0     2     130
quite                    2     3     5     5    12    88   202     0     0    -4      48
had                      2     3     3     3     8    87   227     0     0     4     130
paper                    2     3     5     5    57    96   134     0     0   -49      10
bastion                  2     3     7     7    67    97   307     4     4   -10       1
of                       2     3     2     2    72    98   126     1     1    -5    1757
which                    2     4     5     5    12   100   173     2     2   -99     152
is,                      2     4     3     2    17   101   161     1     1    -5     717
course,                  2     4     7     6    25   103   215     2     2    -8      32
her                      2     4     3     3    34   104   314     3     3    -9     107
course,                  2     4     7     6    27   103   326     4     4     7      32
proper                   2     4     6     6    35   105   127     0     0    -8       8
her                      2     4     3     3    33   104   124     2     2     2     107
proper                   2     4     6     6    39   105   123     4     4    -6       8
province.                2     4     9     8    42   106   163     0     0    -3       2
province.                2     4     9     8    46   106    87     4     4    -4       2
In                       2     4     2     2    54   107   153     2     2    -8    1091
interview                2     4     9     9    58   109   188     0     0    -4       1
interview                2     4     9     9    64   109   200     6     6    -6       1
in                       2     4     2     2    70   110   148     2     2    -6    1091
interview                2     4     9     9    65   109   220     7     7     5       1
in                       2     4     2     2    70   110    82     2     2    -5    1091
newspaper                2     5     9     9     4   112   642     4     4   -99      13
newspaper                2     5     9     9     7   112   204     7     7    -3      13
last                     2     5     4     4    14   113   215     4     4    -7      73
week,                    2     5     5     4    20   114   271     5     5    -6      42
week,                    2     5     5     4    18   114   142     3     3     2      42
Joanna                   2     5     6     6    25   115   246     4     4    -7      18
seemingly                2     5     9     9    35   116   215     7     7   -10       1
seemingly                2     5     9     9    33   116   182     5     5     2       1
admitted                 2     5     8     8    44   117   253     6     6   -11       2
admitted                 2     5     8     8    45   117   106     7     7    -1       2
leading                  2     5     7     7    56   119   159     6     6   -11       5
leading                  2     5     7     7    54   119   221     4     4     2       5
leading                  2     5     7     7    53   119    67     3     3     1       5
rather                   2     5     6     6    63   121   567     3     3   -10      42
unseemly                 2     5     8     8    69   122   166     2     2    -6       1
*Blink                   2   -99     8     8   -99   -99   108   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99    55   -99   -99   -99     -99
*Blink                   2   -99     8     8   -99   -99   370   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   243   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   137   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   161   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99    76   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   169   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   313   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   204   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   296   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   277   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   190   -99   -99   -99     -99
*Off-screen              2   -99     8     8   -99   -99   249   -99   -99   -99     -99
