WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
After                    1     1     5     5     1     1   277     1     1     1      62
England's                1     1     9     9     6     2   186     0     0     2     -99
overwhelming             1     1    12    12    18     3   203     2     2     3       2
overwhelming             1     1    12    12    24     3   200     8     8     4       2
defeat                   1     1     6     6    32     4   271     3     3     5       1
of                     -99     0     0     0     0     5     0     0     0     0       0
the                      1     1     3     3    40     6   217     1     1     6    3511
admired                  1     1     7     7    47     7   313     4     4     7       1
Ireland                  1     1     7     7    53     8   106     2     2     8      12
Ireland                  1     1     7     7    55     8   377     4     4    10      12
-                      -99     0     0     0     0     9     0     0     0     0       0
how                    -99     0     0     0     0    10     0     0     0     0       0
long                     1     1     4     4    65    11   271     0     0    11      43
ago                      1     1     3     3    70    12   202     0     0    12      29
it                       1     1     2     2    76    13   197     2     2    13     544
now                    -99     0     0     0     0    14     0     0     0     0       0
seems                    1     2     5     5     1    15   258     1     1    15      30
-                      -99     0     0     0     0    16     0     0     0     0       0
the                      1     2     3     3     9    17   226     1     1    16    3511
London                   1     2     6     6    14    18   153     2     2    17      27
press,                   1     2     6     5    22    19   201     3     3    18      14
sober                    1     2     5     5    31    20   232     5     5    19       1
broadsheets              1     2    11    11    36    21   261     4     4    20       1
as                     -99     0     0     0     0    22     0     0     0     0       0
much                     1     2     4     4    49    23   257     2     2    21      97
as                     -99     0     0     0     0    24     0     0     0     0       0
xenophobic               1     2    10    10    58    25   301     3     3    22       2
tabloids,                1     2     9     8    70    26   192     4     4    23       1
tabloids,                1     2     9     8    71    26   152     5     5    24       1
outdid                   1     3     6     6     1    27   353     1     1    25       1
outdid                   1     3     6     6     6    27   247     6     6    26       1
even                   -99     0     0     0     0    28     0     0     0     0       0
Welsh                    1     3     5     5    13    29   175     1     1    27       3
supporters               1     3    10    10    22    30   308     4     4    28       2
of                     -99     0     0     0     0    31     0     0     0     0       0
the                      1     3     3     3    33    32   199     1     1    29    3511
1970s                    1     3     5     5    39    33   150     3     3    30       5
in                     -99     0     0     0     0    34     0     0     0     0       0
lack                     1     3     4     4    48    35   189     3     3    31       7
of                     -99     0     0     0     0    36     0     0     0     0       0
realism                  1     3     7     7    53    37   202     0     0    32       2
realism                  1     3     7     7    57    37   226     4     4    33       2
and                    -99     0     0     0     0    38     0     0     0     0       0
sheer                    1     3     5     5    65    39   156     0     0    34       2
sheer                    1     3     5     5    68    39   203     3     3    35       2
conceit;                 1     3     8     7    72    40   203     1     1    36       1
which                    1     4     5     5     1    41    81     1     1    37     152
is                       1     4     2     2     8    42   241     2     2    38     717
saying                 -99     0     0     0     0    43     0     0     0     0       0
something.               1     4    10     9    22    44   271     6     6    39      29
I                      -99     0     0     0     0    45     0     0     0     0       0
did                      1     4     3     3    36    46   258     3     3    40      43
not                    -99     0     0     0     0    47     0     0     0     0       0
undervalue               1     4    10    10    43    48   148     2     2    41       1
undervalue               1     4    10    10    47    48   236     6     6    42       1
the                    -99     0     0     0     0    49     0     0     0     0       0
victory                  1     4     7     7    57    50   218     1     1    43       4
victory                  1     4     7     7    60    50   178     4     4    44       4
over                     1     4     4     4    68    51   188     4     4    45      76
an                     -99     0     0     0     0    52     0     0     0     0       0
Ireland                  1     4     7     7    74    53   151     2     2    46      12
side                   -99     0     0     0     0    54     0     0     0     0       0
who,                   -99     0     0     0     0    55     0     0     0     0       0
as                     -99     0     0     0     0    56     0     0     0     0       0
they                   -99     0     0     0     0    57     0     0     0     0       0
showed                 -99     0     0     0     0    58     0     0     0     0       0
against                -99     0     0     0     0    59     0     0     0     0       0
Scotland                 1     5     8     8    34    60    70     1     1    50       1
on                       1     5     2     2    42    61   123     0     0    51     417
Saturday,                1     5     9     8    45    62   190     0     0    52       2
Saturday,                1     5     9     8    49    62   103     4     4    53       2
can                      1     5     3     3    55    63    53     0     0    54     123
can                      1     5     3     3    58    63    81     3     3    55     123
pile                   -99     0     0     0     0    64     0     0     0     0       0
up                       1     5     2     2    66    65   109     2     2    56     135
points                   1     5     6     6    67    66   146     0     0    57       5
points                   1     5     6     6    69    66   126     2     2    58       5
even                   -99     0     0     0     0    67     0     0     0     0       0
though                   2     1     6     6     1    68   357     1     1    59      37
though                   2     1     6     6     2    68   211     2     2    60      37
they                   -99     0     0     0     0    69     0     0     0     0       0
may                      2     1     3     3    15    70   222     3     3    61      67
be                       2     1     2     2    18    71   188     2     2    62     423
losing                 -99     0     0     0     0    72     0     0     0     0       0
the                      2     1     3     3    27    73   173     1     1    63    3511
set                      2     1     3     3    32    74   168     2     2    64      26
pieces.                  2     1     7     6    41    75   253     7     7    65       5
What                   -99     0     0     0     0    76     0     0     0     0       0
I                        2     1     1     1    48    77   193     1     1    66     327
did                    -99     0     0     0     0    78     0     0     0     0       0
do,                      2     1     3     2    56    79   269     3     3    67      75
several                  2     1     7     7    64    80   173     7     7    68      14
times,                   2     1     6     5    71    81   255     6     6    69      23
was                    -99     0     0     0     0    82     0     0     0     0       0
warn                   -99     0     0     0     0    83     0     0     0     0       0
against                -99     0     0     0     0    84     0     0     0     0       0
a                        2     2     1     1     9    85   201     1     1    70    1434
French                 -99     0     0     0     0    86     0     0     0     0       0
team                     2     2     4     4    18    87   195     1     1    71      12
in                     -99     0     0     0     0    88     0     0     0     0       0
Paris                    2     2     5     5    25    89   467     0     0    72       5
who                      2     2     3     3    31    90   178     0     0    73     157
had                      2     2     3     3    38    91   262     3     3    74     130
already                -99     0     0     0     0    92     0     0     0     0       0
beaten                   2     2     6     6    47    93   347     0     0    75       1
beaten                   2     2     6     6    53    93   229     6     6    76       1
South                    2     2     5     5    59    94   222     5     5    77      11
Africa                 -99     0     0     0     0    95     0     0     0     0       0
and                      2     2     3     3    67    96   196     0     0    78    1283
New                    -99     0     0     0     0    97     0     0     0     0       0
Zealand                  2     3     7     7     7    98   165     7     7    79       5
Zealand                  2     3     7     7     6    98   201     6     6    80       5
before                 -99     0     0     0     0    99     0     0     0     0       0
Christmas.               2     3    10     9    16   100   316     1     1    81       3
Christmas.               2     3    10     9    17   100   146     2     2    82       3
True,                    2     3     5     4    31   101   238     1     1    83      13
several                  2     3     7     7    39   102   186     3     3    84      14
of                     -99     0     0     0     0   103     0     0     0     0       0
the                      2     3     3     3    47   104   223     0     0    85    3511
young                    2     3     5     5    52   105   182     1     1    86      43
young                    2     3     5     5    56   105   215     5     5    87      43
backs                  -99     0     0     0     0   106     0     0     0     0       0
who                      2     3     3     3    63   107   176     0     0    88     157
had                    -99     0     0     0     0   108     0     0     0     0       0
participated           -99     0     0     0     0   109     0     0     0     0       0
in                     -99     0     0     0     0   110     0     0     0     0       0
those                    2     4     5     5    21   111   257     5     5    89      59
those                    2     4     5     5    16   111   265     0     0    90      59
wins                     2     4     4     4    23   112   232     1     1    91       1
(every                   2     4     6     5    33   113   188     6     5    92      45
bit                    -99     0     0     0     0   114     0     0     0     0       0
as                     -99     0     0     0     0   115     0     0     0     0       0
significant              2     4    11    11    43   116   288     2     2    93       9
as                       2     4     2     2    55   117   271     2     2    94     422
England's              -99     0     0     0     0   118     0     0     0     0       0
at                       2     4     2     2    66   119   189     0     0    95     269
Twickenham)              2     4    11    10    70   120   142     1     1    96       1
were                     2     5     4     4     3   121   168     3     3    97     106
unavailable            -99     0     0     0     0   122     0     0     0     0       0
