WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
She                      1     1     3     3     0     1    57     0     0     4      91
was                    -99     0     0     0     0     2     0     0     0     0       0
the                      1     1     3     3     8     3    91     0     0     5    3511
best-selling             1     1    12    12    15     4   159     3     3     6     -99
best-selling             1     1    12    12    20     4    75     8     8     7     -99
best-selling             1     1    12    12    23     4   146    11    11     8     -99
queen                  -99     0     0     0     0     5     0     0     0     0       0
of                       1     1     2     2    31     6   196     0     0     9    1757
the                    -99     0     0     0     0     7     0     0     0     0       0
romantic                 1     1     8     8    39     8   152     1     1    10       4
romantic                 1     1     8     8    43     8   168     5     5    11       4
Aga                      1     1     3     3    49     9   178     2     2    12       1
Aga                      1     1     3     3    48     9   526     1     1    14       1
saga.                    1     1     5     4    52    10   459     1     1    13       2
saga.                    1     1     5     4    52    10   174     1     1    15       2
He                       1     1     2     2    59    11   229     2     2    16     265
was                      1     1     3     3    60    12   134     0     0    17     383
was                      1     1     3     3    62    12    99     2     2    19     383
the                      1     1     3     3    65    13   151     1     1    18    3511
enfant                   1     1     6     6    69    14   240     1     1    20       1
enfant                   1     1     6     6    70    14   167     2     2    21       1
terrible                 1     2     8     8     7    15   123     7     7    23       6
of                     -99     0     0     0     0    16     0     0     0     0       0
the                    -99     0     0     0     0    17     0     0     0     0       0
right-on                 1     2     8     8    16    18   185     0     0    24     -99
right-on                 1     2     8     8    21    18   302     5     5    25     -99
urban                    1     2     5     5    26    19   151     1     1    26       3
urban                    1     2     5     5    28    19   191     3     3    27       3
urban                    1     2     5     5    26    19   152     1     1    28       3
urban                    1     2     5     5    25    19   101     0     0    29       3
urban                    1     2     5     5    29    19   244     4     4    30       3
urban                    1     2     5     5    28    19   621     3     3    34       3
literati.                1     2     9     8    34    20   219     3     3    31       1
literati.                1     2     9     8    36    20   448     5     5    32       1
literati.                1     2     9     8    37    20   179     6     6    33       1
Would                    1     2     5     5    46    21   125     5     5    35     146
Would                    1     2     5     5    44    21   107     3     3    36     146
the                    -99     0     0     0     0    22     0     0     0     0       0
earth                    1     2     5     5    51    23   218     0     0    37       8
move                     1     2     4     4    58    24   177     1     1    38      10
when                     1     2     4     4    66    25   203     4     4    39     144
their                    1     2     5     5    69    26   119     2     2    40     225
paths                    1     2     5     5    75    27   153     2     2    41       1
crossed?                 1     3     8     7     5    28   198     5     5    42       2
I                      -99     0     0     0     0    29     0     0     0     0       0
quite                    1     3     5     5    20    30   259     5     5    43      48
like                   -99     0     0     0     0    31     0     0     0     0       0
Joanna                   1     3     6     6    27    32   170     1     1    44      18
Joanna                   1     3     6     6    31    32   177     5     5    45      18
Joanna                   1     3     6     6    26    32    90     0     0    46      18
Trollope;                1     3     9     8    39    33   290     6     6    47       3
she's                    1     3     5     5    47    34   139     4     4    49     -99
warm,                    1     3     5     4    49    35   229     0     0    48       6
engaged                  1     3     7     7    57    36   212     2     2    50       4
and                    -99     0     0     0     0    37     0     0     0     0       0
responsive,              1     3    11    10    67    38   183     0     0    51       1
responsive,              1     3    11    10    71    38   400     4     4    52       1
responsive,              1     3    11    10    73    38   190     6     6    53       1
and                    -99     0     0     0     0    39     0     0     0     0       0
clearly                  1     4     7     7     5    40   105     1     1    54      14
clearly                  1     4     7     7     9    40   109     5     5    55      14
has                    -99     0     0     0     0    41     0     0     0     0       0
her                      1     4     3     3    19    42   237     3     3    56     107
her                      1     4     3     3    18    42   142     2     2    58     107
heart                    1     4     5     5    24    43   155     4     4    57       8
in                     -99     0     0     0     0    44     0     0     0     0       0
approximately            1     4    13    13    31    45   221     2     2    59       1
approximately            1     4    13    13    36    45   144     7     7    60       1
the                    -99     0     0     0     0    46     0     0     0     0       0
right                    1     4     5     5    49    47   224     2     2    61      38
place.                   1     4     6     5    55    48   200     2     2    62      22
To                     -99     0     0     0     0    49     0     0     0     0       0
me,                      1     4     3     2    65    50   174     2     2    63      55
she                      1     4     3     3    68    51   214     1     1    64      91
is                     -99     0     0     0     0    52     0     0     0     0       0
a                        1     4     1     1    74    53   169     0     0    65    1434
quintessentially         1     5    16    16     5    54   196     5     5    66       2
quintessentially         1     5    16    16    13    54   236    13    13    67       2
English                  1     5     7     7    17    55    78     0     0    68      14
English                  1     5     7     7    24    55   188     7     7    69      14
phenomenon,              1     5    11    10    32    56   233     7     7    70       2
the                    -99     0     0     0     0    57     0     0     0     0       0
lower-middlebrow         1     5    16    16    41    58   243     0     0    71     -99
lower-middlebrow         1     5    16    16    52    58   233    11    11    72     -99
lower-middlebrow         1     5    16    16    55    58   368    14    14    73     -99
lower-middlebrow         1     5    16    16    57    58    99    16    16    74     -99
lower-middlebrow         1     5    16    16    54    58   225    13    13    81     -99
lower-middlebrow         1     5    16    16    52    58   217    11    11    82     -99
lower-middlebrow         1     5    16    16    57    58   130    16    16    83     -99
lower-middlebrow         1     5    16    16    47    58   351     6     6    84     -99
lower-middlebrow         1     5    16    16    53    58   481    12    12    85     -99
lower-middlebrow         1     5    16    16    56    58   412    15    15    86     -99
lower-middlebrow         1     5    16    16    57    58   151    16    16    87     -99
novelist                 1     5     8     8    64    59   253     6     6    75       4
novelist                 1     5     8     8    65    59   112     7     7    76       4
novelist                 1     5     8     8    59    59   153     1     1    80       4
novelist                 1     5     8     8    64    59   217     6     6    88       4
who                      1     5     3     3    67    60   166     0     0    89     157
has                      1     5     3     3    73    61   186     2     2    77     239
has                      1     5     3     3    74    61   383     3     3    78     239
has                      1     5     3     3    71    61   190     0     0    79     239
has                      1     5     3     3    72    61   156     1     1    90     239
just                     1     5     4     4    75    62   108     0     0    91      75
just                     1     5     4     4    78    62   260     3     3    92      75
just                     1     5     4     4    79    62    31     4     4    93      75
enough                   2     1     6     6     2    63   257     2     2    95      32
sophistication           2     1    14    14    13    64   240     6     6    96       1
sophistication           2     1    14    14    17    64   154    10    10    97       1
to                     -99     0     0     0     0    65     0     0     0     0       0
be                     -99     0     0     0     0    66     0     0     0     0       0
able                     2     1     4     4    28    67   210     0     0    98      14
able                     2     1     4     4    30    67   106     2     2    99      14
to                     -99     0     0     0     0    68     0     0     0     0       0
convince                 2     1     8     8    37    69   213     1     1   100       3
convince                 2     1     8     8    41    69   115     5     5   101       3
her                    -99     0     0     0     0    70     0     0     0     0       0
readership               2     1    10    10    50    71   272     1     1   102       3
readership               2     1    10    10    58    71   105     9     9   103       3
readership               2     1    10    10    51    71    57     2     2   104       3
readership               2     1    10    10    55    71   212     6     6   108       3
that                     2     1     4     4    61    72    73     1     1   109     871
they                     2     1     4     4    66    73   191     1     1   105     258
they                     2     1     4     4    68    73   213     3     3   106     258
may                      2     1     3     3    71    74   121     1     1   107      67
be                     -99     0     0     0     0    75     0     0     0     0       0
getting                  2     2     7     7     3    76   106     3     3   110      23
an                     -99     0     0     0     0    77     0     0     0     0       0
upper-middlebrow         2     2    16    16    12    78   219     1     1   111     -99
upper-middlebrow         2     2    16    16    19    78   236     8     8   112     -99
upper-middlebrow         2     2    16    16    23    78   272    12    12   113     -99
upper-middlebrow         2     2    16    16    23    78   296    12    12   116     -99
upper-middlebrow         2     2    16    16    20    78   217     9     9   117     -99
upper-middlebrow         2     2    16    16    12    78   366     1     1   118     -99
upper-middlebrow         2     2    16    16    22    78   195    11    11   119     -99
product.                 2     2     8     7    29    79    95     1     1   114       5
product.                 2     2     8     7    32    79   157     4     4   115       5
She's                    2     2     5     5    44    80   185     3     3   120     -99
also                   -99     0     0     0     0    81     0     0     0     0       0
quite                    2     2     5     5    53    82   174     1     1   121      48
vulnerable,              2     2    11    10    59    83    81     1     1   122       5
Joanna,                  2     2     7     6    70    84   233     0     0   123      18
Joanna,                  2     2     7     6    71    84    60     1     1   124      18
and                    -99     0     0     0     0    85     0     0     0     0       0
has                      2     3     3     3     4    86   179     0     0   125     239
had                      2     3     3     3    10    87   258     2     2   126     130
had                      2     3     3     3     8    87   408     0     0   127     130
had                      2     3     3     3     8    87   227     0     0   129     130
quite                    2     3     5     5    12    88   202     0     0   128      48
a                      -99     0     0     0     0    89     0     0     0     0       0
monstering             -99     0     0     0     0    90     0     0     0     0       0
from                   -99     0     0     0     0    91     0     0     0     0       0
the                    -99     0     0     0     0    92     0     0     0     0       0
Daily                  -99     0     0     0     0    93     0     0     0     0       0
Mail,                  -99     0     0     0     0    94     0     0     0     0       0
that                   -99     0     0     0     0    95     0     0     0     0       0
paper                    2     3     5     5    57    96   134     0     0   130      10
bastion                  2     3     7     7    67    97   307     4     4   131       1
of                       2     3     2     2    72    98   126     1     1   132    1757
Agashire,              -99     0     0     0     0    99     0     0     0     0       0
which                    2     4     5     5    12   100   173     2     2   133     152
is,                      2     4     3     2    17   101   161     1     1   134     717
of                     -99     0     0     0     0   102     0     0     0     0       0
course,                  2     4     7     6    25   103   215     2     2   135      32
course,                  2     4     7     6    27   103   326     4     4   137      32
her                      2     4     3     3    34   104   314     3     3   136     107
her                      2     4     3     3    33   104   124     2     2   139     107
proper                   2     4     6     6    35   105   127     0     0   138       8
proper                   2     4     6     6    39   105   123     4     4   140       8
province.                2     4     9     8    42   106   163     0     0   141       2
province.                2     4     9     8    46   106    87     4     4   142       2
In                       2     4     2     2    54   107   153     2     2   143    1091
an                     -99     0     0     0     0   108     0     0     0     0       0
interview                2     4     9     9    58   109   188     0     0   144       1
interview                2     4     9     9    64   109   200     6     6   145       1
interview                2     4     9     9    65   109   220     7     7   147       1
in                       2     4     2     2    70   110   148     2     2   146    1091
in                       2     4     2     2    70   110    82     2     2   148    1091
another                -99     0     0     0     0   111     0     0     0     0       0
newspaper                2     5     9     9     4   112   642     4     4   149      13
newspaper                2     5     9     9     7   112   204     7     7   150      13
last                     2     5     4     4    14   113   215     4     4   151      73
